Time;Lateness;Assembly;Total;CycleTime;Consumab;Material;InDueTotal
39840;-278.0946166;3.760070658;613;2118.393148;19974.6337;3205191.219;360
40320;-276.894822;3.737861855;618;2118.122977;19967.21884;3208574.033;364
40800;-277.0766773;3.717106863;626;2118.56869;19967.33075;3201920.381;372
41280;-277.0758294;3.736270107;633;2119.21485;19985.81733;3209950.245;379
41760;-273.576087;3.733895235;644;2120.663043;19969.42871;3208411.176;387
42240;-275.9938462;3.730334162;650;2117.855385;19972.33543;3207424.125;393
42720;-279.8366412;3.744899813;655;2114.496183;19981.72047;3209207.199;398
43200;-286.0951662;3.738556597;662;2110.471299;19963.13618;3205726.22;405
43680;-294.2940299;3.727190476;670;2101.474627;19973.56369;3212429.047;413
44160;-299.9098966;3.73935111;677;2096.276219;19985.32851;3211441.879;420
44640;-304.0631424;3.741534722;681;2091.866373;19979.61375;3208170.964;424
45120;-316.6700288;3.750832447;694;2080.639769;19977.33952;3217111.305;437
45600;-321.2889843;3.752344189;699;2076.32618;19978.83694;3209541.52;442
46080;-324.7592593;3.788364583;702;2074.182336;19964.25083;3214829.387;445
46560;-334.1370056;3.774201138;708;2063.322034;19976.79375;3209011.82;451
47040;-340.7752809;3.802532419;712;2054.889045;19971.45342;3202327.797;455
47520;-347.6857542;3.825929609;716;2047.843575;19965.15167;3214910.141;459
48000;-358.2254495;3.833533333;723;2038.479945;19981.24968;3211022.342;466
48480;-370.5879945;3.827471432;733;2025.358799;19967.97001;3216099.852;476
48960;-376.6;3.824282271;740;2018.727027;19961.48796;3213840.699;483
49440;-384.6109626;3.829099919;748;2008.554813;19952.68146;3209226.409;491
49920;-390.1686587;3.830889523;753;2003.164675;19969.67281;3213688.125;496
50400;-398.7447368;3.832948313;760;1993.122368;19955.429;3211490.692;503
50880;-405.2278646;3.838877653;768;1985.671875;19979.51545;3212487.225;511
51360;-409.6640827;3.828056075;774;1982.502584;19969.31621;3210414.336;517
51840;-418.2757306;3.830721161;787;1974.148666;19982.04239;3214465.916;530
52320;-421.4735516;3.831014048;794;1970.638539;19981.93036;3216399.445;537
52800;-425.6254682;3.830656818;801;1966.672909;19982.76157;3215849.982;544
53280;-428.9975248;3.820781344;808;1963.55198;19981.70368;3206978.645;551
53760;-432.1222494;3.819077753;818;1959.503667;19982.70537;3216689.359;561
54240;-436.2644928;3.817978982;828;1957.788647;19973.19458;3213347.486;571
54720;-439.3508982;3.824551809;835;1955.576048;19982.09167;3216280.48;578
55200;-442.7413588;3.809614402;839;1951.489869;19958.45194;3216856.732;582
55680;-449.772137;3.809691092;847;1944.682409;19978.26365;3217177.132;590
56160;-454.4170561;3.810331553;856;1940.147196;19978.17296;3215512.946;599
56640;-458.1788618;3.818993821;861;1937.868757;19971.73434;3213686.265;604
57120;-463.5236448;3.832621236;867;1931.810842;19979.04504;3216939.211;610
57600;-471.173913;3.834207812;874;1924.695652;19960.56551;3211227.861;617
58080;-476.0660592;3.83070334;878;1919.484055;19976.08945;3215185.528;621
58560;-483.580791;3.833020406;885;1912.562712;19981.29818;3213202.772;628
59040;-489.7569989;3.83514126;893;1906.069429;19978.63962;3215868.459;636
59520;-495.5804661;3.825406838;901;1899.071032;19958.40407;3209167.896;644
60000;-501.3373626;3.828298583;910;1892.310989;19960.1173;3213505.009;653
60480;-503.8313253;3.846834077;913;1889.54655;19966.76626;3212811.465;656
60960;-510.2906725;3.838224573;922;1884.005423;19978.8753;3214843.226;665
61440;-513.861588;3.827850098;932;1879.856223;19975.51822;3207914.413;675
61920;-515.0677249;3.817557574;945;1879.020106;19973.81214;3211940.567;688
62400;-514.1656184;3.810007372;954;1879.949686;19975.66169;3213641.758;697
62880;-513.7120582;3.798454278;962;1882.094595;19973.98447;3214897.25;705
63360;-514.7159091;3.788747948;968;1881.491736;19972.01523;3216950.729;711
63840;-515.943299;3.804034539;970;1879.874227;19971.94817;3213260.692;713
64320;-521.7893661;3.800386116;978;1873.784254;19953.86382;3209548.538;721
64800;-525.6288032;3.804092207;986;1870.535497;19956.54464;3210646.182;729
65280;-529.0913655;3.804378983;996;1867.613454;19971.88807;3211373.69;739
65760;-525.8586957;3.795165222;1012;1871.442688;19971.05882;3214220.071;755
66240;-524.6545276;3.793124849;1016;1872.753937;19974.75989;3214653.878;758
66720;-525.0636008;3.789548261;1022;1872.330724;19976.76472;3212193.333;764
67200;-525.8814383;3.78926756;1029;1872.007775;19979.03025;3207363.152;771
67680;-527.6521739;3.795799276;1035;1870.740097;19979.04789;3213902.819;777
68160;-529.5452794;3.793618911;1038;1869.241811;19978.9204;3213131.454;780
68640;-535.2148997;3.803106643;1047;1862.686724;19979.37299;3216856.153;789
69120;-539.0274361;3.799967665;1057;1856.848628;19977.50625;3216321.295;799
69600;-541.0562852;3.796658908;1066;1856.032833;19972.79603;3213377.543;808
70080;-542.8954248;3.803375642;1071;1853.6676;19978.97501;3212029.098;813
70560;-548.3763838;3.795334255;1084;1848.968635;19976.86485;3211910.005;826
71040;-549.3222836;3.809454673;1086;1848.466851;19978.00763;3217056.384;828
71520;-553.2765568;3.806133389;1092;1845.088828;19972.99699;3211598.429;834
72000;-557.7233849;3.809067639;1099;1842.075523;19975.11669;3214570.93;841
72480;-561.8208145;3.811141073;1105;1837.180995;19971.28969;3217004.686;847
72960;-567.06469;3.816249383;1113;1832.85894;19972.43953;3218655.976;855
73440;-571.4473214;3.82548652;1120;1828.786607;19969.2172;3216945.683;862
73920;-573.6099733;3.814931953;1123;1826.713268;19975.08186;3216378.51;865
74400;-579.3336283;3.814093616;1130;1819.924779;19958.20194;3211295.779;872
74880;-582.4863676;3.818211939;1137;1817.474934;19976.9868;3217797.575;879
75360;-586.2878261;3.80546185;1150;1813.986957;19971.96027;3216416.311;892
75840;-587.5324114;3.812513383;1157;1812.482282;19968.69905;3210063.213;899
76320;-588.5874246;3.81199299;1161;1810.166236;19966.9241;3214033.659;903
76800;-592.9522592;3.824889779;1173;1807.427962;19976.60315;3214351.074;915
77280;-595.3677966;3.816764234;1180;1805.828814;19975.18399;3216134.672;922
77760;-597.4881757;3.812558706;1184;1803.768581;19974.55001;3218529.791;926
78240;-601.1517184;3.814761823;1193;1800.569992;19966.14273;3216525.212;935
78720;-604.2166667;3.811973514;1200;1796.535;19969.24087;3215736.504;942
79200;-607.3159204;3.807833712;1206;1793.557214;19976.21349;3215244.781;948
79680;-611.3044554;3.81735812;1212;1790.023102;19965.68618;3216753.42;954
80160;-615.4963084;3.814849738;1219;1786.541427;19976.45277;3218492.204;961
3360;-1427.25;5.273965774;12;1039.666667;19371.34841;3123507.288;12
3840;-1294.863636;5.009808594;22;1160.772727;19967.90304;3149298.013;22
4320;-1167.7;4.948846065;30;1265.9;19943.47512;3096130.819;30
4800;-1132.315789;4.753459375;38;1281.473684;19882.2437;3170941.341;38
5280;-1075.702128;4.713500947;47;1329.510638;19673.04436;3135235.909;47
5760;-1070.057692;4.560179687;52;1350.884615;19967.36491;3161638.455;52
6240;-1081.660714;4.464728365;56;1337.446429;19982.43782;3103224.067;56
6720;-1088.924242;4.456028274;66;1319.106061;19919.46823;3164049.111;66
7200;-1050.545455;4.364782639;77;1359.857143;19903.73739;3184002.26;77
7680;-957.2777778;4.355736979;90;1463.344444;19974.57136;3169965.75;90
8160;-951.423913;4.362670956;92;1470.163043;19989.27702;3197522.075;92
8640;-903.1067961;4.324414931;103;1525.446602;19989.60717;3158573.895;103
9120;-832.8608696;4.229519737;115;1613.869565;19962.49259;3160507.123;115
9600;-806.942623;4.190440104;122;1624.737705;19888.07652;3202329.463;122
10080;-796.8809524;4.132501984;126;1638.007937;19964.56635;3185318.342;126
10560;-790.8120301;4.162379261;133;1638.932331;19724.4926;3168365.036;133
11040;-794.1021898;4.226391304;137;1637.423358;19992.49841;3199022.804;137
11520;-814.5586207;4.195036458;145;1611.8;19986.48358;3185780.592;145
12000;-833.8571429;4.23631125;154;1590.902597;19956.78207;3196694.201;154
12480;-847.3518519;4.220250401;162;1575.382716;19991.83528;3204189.473;162
12960;-864.6428571;4.175619985;168;1559.869048;19917.83717;3182757.99;168
13440;-875.7076023;4.233377604;171;1551.116959;19922.75721;3207724.39;171
13920;-895.4382022;4.191957256;178;1529.38764;19979.03255;3214020.435;178
14400;-914.3675676;4.155203472;185;1519.340541;19980.86504;3196368.09;185
14880;-930.8263158;4.160427419;190;1499.894737;19953.00593;3198327.23;190
15360;-943.0609137;4.130875651;197;1478.883249;19943.16084;3201986.191;197
15840;-932.3349282;4.112685606;209;1481.77512;19952.19798;3170076.007;209
16320;-927.3627907;4.116430147;215;1482.706977;19922.12784;3166911.111;215
16800;-919.8054299;4.117094643;221;1492.149321;19919.92188;3199727.063;221
17280;-919.8793103;4.09852691;232;1494.896552;19969.89465;3187631.943;232
17760;-915.5336134;4.082996903;238;1494.546218;19953.55972;3183149.222;238
18240;-912.7804878;4.056456963;246;1503.666667;19981.91217;3172560.167;246
18720;-893.46875;4.127851229;256;1526.382813;19902.00026;3171396.03;256
19200;-867.8689139;4.090598698;267;1551.067416;19947.40382;3188077.749;267
19680;-839.7572464;4.047149898;276;1577.072464;19989.04505;3182421.42;271
20160;-808.7027972;4.039109375;286;1610.118881;19989.53046;3184835.8;275
20640;-784.375;4.02253125;296;1630.287162;19962.38394;3210307.709;282
21120;-759.5559211;3.984395123;304;1659.815789;19984.74376;3187682.472;282
21600;-740.1980831;4.013972454;313;1678.412141;19975.09847;3203166.534;288
22080;-732.7711599;4.001298913;319;1683.880878;19977.18325;3211105.47;294
22560;-730.7253086;3.947779477;324;1682.796296;19991.13791;3207501.956;299
23040;-730.2036474;3.962174913;329;1687.31307;19969.36574;3210658.933;304
23520;-733.2418879;3.926348852;339;1683.572271;19959.10033;3203114.253;314
24000;-737.6744186;3.936841875;344;1677.645349;19990.88395;3204776.93;319
24480;-747.3977273;3.941184232;352;1665.670455;19933.62977;3204071.141;327
24960;-751.6235955;3.935141426;356;1659.896067;19990.70523;3209583.268;331
25440;-757.3875339;3.914172366;369;1652.208672;19977.65096;3210202.335;344
25920;-758.8293333;3.930832562;375;1650.384;19961.22268;3210256.507;350
26400;-763.0839895;3.924427652;381;1647.383202;19947.26822;3188794.976;356
26880;-768.7688312;3.955952753;385;1643.976623;19985.11998;3193661.127;360
27360;-778.0559796;3.969965643;393;1629.480916;19973.42634;3213158.711;368
27840;-788.5373134;3.967767241;402;1621.405473;19929.44879;3190872.493;377
28320;-784.1855422;3.956534781;415;1625.043373;19964.96194;3209271.065;390
28800;-777.4597156;3.938973611;422;1628.149289;19973.6154;3184853.009;397
29280;-774.7581395;3.935181011;430;1629.713953;19988.78758;3212232.938;405
29760;-771.5931818;3.907279738;440;1633.602273;19972.58484;3209701.531;415
30240;-770.5640449;3.906999669;445;1633.2;19980.35391;3208450.138;420
30720;-771.9602649;3.922202962;453;1630.98234;19967.06002;3212074.425;428
31200;-775.3873085;3.931333654;457;1629.317287;19988.7581;3214829.924;432
31680;-779.3043478;3.924625316;460;1624.8;19980.46452;3209455.503;435
32160;-787.8991416;3.951361318;466;1618.006438;19976.14153;3206987.141;441
32640;-795.8181818;3.949192555;473;1610.826638;19973.16565;3215101.799;448
33120;-801.1799163;3.9338359;478;1605.799163;19988.67028;3207397.128;453
33600;-810.5174538;3.923384524;487;1596.985626;19987.07721;3208853.227;462
34080;-815.1373737;3.928350205;495;1593.113131;19944.18523;3211187.213;470
34560;-813.8441815;3.902125145;507;1597.672584;19970.14004;3205601.523;482
35040;-813.4496124;3.924782962;516;1598.248062;19986.81929;3215737.19;491
35520;-812.9097889;3.921025338;521;1596.571977;19986.73077;3203084.948;496
36000;-815.5771429;3.934502639;525;1593.752381;19986.63986;3214207.124;500
36480;-822.0299625;3.937374589;534;1588.541199;19964.3581;3210844.424;509
36960;-827.2250923;3.919338203;542;1584.581181;19931.84476;3210469.186;517
37440;-830.3647913;3.960205929;551;1584.568058;19978.89444;3210441.113;526
37920;-833.2144144;3.946682489;555;1582.246847;19952.27484;3204657.168;530
38400;-840.1968085;3.955650911;564;1577.634752;19981.75423;3208387.69;539
38880;-843.4868651;3.950395319;571;1572.89317;19985.82134;3213687.257;546
39360;-846.694974;3.956020325;577;1569.800693;19957.56447;3213106.156;552
39840;-852.5238908;3.979914784;586;1562.65529;19958.30827;3209153.987;561
40320;-855.7894737;3.991420015;589;1560.624788;19976.87303;3215479.665;564
40800;-862.3187919;3.997588358;596;1555.59396;19985.44685;3206772.123;571
41280;-867.1347754;3.984955911;601;1550.076539;19979.29919;3210332.807;576
41760;-870.9143328;3.983670019;607;1546.446458;19976.87782;3207376.115;582
42240;-874.2711039;3.980693537;616;1540.832792;19984.2054;3202259.299;591
42720;-874.8773885;3.974769312;628;1539.616242;19973.82378;3211680.07;603
43200;-870.8320251;3.982080324;637;1543.474097;19951.87095;3212140.097;612
43680;-870.2177294;3.986156593;643;1545.664075;19985.0771;3210883.697;618
44160;-871.2357473;3.98463553;649;1543.309707;19987.68854;3212736.371;624
44640;-872.9006116;3.967596886;654;1541.281346;19965.17951;3209004.421;629
45120;-876.6359517;3.963100621;662;1537.176737;19963.94653;3213152.345;637
45600;-879.8308383;3.94356886;668;1533.513473;19945.66548;3198265.247;643
46080;-882.5522828;3.940599392;679;1530.684831;19985.84013;3212424.359;654
46560;-878.2046444;3.92517064;689;1532.642961;19984.64503;3202751.401;664
47040;-867.3490028;3.934384247;702;1543.552707;19978.58426;3215970.667;675
47520;-855.0645161;3.920398359;713;1552.134642;19952.88;3204624.977;682
48000;-852.5488827;3.9258475;716;1553.811453;19951.00631;3208499.797;685
48480;-850.7285319;3.924421514;722;1555.864266;19985.22557;3210496.891;691
48960;-849.793956;3.911071589;728;1556.190934;19969.8052;3215237.637;697
49440;-850.7138965;3.915574535;734;1554.858311;19977.30377;3217638.054;703
49920;-852.7597315;3.89555028;745;1552.728859;19984.05516;3211339.776;714
50400;-853.9853723;3.898570635;752;1550.327128;19969.6708;3207707.258;721
50880;-856.319683;3.916080582;757;1548.437252;19981.6663;3215353.654;726
51360;-858.8188976;3.899878797;762;1546.267717;19984.4872;3207334.931;731
51840;-863.206762;3.927334105;769;1542.542263;19950.64024;3208680.765;738
52320;-867.676129;3.91327456;775;1538.67871;19955.61269;3213386.391;744
52800;-871.8125;3.942262311;784;1533.627551;19979.37716;3209211.737;753
53280;-864.7325;3.959305086;800;1542.92375;19977.41692;3209332.714;768
53760;-860.7866005;3.944868304;806;1547.052109;19982.92491;3212540.909;774
54240;-854.2867647;3.936227415;816;1553.415441;19954.06914;3210306.17;784
54720;-846.5871671;3.91493348;826;1562.489104;19979.94722;3206978.562;794
55200;-841.452581;3.911164855;833;1567.012005;19942.21248;3211898.981;801
55680;-839.2565632;3.919576598;838;1568.52864;19977.96091;3209582.694;806
56160;-830.6277974;3.905853811;849;1577.873969;19981.43486;3207302.909;815
56640;-824.9569267;3.901340219;859;1581.505239;19981.3218;3213248.135;825
57120;-824.1552723;3.893483193;863;1582.564311;19981.20521;3214723.091;829
57600;-822.6337543;3.898231597;871;1583.528129;19982.82517;3210540.895;837
58080;-822.5148402;3.891865702;876;1584.115297;19978.91322;3209729.065;842
58560;-822.0101466;3.878113388;887;1585.737317;19970.46044;3215576.902;853
59040;-821.8993289;3.877916413;894;1584.522371;19956.90147;3215264.175;860
59520;-822.4366667;3.875449177;900;1584.027778;19979.95497;3217233.7;866
60000;-821.7711771;3.875138083;909;1584.162816;19981.33943;3215382.38;875
60480;-820.2647059;3.878201472;918;1585.251634;19968.17177;3211704.843;884
60960;-813.1525242;3.881915682;931;1592.906552;19982.88836;3216930.885;897
61440;-810.8470588;3.864846191;935;1595.712299;19958.36276;3208985.367;901
61920;-808.1696713;3.866245397;943;1597.16649;19969.06306;3215717.408;909
62400;-801.4424686;3.856159295;956;1603.480126;19977.0246;3218653.683;922
62880;-793.3902692;3.857954358;966;1610.751553;19973.74461;3214678.128;928
63360;-787.2201646;3.853319444;972;1616.855967;19976.82558;3215665.755;928
63840;-778.049949;3.854239583;981;1625.629969;19969.68211;3214799.31;931
64320;-772.7623862;3.843610463;989;1629.73913;19973.52733;3210219.182;937
64800;-771.4954683;3.835245679;993;1630.976838;19976.52552;3215872.343;941
65280;-770.5918164;3.839204197;1002;1632.904192;19971.06626;3208500.669;950
65760;-771.0019881;3.836865192;1006;1633.454274;19953.39245;3212930.988;954
66240;-773.4136229;3.850807216;1013;1630.565647;19977.28163;3216695.468;961
66720;-775.4690265;3.864415767;1017;1628.146509;19974.32665;3213096.924;965
67200;-778.8886719;3.859720536;1024;1625.383789;19973.34613;3215273.42;972
67680;-782.9078565;3.853268691;1031;1620.755577;19974.73312;3212989.49;979
68160;-785.8728324;3.854911458;1038;1618.555877;19979.76746;3216594.533;986
68640;-788.5715649;3.845776005;1048;1616.299618;19970.90846;3214647.236;996
69120;-790.658444;3.839941262;1054;1613.471537;19979.7927;3212884.878;1002
69600;-791.939793;3.85175352;1063;1611.516463;19978.65696;3214441.673;1011
70080;-793.8858746;3.847662671;1069;1610.446211;19976.96288;3213997.472;1017
70560;-796.1122449;3.840458829;1078;1608.3859;19963.68926;3216309.742;1026
71040;-798.3308688;3.828436796;1082;1605.866913;19947.93235;3211514.479;1030
71520;-801.6730946;3.838776216;1089;1602.754821;19971.72274;3208406.83;1037
72000;-805.1674249;3.857634375;1099;1599.090992;19945.30814;3207812.501;1047
72480;-801.9324932;3.846184189;1111;1602.405941;19937.13355;3214895.898;1059
72960;-796.0723861;3.841364309;1119;1607.376229;19976.66539;3215564.974;1063
73440;-791.9538188;3.838935389;1126;1610.838366;19954.65679;3208888.671;1070
73920;-787.6481481;3.830288352;1134;1614.614638;19975.8787;3216052.178;1075
74400;-784.3088364;3.826324126;1143;1617.150481;19969.72109;3214411.984;1084
74880;-782.3848827;3.826814103;1151;1619.624674;19970.30726;3215088.414;1092
75360;-781.0483175;3.817054406;1159;1620.632442;19972.87488;3211324.996;1100
75840;-781.0481513;3.828467761;1163;1621.097163;19978.03696;3213668.892;1104
76320;-782.9359522;3.828034198;1171;1619.742101;19968.74245;3216670.758;1112
76800;-784.1430991;3.822926628;1181;1619.15326;19962.03935;3215182.191;1122
77280;-784.4087468;3.822692029;1189;1618.948696;19972.72212;3216193.202;1130
77760;-784.8860972;3.818170396;1194;1618.824121;19971.07481;3211502.925;1135
78240;-786.2587646;3.814554959;1198;1617.215359;19965.50136;3214561.925;1139
78720;-788.6337209;3.820905424;1204;1614.811462;19977.73285;3216525.748;1145
79200;-792.0238487;3.826582828;1216;1611.790296;19971.29077;3216106.635;1157
79680;-792.9581624;3.821710216;1219;1611.264971;19975.45467;3218645.861;1160
80160;-795.844898;3.823065369;1225;1608.769796;19972.0931;3214872.95;1166
3360;-1400.8;5.505977679;15;959.4;19868.38249;3170181.15;15
3840;-1376.583333;5.240973958;24;1018.041667;19507.03443;3075010.244;24
4320;-1373.933333;5.148532407;30;1033.8;19931.93316;3160626.451;30
4800;-1374.28125;5.077120833;32;1046.9375;19948.9235;3159842.133;32
5280;-1368.475;4.895429924;40;1020.15;19896.5274;3174415.317;40
5760;-1269.803922;4.712434028;51;1108.901961;19991.71008;3090396.784;51
6240;-1191.409836;4.661221154;61;1189.081967;19790.20866;3169942.368;61
6720;-1144.695652;4.544662202;69;1259.304348;19989.45674;3198391.259;69
7200;-1128.459459;4.488916667;74;1271.297297;19892.71365;3129285.327;74
7680;-1101.759036;4.435156901;83;1293.578313;19944.74143;3155430.862;83
8160;-1078.065217;4.413009191;92;1316.815217;19935.48581;3171048.589;92
8640;-1080.881188;4.416726273;101;1317.960396;19915.67817;3187130.327;101
9120;-1086.898148;4.496973136;108;1313.490741;19886.97125;3174452;108
9600;-1081.068376;4.459286458;117;1324.82906;19852.80508;3188603.496;117
10080;-1062.387097;4.391720734;124;1354.516129;19991.47111;3185847.721;124
10560;-1056.681818;4.479914299;132;1356.416667;19887.46471;3204192.109;132
11040;-1052.430657;4.475418478;137;1356.715328;19946.42542;3203999.239;137
11520;-1051.137931;4.357588542;145;1358.303448;19983.1166;3165958.085;145
12000;-1024.455128;4.330007083;156;1378.814103;19991.03056;3196916.803;156
12480;-1009.969512;4.305034856;164;1388.658537;19942.25673;3204084.109;164
12960;-1001.479532;4.233439043;171;1387.97076;19912.50774;3201614.325;171
13440;-1002.888268;4.251069196;179;1381.061453;19871.48649;3199457.539;179
13920;-1004.05914;4.224695043;186;1380.392473;19989.8501;3197627.791;186
14400;-1009.722513;4.172791319;191;1378.696335;19910.78022;3178817.296;191
14880;-1018.808081;4.190630376;198;1372.5;19983.9424;3201774.072;198
15360;-1021.597156;4.148140625;211;1369.777251;19994.59022;3208880.237;211
15840;-1019.37037;4.127524621;216;1375.842593;19967.35092;3195368.557;216
16320;-1019.121076;4.120189645;223;1376.399103;19873.09876;3198271.16;223
16800;-1017.904762;4.113834524;231;1379.69697;19968.1025;3207984.018;231
17280;-1011.954357;4.110387153;241;1377.514523;19974.51281;3193385.247;241
17760;-1008.76494;4.135536036;251;1376.541833;19963.11995;3195542.59;251
18240;-1009.627451;4.116730263;255;1375.756863;19984.11282;3204320.742;255
18720;-1018.655172;4.11986672;261;1366.716475;19989.60352;3211955.615;261
19200;-1020.839695;4.112357031;262;1362.969466;19962.5405;3193172.227;262
19680;-1032.583643;4.187356707;269;1352.167286;19978.93932;3206478.029;269
20160;-1042.913357;4.17984251;277;1340.888087;19992.07589;3206493.772;277
20640;-1049.576512;4.197689922;281;1337.601423;19961.49938;3205941.106;281
21120;-1060.303136;4.212381629;287;1324.606272;19930.87334;3200470.886;287
21600;-1065.249158;4.19400162;297;1320.936027;19987.22438;3209689.288;297
22080;-1068.508251;4.155829257;303;1317.353135;19971.40114;3204097.602;303
22560;-1073.432258;4.141419991;310;1307.696774;19976.17742;3202509.76;310
23040;-1074.740625;4.095657552;320;1311.3625;19957.75292;3200910.918;320
23520;-1068.70303;4.080853316;330;1321.006061;19935.82261;3180157.685;330
24000;-1065.99403;4.154379375;335;1321.504478;19903.54513;3179973.849;335
24480;-1056.580925;4.140244894;346;1328.976879;19921.89376;3195092.763;346
24960;-1024.983333;4.128200921;360;1355.444444;19969.18587;3196283.684;360
25440;-1007.557065;4.12496934;368;1375.005435;19991.50303;3209342.773;366
25920;-1004.589189;4.102082948;370;1377.964865;19972.12196;3211048.595;368
26400;-999.0848806;4.100699811;377;1383.557029;19966.3003;3207613.911;375
26880;-981.9205128;4.099424665;390;1402.138462;19974.81306;3195565.472;388
27360;-967.5839599;4.060958882;399;1415.135338;19962.56649;3204560.237;397
27840;-954.5233415;4.062943966;407;1423.235872;19987.35965;3212376.935;405
28320;-950.592233;4.0542756;412;1424.177184;19971.42683;3209831.842;410
28800;-948.0357143;4.050091493;420;1425.152381;19987.255;3216153.098;418
29280;-945.7985948;4.029172302;427;1427.302108;19985.15197;3211451.073;425
29760;-945.4861111;4.050539483;432;1427.868056;19955.23867;3207293.259;430
30240;-948.6727273;4.069713955;440;1427.359091;19989.73072;3215722.346;438
30720;-950.7533632;4.068450521;446;1425.230942;19989.62613;3217433.428;444
31200;-955.1955556;4.061471955;450;1420.373333;19973.50764;3212553.452;448
31680;-962.571116;4.038189552;457;1414.763676;19989.4106;3213831.831;455
32160;-966.3040685;4.017243626;467;1411.944325;19987.43659;3209616.059;465
32640;-958.4486373;4.033162684;477;1418.716981;19970.20568;3207034.226;475
33120;-951.9176955;4.014624245;486;1426.481481;19915.45548;3206082.732;484
33600;-942.7313131;3.980926935;495;1435.559596;19908.06805;3209724.488;493
34080;-931.4970297;3.959765845;505;1448.673267;19964.80658;3216775.783;503
34560;-923.672549;3.950519242;510;1456.856863;19986.70357;3205460.767;508
35040;-911.0793037;3.967859732;517;1470.618956;19956.10457;3209163.628;510
35520;-886.8200758;3.955179758;528;1493.155303;19989.05806;3209710.235;510
36000;-864.9888889;3.934275417;540;1514.022222;19986.15896;3199127.535;515
36480;-855.8010949;3.932479852;548;1524.251825;19983.33307;3199566.158;522
36960;-853.9202899;3.927954816;552;1527.45471;19989.76851;3211852.993;526
37440;-852.7643885;3.920440839;556;1529.588129;19969.61737;3208105.7;530
37920;-851.5812721;3.92589847;566;1531.826855;19989.49937;3216643.2;540
38400;-852.5701754;3.961620313;570;1530.157895;19978.43473;3213744.464;544
38880;-855.7456446;3.957727495;574;1526.344948;19984.34579;3208835.2;548
39360;-860.4515571;3.95653811;578;1522.285467;19970.56749;3215920.042;552
39840;-867.0410959;3.946747992;584;1513.311644;19953.8446;3213184.644;558
40320;-872.0606061;3.940819692;594;1510.676768;19986.83625;3212622.205;568
40800;-871.2599338;3.948353554;604;1508.544702;19981.82565;3216693.031;578
41280;-866.6362153;3.941218508;613;1512.60522;19980.56016;3208193.956;587
41760;-864.7609047;3.924627155;619;1514.376414;19987.4509;3212275.42;593
42240;-861.8787879;3.923676728;627;1515.688995;19964.85201;3211199.64;601
42720;-861.4803768;3.907057701;637;1518.55573;19988.13642;3214988.665;611
43200;-862.8862928;3.908916898;642;1518.319315;19988.0024;3211967.312;616
43680;-865.0773994;3.912165064;646;1515.998452;19970.48641;3213354.608;620
44160;-870.4039634;3.920011775;656;1509.753049;19986.83072;3215579.485;630
44640;-872.7945619;3.931586134;662;1509.223565;19950.00269;3210768.401;636
45120;-875.8646617;3.929241024;665;1506.837594;19977.9458;3216741.978;639
45600;-882.4754829;3.917002083;673;1501.616642;19978.79165;3215291.328;647
46080;-886.8159057;3.925188802;679;1496.923417;19972.02713;3216058.132;653
46560;-889.9796215;3.919923969;687;1494.061135;19978.4836;3214491.434;661
47040;-892.5679191;3.916227891;692;1490.888728;19975.25841;3216802.984;666
47520;-898.28;3.915972222;700;1485.978571;19983.44019;3213577.965;674
48000;-902.4668547;3.900339896;709;1482.282087;19975.0186;3214197.785;683
48480;-904.832636;3.916938531;717;1479.085077;19974.99834;3216758.491;691
48960;-907;3.921031965;721;1476.073509;19962.73996;3210857.288;695
49440;-910.0123796;3.932208131;727;1473.627235;19979.21008;3211141.876;701
49920;-912.5315068;3.932544772;730;1470.568493;19973.13561;3214143.805;704
50400;-917.2173913;3.928868155;736;1463.82337;19979.67473;3214916.719;710
50880;-920.8785425;3.931020145;741;1459.520918;19974.89015;3213792.003;715
51360;-925.2576769;3.937546145;749;1455.676903;19976.8118;3209723.914;723
51840;-928.5873016;3.952333623;756;1453.042328;19975.61003;3213381.533;730
52320;-932.3810775;3.954421254;761;1449.87385;19981.68187;3215473.879;735
52800;-937.1679688;3.959249337;768;1444.171875;19969.11053;3210714.228;742
53280;-940.3557568;3.974249062;773;1441.826649;19975.11855;3214578.061;747
53760;-943.0707851;3.983178757;777;1438.657658;19969.32623;3215677.896;751
54240;-947.4750958;4.002626106;783;1433.025543;19975.96942;3214377.779;757
54720;-950.9581749;3.996049525;789;1428.416984;19980.48263;3216840.715;763
55200;-953.5283733;3.996680978;793;1426.118537;19971.15956;3217373.792;767
55680;-958.1897628;3.994604077;801;1421.617978;19983.53196;3209736.329;775
56160;-958.9519704;3.996073629;812;1421.743842;19963.67527;3216590.861;786
56640;-958.2295482;3.994833069;819;1423.549451;19975.36442;3210239.665;793
57120;-959.2332928;4.009283526;823;1423.607533;19976.8852;3216467.135;797
57600;-960.4933333;4.016648611;825;1422.323636;19978.90636;3212534.377;799
58080;-964.9603365;4.025785727;832;1419.278846;19967.47093;3210800.531;806
58560;-967.928401;4.037247524;838;1416.665871;19982.15408;3215852.512;812
59040;-971.5810651;4.041202236;845;1413.326627;19974.26024;3212814.071;819
59520;-972.892562;4.054216062;847;1413.079103;19968.34054;3212962.511;821
60000;-975.9260563;4.051899583;852;1411.974178;19976.99457;3214479.397;826
60480;-979.0535506;4.040131283;859;1407.913853;19978.41367;3209854.525;833
