Time;Lateness;Assembly;Total;CycleTime;Consumab;Material;InDueTotal
18240;-1028.404858;3.995509046;247;1358.919028;19987.53793;3171720.024;247
18720;-964.7490494;3.946724626;263;1427.467681;19960.88444;3190786.897;252
19200;-940.3680297;3.918014323;269;1447.877323;19956.39235;3193791.754;255
19680;-915.3514493;3.886204268;276;1472.15942;19990.19305;3180518.045;257
20160;-883.2508834;3.862423611;283;1506.038869;19987.67675;3181402.887;257
20640;-856.53125;3.881433866;288;1530.833333;19951.36735;3203302.953;257
21120;-806.7845118;3.850106771;297;1580.703704;19982.02106;3201249.301;257
21600;-779.9042904;3.851903472;303;1609.458746;19882.64878;3191942.938;257
22080;-729.8603175;3.815048234;315;1655.066667;19864.12837;3208224.023;257
22560;-707.363354;3.827483156;322;1675.92236;19943.37928;3211885.962;257
23040;-679.5915916;3.841563368;333;1704.714715;19982.47062;3209050.447;261
23520;-664.9970845;3.815906037;343;1723.603499;19959.18299;3191340.694;269
24000;-658.3418803;3.796317292;351;1729.957265;19953.49059;3211242.143;277
24480;-659.5898876;3.820463644;356;1726.418539;19964.33222;3207787.172;282
24960;-662.7694444;3.810415665;360;1722.058333;19968.74793;3190530.081;286
25440;-654.6693333;3.794331761;375;1732.717333;19967.09835;3209764.38;301
25920;-649.2789474;3.8015326;380;1739.468421;19979.00607;3208483.354;306
26400;-641.2076923;3.801161932;390;1748.751282;19988.57903;3213922.584;316
26880;-631.4185464;3.793898996;399;1757.360902;19968.05668;3205289.953;325
27360;-624.0761671;3.755301718;407;1764.484029;19984.42323;3194640.2;333
27840;-622.9710145;3.743578125;414;1765.717391;19991.60313;3205974.999;340
28320;-623.5758294;3.786160487;422;1764.56872;19986.53847;3208941.51;348
28800;-627.5771028;3.789190278;428;1761.025701;19991.35316;3216444.156;354
29280;-627.5771028;3.780931352;428;1761.025701;19984.74311;3211026.928;354
29760;-641.9449541;3.800949933;436;1747.800459;19970.27985;3211752.57;362
30240;-650.5396825;3.804927579;441;1741.485261;19982.05226;3212450.565;367
30720;-662.454343;3.824701497;449;1730.514477;19988.2502;3210823.347;375
31200;-671.7105263;3.809276923;456;1722.155702;19955.49181;3209915.365;382
31680;-682.7887931;3.852221117;464;1710.323276;19989.97212;3211867.086;390
32160;-689.7179487;3.873114428;468;1702.91453;19985.81446;3211672.557;394
32640;-696.6716102;3.863670496;472;1696.213983;19990.96097;3213471.852;398
33120;-706.8378378;3.842218599;481;1687.883576;19972.71715;3214542.216;407
33600;-712.0692464;3.814419048;491;1682.150713;19947.55854;3214268.813;417
34080;-713.38;3.795343457;500;1681.076;19939.236;3212796.961;426
34560;-712.2039216;3.813248987;510;1683.221569;19989.83026;3215977.06;436
35040;-712.4826255;3.798970605;518;1685.015444;19989.70053;3215032.538;444
35520;-712.7224335;3.808705518;526;1682.78327;19971.00478;3213686.331;452
36000;-715.4793233;3.799414583;532;1679.87406;19960.02164;3214697.768;458
36480;-721.0630798;3.822926261;539;1673.758813;19975.612;3213506.43;465
36960;-726.3571429;3.821681548;546;1669.974359;19979.44104;3214749.279;472
37440;-728.8372093;3.806405048;559;1669.239714;19976.76957;3199615.192;485
37920;-726.3485915;3.824407173;568;1668.503521;19986.53678;3214952.071;494
38400;-726.8973913;3.823441276;575;1666.88;19970.03858;3208837.429;501
38880;-728.3487973;3.832821373;582;1664.802405;19974.76763;3212988.484;508
39360;-731.524618;3.836921367;589;1660.495756;19933.93324;3207965.41;515
39840;-734.1047297;3.821422314;592;1659.70777;19988.37247;3211869.43;518
40320;-737.1672185;3.8238781;604;1655.953642;19965.44614;3211693.106;530
40800;-736.5872757;3.827852083;613;1659.247961;19898.21638;3197854.958;539
41280;-733.5330113;3.80572311;621;1663.373591;19964.96864;3213823.235;547
41760;-731.4057052;3.829235512;631;1666.00317;19986.87215;3211689.601;557
42240;-730.0938967;3.820907907;639;1665.820031;19977.04702;3207885.786;565
42720;-729.1669243;3.81228008;647;1666.404946;19987.55721;3216957.161;573
43200;-728.766055;3.826263657;654;1666.119266;19958.5146;3208803.355;580
43680;-729.4924471;3.824927885;662;1665.811178;19982.2572;3208540.077;588
44160;-730.3158683;3.812996716;668;1666.853293;19972.21566;3214249.05;594
44640;-734.3985185;3.811277442;675;1662.937778;19970.00035;3209000.734;601
45120;-736.7063142;3.798342863;681;1660.957416;19970.04772;3207273.478;607
45600;-740.9580925;3.804394189;692;1655.862717;19985.20722;3216477.031;618
46080;-743.0071429;3.795137261;700;1654.891429;19976.6288;3208983.064;626
46560;-746.572843;3.802286405;707;1651.029703;19972.52527;3211415.011;633
47040;-749.3881857;3.780496492;711;1648.997187;19977.8379;3210191.17;637
47520;-754.4271845;3.794516625;721;1644.417476;19982.41292;3214049.86;647
48000;-755.739726;3.784384583;730;1642.253425;19968.99155;3212782.458;656
48480;-757.9251701;3.786581889;735;1639.131973;19978.92278;3210516.936;661
48960;-763.0107672;3.812653493;743;1632.6393;19980.89688;3217312.627;669
49440;-765.9076305;3.823980886;747;1629.744311;19982.83033;3218677.422;673
49920;-771.5132626;3.825652945;754;1624.348806;19977.71968;3216973.223;680
50400;-777.8659658;3.833504861;761;1618.11958;19979.84082;3215607.162;687
50880;-783.4791667;3.827184257;768;1612.60026;19967.58741;3213715.307;694
51360;-788.9381443;3.822753991;776;1604.83634;19963.34847;3209337.044;702
51840;-793.588535;3.832398148;785;1601.298089;19961.50222;3209148.521;711
52320;-796.7;3.839611716;790;1597.162025;19984.28384;3214297.315;716
52800;-801.0213836;3.834110417;795;1593.65283;19971.86208;3215179.568;721
53280;-806.9440994;3.853391329;805;1588.734161;19983.8379;3215828.831;731
53760;-809.3849938;3.840341611;813;1586.136531;19973.49;3213178.893;739
54240;-810.3819951;3.839126844;822;1586.740876;19983.58165;3208718.763;748
54720;-810.8389831;3.842669317;826;1585.306295;19983.45359;3215368.943;752
55200;-814.1278375;3.843937047;837;1581.48865;19983.14547;3208899.145;763
55680;-815.5401891;3.847174659;846;1580.114657;19977.27708;3211190.558;772
56160;-816.8395785;3.855792112;854;1577.697892;19979.5186;3209054.443;780
56640;-819.5865273;3.881780632;861;1573.47619;19983.65157;3217000.382;787
57120;-821.6427746;3.871484506;865;1572.823121;19962.53493;3213290.157;791
57600;-826.3165138;3.898916406;872;1567.616972;19981.99926;3214589.102;798
58080;-827.8615561;3.908108902;874;1566.189931;19978.61129;3213278.356;800
58560;-832.8806818;3.901415386;880;1560.369318;19978.0086;3215722.764;806
59040;-837.7351291;3.896331724;891;1554.98541;19957.1047;3210977.356;817
59520;-839.726257;3.901913474;895;1551.430168;19978.1597;3215532.693;821
60000;-844.3185841;3.892325417;904;1546.355088;19974.56975;3216489.235;830
60480;-847.4282585;3.882323413;913;1543.485214;19979.29327;3213091.992;839
60960;-849.5374593;3.889927411;921;1542.704669;19977.5448;3213443.993;847
61440;-852.2559395;3.890637614;926;1539.709503;19966.07944;3215904.146;852
61920;-854.6494624;3.912072674;930;1537.224731;19970.90749;3210798.69;856
62400;-858.6627784;3.903627724;943;1532.946978;19976.62147;3214227.348;869
62880;-856.7909664;3.910446644;952;1533.603992;19972.39153;3212117.17;878
63360;-855.928125;3.897161695;960;1534.697917;19964.14426;3213842.089;886
63840;-851.7868177;3.886188205;971;1540.854789;19971.96153;3215982.299;897
64320;-849.942623;3.881635106;976;1543.487705;19977.64516;3212810.047;902
64800;-847.8250254;3.872560648;983;1545.819939;19980.92801;3215601.308;909
65280;-847.471183;3.880397289;989;1545.842265;19968.56143;3215622.032;915
65760;-849.4804413;3.890518248;997;1544.436309;19967.00535;3215914.708;923
66240;-850.59;3.908227959;1000;1543.58;19962.60392;3212523.19;926
66720;-853.5775348;3.926914568;1006;1540.536779;19960.07799;3216700.16;932
67200;-856.0049505;3.929539807;1010;1537.60396;19976.87444;3217990.598;936
67680;-858.9319527;3.937070183;1014;1535.060158;19972.94021;3217146.368;940
68160;-859.755665;3.936546948;1015;1534.26798;19975.20799;3215068.907;941
68640;-864.5146771;3.939566288;1022;1528.97456;19975.69653;3214782.795;948
69120;-867.707483;3.944494358;1029;1525.586978;19973.2857;3211094.189;955
69600;-871.0694311;3.946516307;1037;1522.493732;19980.09388;3214077.188;963
70080;-872.987512;3.94675742;1041;1521.099904;19972.69707;3214476.12;967
70560;-874.9033493;3.956243764;1045;1519.662201;19971.20215;3215965.356;971
71040;-878.5218631;3.95908094;1052;1515.597909;19971.13056;3213818.84;978
71520;-880.9433428;3.957406809;1059;1512.746931;19965.89209;3209785.515;985
72000;-883.6588566;3.951409514;1067;1511.225867;19968.20977;3215640.259;993
72480;-883.962037;3.944640246;1080;1510.351852;19960.02273;3210071.372;1006
72960;-881.725851;3.936540296;1087;1513.575897;19968.50787;3214851.258;1013
73440;-879.9014599;3.933872889;1096;1515.433394;19948.99983;3210287.47;1022
73920;-877.8561086;3.936647795;1105;1518.808145;19968.65862;3215169.956;1031
74400;-876.5274034;3.945888642;1113;1521.08805;19974.76929;3214074.134;1039
74880;-877.1468218;3.943892829;1117;1520.10564;19976.6691;3216307.243;1043
75360;-878.886121;3.948902734;1124;1518.623665;19965.81623;3214845.118;1050
75840;-881.081488;3.939383505;1129;1517.034544;19968.40592;3216967.245;1055
76320;-882.9479718;3.946124476;1134;1515.687831;19938.23862;3205667.62;1060
76800;-884.291958;3.943022461;1144;1514.546329;19957.47474;3206884.378;1070
77280;-879.2648835;3.945347955;1159;1520.686799;19975.17124;3210968.958;1085
77760;-873.9863131;3.94623669;1169;1525.978614;19955.79247;3215020.635;1095
78240;-872.4859574;3.933842216;1175;1526.875745;19976.21897;3215334.336;1101
78720;-870.3725656;3.933793255;1181;1529.065199;19972.92531;3215568.706;1107
79200;-869.505059;3.937433081;1186;1530.669477;19973.70623;3215856.247;1112
79680;-868.6468619;3.934533258;1195;1532.207531;19974.35046;3213790.318;1121
80160;-868.8584513;3.931361465;1201;1532.316403;19957.1772;3211629.442;1127
3360;-1531;5.357087798;12;614;19951.81723;3142844.524;12
3840;-1534.375;5.150794271;16;705.9375;19772.77277;3149979.21;16
4320;-1476.391304;5.069290509;23;807.2173913;19948.28184;3164190.216;23
4800;-1439.322581;4.943732292;31;893.2903226;19765.77635;3160662.711;31
5280;-1419.416667;5.014247159;36;922.8611111;19864.53143;3174520.159;36
5760;-1394.023256;5.010665799;43;968.6744186;19998.86965;3210307.186;43
6240;-1367.686275;4.953396635;51;1005.078431;19894.59105;3155645.415;51
6720;-1371.403846;4.88074256;52;1010.807692;19842.38695;3170307.683;52
7200;-1360.063492;4.761114583;63;1024.333333;19904.05399;3172358.017;63
7680;-1352.794118;4.69418099;68;1038.411765;19998.36005;3184533.771;68
8160;-1302.405063;4.623151961;79;1077.974684;19973.73242;3192938.366;79
8640;-1270.873563;4.54664294;87;1107.781609;19801.37296;3190934.781;87
9120;-1257.087912;4.566912829;91;1107.648352;19997.95948;3149823.805;91
9600;-1254.193878;4.585402083;98;1114.020408;19950.94273;3138231.944;98
10080;-1256.52381;4.499978671;105;1114.609524;19883.60223;3179391.985;105
10560;-1196.865546;4.471633523;119;1183.655462;19741.89596;3152538.608;119
11040;-1114.132813;4.438932971;128;1272.726563;19742.90175;3189653.993;125
11520;-1024.273381;4.469782552;139;1364.201439;19952.97057;3176769.754;131
12000;-964.4081633;4.48389;147;1424.632653;19987.08627;3186798.595;136
12480;-921.038961;4.400565705;154;1461.733766;19924.03633;3174837.683;139
12960;-894.1604938;4.438649306;162;1490.54321;19910.39901;3153011.853;147
13440;-863.8235294;4.33831622;170;1523.6;19945.30532;3157738.833;155
13920;-822.5444444;4.334892601;180;1558.233333;19987.8562;3175107.971;163
14400;-798.7849462;4.311526389;186;1583.05914;19970.63201;3194874.395;168
14880;-759.8418367;4.243699597;196;1625.316327;19804.02705;3184738.467;175
15360;-736.565;4.266276367;200;1647.815;19993.4118;3176548.711;175
15840;-657.1314554;4.221317866;213;1729.042254;19926.44349;3155830.205;175
16320;-612.5045045;4.175172181;222;1773.031532;19993.26998;3201002.731;175
16800;-571.4506438;4.142972321;233;1807.712446;19981.29463;3193533.849;175
17280;-559.8535565;4.111436921;239;1821.807531;19989.64455;3191555.914;181
17760;-551.2955466;4.071333333;247;1837.906883;19950.26195;3189521.998;189
18240;-550.6692913;4.03133114;254;1841.862205;19995.15072;3206918.497;196
18720;-553.5830116;3.994095353;259;1843.447876;19916.00428;3206930.675;201
19200;-559.1742424;4.061838542;264;1834.856061;19986.55136;3213500.138;206
19680;-568.2825279;4.066895833;269;1824.795539;19990.68719;3209677.931;211
20160;-574.7859779;4.053079613;271;1820.704797;19990.65053;3216706.454;213
20640;-601.7366548;4.066076793;281;1796.686833;19993.51281;3210983.393;223
21120;-610.4753521;4.061951705;284;1788.919014;19988.66584;3198061.55;226
21600;-625.8788927;4.054625463;289;1777.152249;19990.96886;3202237.493;231
22080;-647.2833333;4.026307518;300;1757.05;19987.28381;3203617.935;242
22560;-655.0487013;4.045379876;308;1746.788961;19984.194;3204941.329;250
23040;-660.8170347;4.058985894;317;1740.952681;19983.8292;3196851.289;259
23520;-669.1671827;4.053824192;323;1729.907121;19973.27912;3209139.061;265
24000;-679.5683891;4.046487708;329;1721.407295;19911.49274;3210135.93;271
24480;-691.4119403;4.069639502;335;1709.295522;19990.5509;3207553.645;277
24960;-705.0029155;4.054169271;343;1695.341108;19991.67389;3211520.809;285
25440;-708.8608696;4.036355346;345;1692.156522;19992.35893;3215594.242;287
25920;-722.7865169;4.028923611;356;1675.873596;19993.01462;3216959.252;298
26400;-728.3535912;4.074199053;362;1670.016575;19989.09935;3211675.964;304
26880;-734.2923497;4.07746875;366;1664.538251;19957.80889;3212495.821;308
27360;-746.3145161;4.091016996;372;1653.900538;19978.74876;3197700.43;314
27840;-759.1583113;4.105592852;379;1640.98153;19992.49211;3215003.632;321
28320;-765.2924282;4.091187853;383;1634.078329;19972.60026;3211413.777;325
28800;-777.1556122;4.07595;392;1624.17602;19976.96252;3205985.138;334
29280;-782.845;4.066821209;400;1619.66;19925.89029;3214347.562;342
29760;-789.3783784;4.093418515;407;1613.449631;19990.28085;3199959.078;349
30240;-792.9292683;4.086533069;410;1609.563415;19986.86984;3210798.981;352
30720;-799.1820331;4.09649707;423;1600.803783;19990.06361;3205915.501;365
31200;-793.1682028;4.074945192;434;1608.983871;19985.79;3208350.971;376
31680;-791.4840183;4.050427557;438;1610.002283;19986.05852;3207141.785;380
32160;-790.3288591;4.052648476;447;1613.456376;19979.48217;3205305.129;389
32640;-791.246696;4.045273284;454;1613.039648;19980.12832;3193035.107;396
33120;-795.0958606;4.036722977;459;1609.738562;19959.32947;3205748.788;401
33600;-800.3991416;4.019751488;466;1599.274678;19983.14545;3207199.624;408
34080;-800.9433962;4.035462148;477;1599.448637;19990.73872;3214786.146;419
34560;-791;4.021712384;488;1609.420082;19990.60123;3208149.708;430
35040;-786.665996;4.001788099;497;1616.7666;19983.33374;3215367.807;439
35520;-784.422619;4.003184403;504;1620.156746;19973.44532;3209474.7;446
36000;-782.6340509;3.975732083;511;1622.332681;19981.86374;3206670.416;453
36480;-781.7891683;3.982807703;517;1622.818182;19973.61994;3206357.771;459
36960;-783.1066667;3.972515963;525;1621.506667;19966.6659;3206993.852;467
37440;-783.7344633;3.967165198;531;1623.016949;19982.84432;3215139.061;473
37920;-786.1787709;3.962571334;537;1623.225326;19963.30204;3204703.249;479
38400;-791.0255474;3.974874609;548;1616.344891;19988.99161;3210474.195;490
38880;-793.1195652;3.972688529;552;1614.054348;19959.06076;3213996.874;494
39360;-799.2007168;3.993736662;558;1609.553763;19944.57755;3214058.845;500
39840;-806.100885;4.009383409;565;1606.026549;19983.09375;3212303.194;507
40320;-812.0700525;4.016512277;571;1599.691769;19974.11438;3215668.695;513
40800;-817.5069444;4.031688235;576;1592.727431;19978.0758;3209260.303;518
41280;-823.2590051;4.059176114;583;1587.274443;19959.67442;3215612.834;525
41760;-828.9745763;4.056958453;590;1582.661017;19978.54153;3211497.027;532
42240;-832.2360877;4.069111032;593;1579.089376;19986.32788;3209998.277;535
42720;-838.1421405;4.074864349;598;1572.379599;19987.85989;3212163.754;540
43200;-844.6390728;4.08548125;604;1565.147351;19985.42443;3214085.537;546
43680;-849;4.08220696;611;1560.528642;19979.37843;3211910.499;553
44160;-853.3634895;4.096848505;619;1555.303716;19977.76163;3214356.021;561
44640;-856.062701;4.095418347;622;1552.631833;19983.11844;3214262.082;564
45120;-861.6671975;4.11326762;628;1547.638535;19970.86294;3212858.632;570
45600;-866.7266983;4.11944375;633;1541.494471;19973.54073;3211115.364;575
46080;-874.6074766;4.120231554;642;1534.694704;19981.79673;3214266.77;584
46560;-878.4714065;4.131978415;647;1530.353941;19969.49898;3210531.801;589
47040;-884.1722561;4.148669537;656;1522.705793;19986.32956;3215400.743;598
47520;-887.2909091;4.128445918;660;1519.736364;19973.17554;3203178.802;602
48000;-891.2138554;4.139341562;664;1517.186747;19964.45654;3216322.939;606
48480;-895.8989599;4.157450598;673;1514.349183;19962.28309;3214733.82;615
48960;-898.7300885;4.164734375;678;1511.351032;19970.56064;3212805.582;620
49440;-902.0879765;4.161857605;682;1509.304985;19974.03484;3212091.373;624
49920;-908.8289855;4.159061899;690;1502.968116;19933.98536;3209350.032;632
50400;-911.3665224;4.174554464;693;1500.503608;19985.10781;3213905.736;635
50880;-914.493617;4.172167846;705;1496.521986;19973.99298;3213048.923;647
51360;-908.2733612;4.169896807;717;1502.562064;19961.71963;3216196.973;659
51840;-904.06639;4.156524016;723;1506.141079;19963.94685;3207858.603;664
52320;-892.138587;4.167068425;736;1518.029891;19984.44133;3209412.664;677
52800;-884.3822342;4.16801572;743;1524.398385;19977.70493;3215869.277;681
53280;-874.6768617;4.155085961;752;1533.242021;19983.83086;3206072.807;685
53760;-870.9525692;4.149381138;759;1538.735178;19927.96048;3198389.054;692
54240;-870.4520368;4.151628503;761;1539.478318;19972.73198;3216168.369;694
54720;-870.4603381;4.134478527;769;1537.777633;19980.73808;3207897.572;702
55200;-855.0191327;4.114770652;784;1554.197704;19979.01201;3207598.469;711
55680;-851.2071156;4.094755298;787;1557.228717;19951.11732;3214526.755;711
56160;-836.890566;4.113602564;795;1571.500629;19970.84228;3214496.075;711
56640;-822.1616915;4.089709834;804;1587.169154;19951.79019;3207706.329;711
57120;-813.5567901;4.093091562;810;1594.181481;19983.04018;3213309.64;711
57600;-797.5109756;4.088607031;820;1611.293902;19982.04633;3212964.958;711
58080;-793.7688564;4.091433626;822;1614.214112;19960.94489;3212386.801;711
58560;-781.2608696;4.078709273;828;1626.913043;19942.56715;3205771.15;711
59040;-766.9364508;4.088841717;834;1642.223022;19969.17559;3208976.158;711
59520;-750.6952381;4.075576697;840;1657.829762;19975.02004;3209758.797;711
60000;-729.7700472;4.059868583;848;1677.200472;19958.96567;3212523.804;711
60480;-715.5017585;4.054705936;853;1690.91442;19981.48112;3211650.836;711
60960;-688.1241299;4.054567175;862;1719.9942;19982.9949;3215646.665;711
61440;-659.1905855;4.0472854;871;1749.047072;19982.04624;3208069.437;711
61920;-623.1266968;4.03794937;884;1785.934389;19981.11203;3213197.711;711
62400;-592.6138393;4.031963942;896;1816.197545;19982.58975;3213894.198;711
62880;-578.7882483;4.014373171;902;1830.519956;19968.95478;3208780.013;711
63360;-561.6765677;4.009422822;909;1847.969197;19972.70013;3216337.823;711
63840;-540.9498364;3.989731203;917;1866.620502;19959.03074;3208676.771;711
64320;-517.386437;3.973776353;929;1889.512379;19981.11484;3201821.76;711
64800;-496.0413136;3.959918287;944;1911.075212;19962.50095;3213614.661;711
65280;-488.7357895;3.963959942;950;1918.236842;19980.09144;3211724.743;711
65760;-474.4823285;3.954009656;962;1934.223493;19976.02067;3207852.714;712
66240;-465.7010309;3.95237885;970;1941.650515;19980.59897;3217853.021;712
66720;-451.673428;3.930151978;986;1955.535497;19974.48142;3211327.378;712
67200;-449.1189516;3.923760268;992;1958.330645;19979.59856;3216596.177;716
67680;-446.815;3.909704861;1000;1961.953;19968.40768;3210674.649;724
68160;-446.0099108;3.897993985;1009;1961.885035;19947.86884;3213857.37;733
68640;-446.8774704;3.898531541;1012;1961.31917;19969.33433;3213434.794;736
69120;-449.1948819;3.893104745;1016;1958.030512;19968.84448;3203092.959;740
69600;-451.6101365;3.888593032;1026;1955.833333;19978.54956;3215901.242;750
70080;-453.3579049;3.879303796;1031;1954.364694;19970.58672;3216154.033;755
70560;-456.9855908;3.882070011;1041;1951.759846;19966.98193;3211713.67;765
71040;-459.6892278;3.876886824;1049;1949.57388;19971.43407;3213957.311;773
71520;-462.0208333;3.876243918;1056;1947.928977;19966.19884;3217368.32;780
72000;-465.7951128;3.869476389;1064;1943.933271;19974.47827;3213756.038;788
72480;-468.1863296;3.880653698;1068;1940.802434;19977.8155;3212237.809;792
72960;-473.9479554;3.872945861;1076;1935.761152;19979.06219;3212739.291;800
73440;-480.0193192;3.87883027;1087;1929.623735;19976.48513;3216216.133;811
73920;-482.6332117;3.87566971;1096;1926.885949;19964.63423;3215904.797;820
74400;-484.7220708;3.889544288;1101;1924.567666;19973.43889;3214760.18;825
74880;-488.5488246;3.89755422;1106;1920.169078;19976.54261;3218057.241;830
75360;-493.9559748;3.917884554;1113;1914.536388;19978.94249;3217588.888;837
75840;-496.0538117;3.918486155;1115;1912.03139;19977.49406;3215412.067;839
76320;-500.6080357;3.916883058;1120;1908.033929;19975.40464;3213569.489;844
76800;-504.848135;3.929116732;1126;1904.165187;19966.84749;3213519.48;850
77280;-509.1077739;3.917672943;1132;1899.441696;19974.14519;3208392.303;856
77760;-515.6951965;3.920928948;1145;1892.334498;19977.89168;3214793.645;869
78240;-516.4419411;3.926369312;1154;1890.366551;19977.76143;3217334.384;878
78720;-518.3807063;3.920143229;1161;1888.138674;19977.25119;3213750.18;885
79200;-520.47897;3.930993624;1165;1885.96824;19966.79277;3215434.775;889
79680;-525.1321398;3.932833773;1173;1881.758738;19969.60465;3212777.375;897
80160;-527.3715986;3.944064309;1176;1878.888605;19974.25376;3216857.908;900
3360;-1492.916667;5.281452381;12;991.9166667;19877.36613;3113615.257;12
3840;-1455.117647;5.156863281;17;960.7058824;19488.86924;3124218.45;17
4320;-1408.083333;4.962896991;24;1000.333333;19816.28024;3140504.341;24
4800;-1388.8;4.943572917;30;1030.666667;19949.02372;3170866.222;30
5280;-1367.405405;4.948205492;37;1066.054054;19995.11078;3192793.94;37
5760;-1327.869565;4.84431684;46;1085.086957;19986.61805;3178181.001;46
6240;-1318.784314;4.922390224;51;1090.529412;19979.41541;3198043.573;51
6720;-1331.553571;4.898956845;56;1067.857143;19958.34413;3178662.229;56
7200;-1321.911765;4.782041667;68;1084.485294;19817.8811;3121951.321;68
7680;-1311.52;4.944446615;75;1088.386667;19914.97965;3172576.769;75
8160;-1308.156627;4.972447304;83;1094.795181;19968.78415;3189237.703;83
8640;-1307.929412;4.941145255;85;1099.352941;19967.98772;3177453.025;85
9120;-1323.388889;4.989977522;90;1088.788889;19911.34627;3162713.997;90
9600;-1331.822917;4.992239583;96;1074.46875;19894.73217;3183942.353;96
10080;-1339.52;4.939712302;100;1072.6;19917.37839;3184389.209;100
10560;-1307.705357;4.964077178;112;1097.125;19897.24033;3182104.104;112
11040;-1302.478632;4.981447464;117;1100.239316;19957.63012;3179714.692;117
11520;-1303.186992;4.926224392;123;1092.910569;19958.27583;3167483.185;123
12000;-1287.621212;4.920853333;132;1107.166667;19987.2003;3183439.57;132
12480;-1263.94964;4.892841747;139;1124.223022;19997.06903;3204756.143;139
12960;-1212.927152;4.800238812;151;1169.218543;19898.97326;3175496.713;151
13440;-1162.055556;4.776337054;162;1230.240741;19887.45447;3179432.827;162
13920;-1159.04878;4.733105603;164;1230.871951;19995.2364;3191082.4;164
14400;-1148.578947;4.6203;171;1243.74269;19975.71169;3199356.408;171
14880;-1127.966851;4.537325269;181;1263.569061;19956.76718;3181586.139;181
15360;-1113.675532;4.515764974;188;1285.069149;19993.65882;3196364.505;188
15840;-1095.707692;4.540755997;195;1296.753846;19993.59854;3207554.441;195
16320;-1068.556098;4.440218444;205;1319.970732;19953.10544;3169760.513;205
16800;-1048.785047;4.408785119;214;1345.154206;19936.32691;3110211.459;214
17280;-1028.207207;4.518831887;222;1363.644144;19981.22089;3200678.54;222
17760;-1004.246753;4.500658221;231;1385.926407;19974.14939;3193245.211;231
18240;-966.9876033;4.517959978;242;1424.690083;19966.89261;3208627.68;240
18720;-924.9721116;4.475968483;251;1468.418327;19990.96607;3205641.601;240
19200;-889.4169884;4.394977865;259;1503.223938;19882.64803;3207371.207;242
19680;-854.5655431;4.358757114;267;1537.220974;19978.69341;3208593.843;242
20160;-825.1751825;4.292889633;274;1567.062044;19958.60027;3204468.289;242
20640;-784.443662;4.274861192;284;1613.028169;19976.73888;3203747.997;243
21120;-758.3767123;4.276830019;292;1637.116438;19984.09391;3200656.542;244
21600;-744.2140468;4.267258565;299;1652.076923;19993.43367;3214692.541;250
22080;-721.7491961;4.231245924;311;1679.202572;19962.07254;3193956.088;258
22560;-713.4810127;4.215588431;316;1688.759494;19988.74967;3212878.042;263
23040;-704.0617284;4.166309028;324;1696.432099;19940.99888;3211560.609;271
23520;-698.1916168;4.113591412;334;1703.694611;19984.41705;3212363.568;281
24000;-688.6422287;4.136826667;341;1712.870968;19912.81265;3181248.989;288
24480;-674.8137536;4.116047386;349;1728.587393;19968.55155;3194731.323;293
24960;-646.3314917;4.09232512;362;1757.994475;19983.70136;3180876.028;295
25440;-636.3387978;4.091532429;366;1767.765027;19922.46722;3201900.571;295
25920;-619.6182796;4.083142554;372;1786.997312;19979.53015;3189871.006;295
26400;-574.4341085;4.0430375;387;1833.379845;19984.16856;3186924.016;295
26880;-566.4515306;4.027318266;392;1841.589286;19991.9825;3208359.622;297
27360;-560.1152882;4.014868056;399;1847.075188;19990.38889;3216864.417;303
27840;-544.9585366;4.01863829;410;1860.885366;19983.10261;3202075.624;310
28320;-535.1414868;3.994750353;417;1873.309353;19954.88906;3194690.151;314
28800;-530.9693396;3.956644792;424;1876.424528;19970.97413;3209464.693;321
29280;-527.4125874;3.965657275;429;1880.675991;19904.6062;3205442.524;326
29760;-515.4487472;3.95271707;439;1893.241458;19976.39711;3207954.22;331
30240;-509.7964206;3.933446759;447;1896.494407;19979.46371;3216050.024;339
30720;-498.7089716;3.91452474;457;1907.223195;19968.12692;3200293.163;344
31200;-486.9677419;3.906766026;465;1916.378495;19990.754;3215098.061;344
31680;-473.7890295;3.881410196;474;1929.008439;19919.6331;3194577.428;345
32160;-456.3780992;3.864221082;484;1943.923554;19987.36589;3212280.708;345
32640;-448.9573171;3.865741422;492;1949.514228;19984.2088;3196533.277;348
33120;-443.542;3.835778986;500;1955.432;19987.17146;3207739.839;355
33600;-440.4015905;3.826876488;503;1959.188867;19981.12523;3213182.75;356
34080;-426.7563353;3.861037265;513;1971.467836;19988.43699;3206874.157;356
34560;-416.7263969;3.830863715;519;1982.7842;19987.44544;3205831.373;356
35040;-396.6203008;3.837272403;532;2000.231203;19981.6327;3196290.941;356
35520;-393.3084112;3.831674409;535;2004.224299;19925.33231;3213715.74;356
36000;-389.5698324;3.820481389;537;2007.912477;19987.93949;3206826.156;356
36480;-372.3926606;3.8100858;545;2023.877064;19980.14066;3207585.552;356
36960;-347.6773619;3.786920049;561;2048.324421;19947.16182;3198685.453;356
37440;-338.3950617;3.81626242;567;2060.740741;19978.7516;3211182.851;356
37920;-325.8278261;3.783315269;575;2070.610435;19955.01641;3194145.792;356
38400;-311.0820513;3.781358464;585;2086.57094;19987.82418;3209265.836;356
38880;-300.5465313;3.802398791;591;2096.614213;19978.95371;3216266.751;356
39360;-283.9519071;3.782281885;603;2109.789386;19987.30523;3203192.595;356
