Lateness_t2;Assembly_t2;Total_t2;CycleTime_t2;Consumab_t2;Material_t2;InDueTotal_t2;Lateness_t1;Assembly_t1;Total_t1;CycleTime_t1;Consumab_t1;Material_t1;InDueTotal_t1;Lateness_t0;Assembly_t0;Total_t0;Consumab_t0;Material_t0;InDueTotal_t0;CycleTime_t0
-796.7;3.839611716;790;1597.162025;19984.28384;3214297.315;716;-801.0213836;3.834110417;795;1593.65283;19971.86208;3215179.568;721;-806.9440994;3.853391329;805;19983.8379;3215828.831;731;1586.136531
-801.0213836;3.834110417;795;1593.65283;19971.86208;3215179.568;721;-806.9440994;3.853391329;805;1588.734161;19983.8379;3215828.831;731;-809.3849938;3.840341611;813;19973.49;3213178.893;739;1586.740876
-806.9440994;3.853391329;805;1588.734161;19983.8379;3215828.831;731;-809.3849938;3.840341611;813;1586.136531;19973.49;3213178.893;739;-810.3819951;3.839126844;822;19983.58165;3208718.763;748;1585.306295
-809.3849938;3.840341611;813;1586.136531;19973.49;3213178.893;739;-810.3819951;3.839126844;822;1586.740876;19983.58165;3208718.763;748;-810.8389831;3.842669317;826;19983.45359;3215368.943;752;1581.48865
-810.3819951;3.839126844;822;1586.740876;19983.58165;3208718.763;748;-810.8389831;3.842669317;826;1585.306295;19983.45359;3215368.943;752;-814.1278375;3.843937047;837;19983.14547;3208899.145;763;1580.114657
-810.8389831;3.842669317;826;1585.306295;19983.45359;3215368.943;752;-814.1278375;3.843937047;837;1581.48865;19983.14547;3208899.145;763;-815.5401891;3.847174659;846;19977.27708;3211190.558;772;1577.697892
-814.1278375;3.843937047;837;1581.48865;19983.14547;3208899.145;763;-815.5401891;3.847174659;846;1580.114657;19977.27708;3211190.558;772;-816.8395785;3.855792112;854;19979.5186;3209054.443;780;1573.47619
-815.5401891;3.847174659;846;1580.114657;19977.27708;3211190.558;772;-816.8395785;3.855792112;854;1577.697892;19979.5186;3209054.443;780;-819.5865273;3.881780632;861;19983.65157;3217000.382;787;1572.823121
-816.8395785;3.855792112;854;1577.697892;19979.5186;3209054.443;780;-819.5865273;3.881780632;861;1573.47619;19983.65157;3217000.382;787;-821.6427746;3.871484506;865;19962.53493;3213290.157;791;1567.616972
-819.5865273;3.881780632;861;1573.47619;19983.65157;3217000.382;787;-821.6427746;3.871484506;865;1572.823121;19962.53493;3213290.157;791;-826.3165138;3.898916406;872;19981.99926;3214589.102;798;1566.189931
-821.6427746;3.871484506;865;1572.823121;19962.53493;3213290.157;791;-826.3165138;3.898916406;872;1567.616972;19981.99926;3214589.102;798;-827.8615561;3.908108902;874;19978.61129;3213278.356;800;1560.369318
-826.3165138;3.898916406;872;1567.616972;19981.99926;3214589.102;798;-827.8615561;3.908108902;874;1566.189931;19978.61129;3213278.356;800;-832.8806818;3.901415386;880;19978.0086;3215722.764;806;1554.98541
-827.8615561;3.908108902;874;1566.189931;19978.61129;3213278.356;800;-832.8806818;3.901415386;880;1560.369318;19978.0086;3215722.764;806;-837.7351291;3.896331724;891;19957.1047;3210977.356;817;1551.430168
-832.8806818;3.901415386;880;1560.369318;19978.0086;3215722.764;806;-837.7351291;3.896331724;891;1554.98541;19957.1047;3210977.356;817;-839.726257;3.901913474;895;19978.1597;3215532.693;821;1546.355088
-837.7351291;3.896331724;891;1554.98541;19957.1047;3210977.356;817;-839.726257;3.901913474;895;1551.430168;19978.1597;3215532.693;821;-844.3185841;3.892325417;904;19974.56975;3216489.235;830;1543.485214
-839.726257;3.901913474;895;1551.430168;19978.1597;3215532.693;821;-844.3185841;3.892325417;904;1546.355088;19974.56975;3216489.235;830;-847.4282585;3.882323413;913;19979.29327;3213091.992;839;1542.704669
-844.3185841;3.892325417;904;1546.355088;19974.56975;3216489.235;830;-847.4282585;3.882323413;913;1543.485214;19979.29327;3213091.992;839;-849.5374593;3.889927411;921;19977.5448;3213443.993;847;1539.709503
-847.4282585;3.882323413;913;1543.485214;19979.29327;3213091.992;839;-849.5374593;3.889927411;921;1542.704669;19977.5448;3213443.993;847;-852.2559395;3.890637614;926;19966.07944;3215904.146;852;1537.224731
-849.5374593;3.889927411;921;1542.704669;19977.5448;3213443.993;847;-852.2559395;3.890637614;926;1539.709503;19966.07944;3215904.146;852;-854.6494624;3.912072674;930;19970.90749;3210798.69;856;1532.946978
-852.2559395;3.890637614;926;1539.709503;19966.07944;3215904.146;852;-854.6494624;3.912072674;930;1537.224731;19970.90749;3210798.69;856;-858.6627784;3.903627724;943;19976.62147;3214227.348;869;1533.603992
-854.6494624;3.912072674;930;1537.224731;19970.90749;3210798.69;856;-858.6627784;3.903627724;943;1532.946978;19976.62147;3214227.348;869;-856.7909664;3.910446644;952;19972.39153;3212117.17;878;1534.697917
-858.6627784;3.903627724;943;1532.946978;19976.62147;3214227.348;869;-856.7909664;3.910446644;952;1533.603992;19972.39153;3212117.17;878;-855.928125;3.897161695;960;19964.14426;3213842.089;886;1540.854789
-856.7909664;3.910446644;952;1533.603992;19972.39153;3212117.17;878;-855.928125;3.897161695;960;1534.697917;19964.14426;3213842.089;886;-851.7868177;3.886188205;971;19971.96153;3215982.299;897;1543.487705
-855.928125;3.897161695;960;1534.697917;19964.14426;3213842.089;886;-851.7868177;3.886188205;971;1540.854789;19971.96153;3215982.299;897;-849.942623;3.881635106;976;19977.64516;3212810.047;902;1545.819939
-851.7868177;3.886188205;971;1540.854789;19971.96153;3215982.299;897;-849.942623;3.881635106;976;1543.487705;19977.64516;3212810.047;902;-847.8250254;3.872560648;983;19980.92801;3215601.308;909;1545.842265
-849.942623;3.881635106;976;1543.487705;19977.64516;3212810.047;902;-847.8250254;3.872560648;983;1545.819939;19980.92801;3215601.308;909;-847.471183;3.880397289;989;19968.56143;3215622.032;915;1544.436309
-847.8250254;3.872560648;983;1545.819939;19980.92801;3215601.308;909;-847.471183;3.880397289;989;1545.842265;19968.56143;3215622.032;915;-849.4804413;3.890518248;997;19967.00535;3215914.708;923;1543.58
-847.471183;3.880397289;989;1545.842265;19968.56143;3215622.032;915;-849.4804413;3.890518248;997;1544.436309;19967.00535;3215914.708;923;-850.59;3.908227959;1000;19962.60392;3212523.19;926;1540.536779
-849.4804413;3.890518248;997;1544.436309;19967.00535;3215914.708;923;-850.59;3.908227959;1000;1543.58;19962.60392;3212523.19;926;-853.5775348;3.926914568;1006;19960.07799;3216700.16;932;1537.60396
-850.59;3.908227959;1000;1543.58;19962.60392;3212523.19;926;-853.5775348;3.926914568;1006;1540.536779;19960.07799;3216700.16;932;-856.0049505;3.929539807;1010;19976.87444;3217990.598;936;1535.060158
-853.5775348;3.926914568;1006;1540.536779;19960.07799;3216700.16;932;-856.0049505;3.929539807;1010;1537.60396;19976.87444;3217990.598;936;-858.9319527;3.937070183;1014;19972.94021;3217146.368;940;1534.26798
-856.0049505;3.929539807;1010;1537.60396;19976.87444;3217990.598;936;-858.9319527;3.937070183;1014;1535.060158;19972.94021;3217146.368;940;-859.755665;3.936546948;1015;19975.20799;3215068.907;941;1528.97456
-858.9319527;3.937070183;1014;1535.060158;19972.94021;3217146.368;940;-859.755665;3.936546948;1015;1534.26798;19975.20799;3215068.907;941;-864.5146771;3.939566288;1022;19975.69653;3214782.795;948;1525.586978
-859.755665;3.936546948;1015;1534.26798;19975.20799;3215068.907;941;-864.5146771;3.939566288;1022;1528.97456;19975.69653;3214782.795;948;-867.707483;3.944494358;1029;19973.2857;3211094.189;955;1522.493732
-864.5146771;3.939566288;1022;1528.97456;19975.69653;3214782.795;948;-867.707483;3.944494358;1029;1525.586978;19973.2857;3211094.189;955;-871.0694311;3.946516307;1037;19980.09388;3214077.188;963;1521.099904
-867.707483;3.944494358;1029;1525.586978;19973.2857;3211094.189;955;-871.0694311;3.946516307;1037;1522.493732;19980.09388;3214077.188;963;-872.987512;3.94675742;1041;19972.69707;3214476.12;967;1519.662201
-871.0694311;3.946516307;1037;1522.493732;19980.09388;3214077.188;963;-872.987512;3.94675742;1041;1521.099904;19972.69707;3214476.12;967;-874.9033493;3.956243764;1045;19971.20215;3215965.356;971;1515.597909
-872.987512;3.94675742;1041;1521.099904;19972.69707;3214476.12;967;-874.9033493;3.956243764;1045;1519.662201;19971.20215;3215965.356;971;-878.5218631;3.95908094;1052;19971.13056;3213818.84;978;1512.746931
-874.9033493;3.956243764;1045;1519.662201;19971.20215;3215965.356;971;-878.5218631;3.95908094;1052;1515.597909;19971.13056;3213818.84;978;-880.9433428;3.957406809;1059;19965.89209;3209785.515;985;1511.225867
-878.5218631;3.95908094;1052;1515.597909;19971.13056;3213818.84;978;-880.9433428;3.957406809;1059;1512.746931;19965.89209;3209785.515;985;-883.6588566;3.951409514;1067;19968.20977;3215640.259;993;1510.351852
-880.9433428;3.957406809;1059;1512.746931;19965.89209;3209785.515;985;-883.6588566;3.951409514;1067;1511.225867;19968.20977;3215640.259;993;-883.962037;3.944640246;1080;19960.02273;3210071.372;1006;1513.575897
-883.6588566;3.951409514;1067;1511.225867;19968.20977;3215640.259;993;-883.962037;3.944640246;1080;1510.351852;19960.02273;3210071.372;1006;-881.725851;3.936540296;1087;19968.50787;3214851.258;1013;1515.433394
-883.962037;3.944640246;1080;1510.351852;19960.02273;3210071.372;1006;-881.725851;3.936540296;1087;1513.575897;19968.50787;3214851.258;1013;-879.9014599;3.933872889;1096;19948.99983;3210287.47;1022;1518.808145
-881.725851;3.936540296;1087;1513.575897;19968.50787;3214851.258;1013;-879.9014599;3.933872889;1096;1515.433394;19948.99983;3210287.47;1022;-877.8561086;3.936647795;1105;19968.65862;3215169.956;1031;1521.08805
-879.9014599;3.933872889;1096;1515.433394;19948.99983;3210287.47;1022;-877.8561086;3.936647795;1105;1518.808145;19968.65862;3215169.956;1031;-876.5274034;3.945888642;1113;19974.76929;3214074.134;1039;1520.10564
-877.8561086;3.936647795;1105;1518.808145;19968.65862;3215169.956;1031;-876.5274034;3.945888642;1113;1521.08805;19974.76929;3214074.134;1039;-877.1468218;3.943892829;1117;19976.6691;3216307.243;1043;1518.623665
-876.5274034;3.945888642;1113;1521.08805;19974.76929;3214074.134;1039;-877.1468218;3.943892829;1117;1520.10564;19976.6691;3216307.243;1043;-878.886121;3.948902734;1124;19965.81623;3214845.118;1050;1517.034544
-877.1468218;3.943892829;1117;1520.10564;19976.6691;3216307.243;1043;-878.886121;3.948902734;1124;1518.623665;19965.81623;3214845.118;1050;-881.081488;3.939383505;1129;19968.40592;3216967.245;1055;1515.687831
-878.886121;3.948902734;1124;1518.623665;19965.81623;3214845.118;1050;-881.081488;3.939383505;1129;1517.034544;19968.40592;3216967.245;1055;-882.9479718;3.946124476;1134;19938.23862;3205667.62;1060;1514.546329
-881.081488;3.939383505;1129;1517.034544;19968.40592;3216967.245;1055;-882.9479718;3.946124476;1134;1515.687831;19938.23862;3205667.62;1060;-884.291958;3.943022461;1144;19957.47474;3206884.378;1070;1520.686799
-882.9479718;3.946124476;1134;1515.687831;19938.23862;3205667.62;1060;-884.291958;3.943022461;1144;1514.546329;19957.47474;3206884.378;1070;-879.2648835;3.945347955;1159;19975.17124;3210968.958;1085;1525.978614
-884.291958;3.943022461;1144;1514.546329;19957.47474;3206884.378;1070;-879.2648835;3.945347955;1159;1520.686799;19975.17124;3210968.958;1085;-873.9863131;3.94623669;1169;19955.79247;3215020.635;1095;1526.875745
-879.2648835;3.945347955;1159;1520.686799;19975.17124;3210968.958;1085;-873.9863131;3.94623669;1169;1525.978614;19955.79247;3215020.635;1095;-872.4859574;3.933842216;1175;19976.21897;3215334.336;1101;1529.065199
-873.9863131;3.94623669;1169;1525.978614;19955.79247;3215020.635;1095;-872.4859574;3.933842216;1175;1526.875745;19976.21897;3215334.336;1101;-870.3725656;3.933793255;1181;19972.92531;3215568.706;1107;1530.669477
-872.4859574;3.933842216;1175;1526.875745;19976.21897;3215334.336;1101;-870.3725656;3.933793255;1181;1529.065199;19972.92531;3215568.706;1107;-869.505059;3.937433081;1186;19973.70623;3215856.247;1112;1532.207531
-870.3725656;3.933793255;1181;1529.065199;19972.92531;3215568.706;1107;-869.505059;3.937433081;1186;1530.669477;19973.70623;3215856.247;1112;-868.6468619;3.934533258;1195;19974.35046;3213790.318;1121;1532.316403
-1531;5.357087798;12;614;19951.81723;3142844.524;12;-1534.375;5.150794271;16;705.9375;19772.77277;3149979.21;16;-1476.391304;5.069290509;23;19948.28184;3164190.216;23;893.2903226
-1534.375;5.150794271;16;705.9375;19772.77277;3149979.21;16;-1476.391304;5.069290509;23;807.2173913;19948.28184;3164190.216;23;-1439.322581;4.943732292;31;19765.77635;3160662.711;31;922.8611111
-1476.391304;5.069290509;23;807.2173913;19948.28184;3164190.216;23;-1439.322581;4.943732292;31;893.2903226;19765.77635;3160662.711;31;-1419.416667;5.014247159;36;19864.53143;3174520.159;36;968.6744186
-1439.322581;4.943732292;31;893.2903226;19765.77635;3160662.711;31;-1419.416667;5.014247159;36;922.8611111;19864.53143;3174520.159;36;-1394.023256;5.010665799;43;19998.86965;3210307.186;43;1005.078431
-1419.416667;5.014247159;36;922.8611111;19864.53143;3174520.159;36;-1394.023256;5.010665799;43;968.6744186;19998.86965;3210307.186;43;-1367.686275;4.953396635;51;19894.59105;3155645.415;51;1010.807692
-1394.023256;5.010665799;43;968.6744186;19998.86965;3210307.186;43;-1367.686275;4.953396635;51;1005.078431;19894.59105;3155645.415;51;-1371.403846;4.88074256;52;19842.38695;3170307.683;52;1024.333333
-1367.686275;4.953396635;51;1005.078431;19894.59105;3155645.415;51;-1371.403846;4.88074256;52;1010.807692;19842.38695;3170307.683;52;-1360.063492;4.761114583;63;19904.05399;3172358.017;63;1038.411765
-1371.403846;4.88074256;52;1010.807692;19842.38695;3170307.683;52;-1360.063492;4.761114583;63;1024.333333;19904.05399;3172358.017;63;-1352.794118;4.69418099;68;19998.36005;3184533.771;68;1077.974684
-1360.063492;4.761114583;63;1024.333333;19904.05399;3172358.017;63;-1352.794118;4.69418099;68;1038.411765;19998.36005;3184533.771;68;-1302.405063;4.623151961;79;19973.73242;3192938.366;79;1107.781609
-1352.794118;4.69418099;68;1038.411765;19998.36005;3184533.771;68;-1302.405063;4.623151961;79;1077.974684;19973.73242;3192938.366;79;-1270.873563;4.54664294;87;19801.37296;3190934.781;87;1107.648352
-1302.405063;4.623151961;79;1077.974684;19973.73242;3192938.366;79;-1270.873563;4.54664294;87;1107.781609;19801.37296;3190934.781;87;-1257.087912;4.566912829;91;19997.95948;3149823.805;91;1114.020408
-1270.873563;4.54664294;87;1107.781609;19801.37296;3190934.781;87;-1257.087912;4.566912829;91;1107.648352;19997.95948;3149823.805;91;-1254.193878;4.585402083;98;19950.94273;3138231.944;98;1114.609524
-1257.087912;4.566912829;91;1107.648352;19997.95948;3149823.805;91;-1254.193878;4.585402083;98;1114.020408;19950.94273;3138231.944;98;-1256.52381;4.499978671;105;19883.60223;3179391.985;105;1183.655462
-1254.193878;4.585402083;98;1114.020408;19950.94273;3138231.944;98;-1256.52381;4.499978671;105;1114.609524;19883.60223;3179391.985;105;-1196.865546;4.471633523;119;19741.89596;3152538.608;119;1272.726563
-1256.52381;4.499978671;105;1114.609524;19883.60223;3179391.985;105;-1196.865546;4.471633523;119;1183.655462;19741.89596;3152538.608;119;-1114.132813;4.438932971;128;19742.90175;3189653.993;125;1364.201439
-1196.865546;4.471633523;119;1183.655462;19741.89596;3152538.608;119;-1114.132813;4.438932971;128;1272.726563;19742.90175;3189653.993;125;-1024.273381;4.469782552;139;19952.97057;3176769.754;131;1424.632653
-1114.132813;4.438932971;128;1272.726563;19742.90175;3189653.993;125;-1024.273381;4.469782552;139;1364.201439;19952.97057;3176769.754;131;-964.4081633;4.48389;147;19987.08627;3186798.595;136;1461.733766
-1024.273381;4.469782552;139;1364.201439;19952.97057;3176769.754;131;-964.4081633;4.48389;147;1424.632653;19987.08627;3186798.595;136;-921.038961;4.400565705;154;19924.03633;3174837.683;139;1490.54321
-964.4081633;4.48389;147;1424.632653;19987.08627;3186798.595;136;-921.038961;4.400565705;154;1461.733766;19924.03633;3174837.683;139;-894.1604938;4.438649306;162;19910.39901;3153011.853;147;1523.6
-921.038961;4.400565705;154;1461.733766;19924.03633;3174837.683;139;-894.1604938;4.438649306;162;1490.54321;19910.39901;3153011.853;147;-863.8235294;4.33831622;170;19945.30532;3157738.833;155;1558.233333
-894.1604938;4.438649306;162;1490.54321;19910.39901;3153011.853;147;-863.8235294;4.33831622;170;1523.6;19945.30532;3157738.833;155;-822.5444444;4.334892601;180;19987.8562;3175107.971;163;1583.05914
-863.8235294;4.33831622;170;1523.6;19945.30532;3157738.833;155;-822.5444444;4.334892601;180;1558.233333;19987.8562;3175107.971;163;-798.7849462;4.311526389;186;19970.63201;3194874.395;168;1625.316327
-822.5444444;4.334892601;180;1558.233333;19987.8562;3175107.971;163;-798.7849462;4.311526389;186;1583.05914;19970.63201;3194874.395;168;-759.8418367;4.243699597;196;19804.02705;3184738.467;175;1647.815
-798.7849462;4.311526389;186;1583.05914;19970.63201;3194874.395;168;-759.8418367;4.243699597;196;1625.316327;19804.02705;3184738.467;175;-736.565;4.266276367;200;19993.4118;3176548.711;175;1729.042254
-759.8418367;4.243699597;196;1625.316327;19804.02705;3184738.467;175;-736.565;4.266276367;200;1647.815;19993.4118;3176548.711;175;-657.1314554;4.221317866;213;19926.44349;3155830.205;175;1773.031532
-736.565;4.266276367;200;1647.815;19993.4118;3176548.711;175;-657.1314554;4.221317866;213;1729.042254;19926.44349;3155830.205;175;-612.5045045;4.175172181;222;19993.26998;3201002.731;175;1807.712446
-657.1314554;4.221317866;213;1729.042254;19926.44349;3155830.205;175;-612.5045045;4.175172181;222;1773.031532;19993.26998;3201002.731;175;-571.4506438;4.142972321;233;19981.29463;3193533.849;175;1821.807531
-612.5045045;4.175172181;222;1773.031532;19993.26998;3201002.731;175;-571.4506438;4.142972321;233;1807.712446;19981.29463;3193533.849;175;-559.8535565;4.111436921;239;19989.64455;3191555.914;181;1837.906883
-571.4506438;4.142972321;233;1807.712446;19981.29463;3193533.849;175;-559.8535565;4.111436921;239;1821.807531;19989.64455;3191555.914;181;-551.2955466;4.071333333;247;19950.26195;3189521.998;189;1841.862205
-559.8535565;4.111436921;239;1821.807531;19989.64455;3191555.914;181;-551.2955466;4.071333333;247;1837.906883;19950.26195;3189521.998;189;-550.6692913;4.03133114;254;19995.15072;3206918.497;196;1843.447876
-551.2955466;4.071333333;247;1837.906883;19950.26195;3189521.998;189;-550.6692913;4.03133114;254;1841.862205;19995.15072;3206918.497;196;-553.5830116;3.994095353;259;19916.00428;3206930.675;201;1834.856061
-550.6692913;4.03133114;254;1841.862205;19995.15072;3206918.497;196;-553.5830116;3.994095353;259;1843.447876;19916.00428;3206930.675;201;-559.1742424;4.061838542;264;19986.55136;3213500.138;206;1824.795539
-553.5830116;3.994095353;259;1843.447876;19916.00428;3206930.675;201;-559.1742424;4.061838542;264;1834.856061;19986.55136;3213500.138;206;-568.2825279;4.066895833;269;19990.68719;3209677.931;211;1820.704797
-559.1742424;4.061838542;264;1834.856061;19986.55136;3213500.138;206;-568.2825279;4.066895833;269;1824.795539;19990.68719;3209677.931;211;-574.7859779;4.053079613;271;19990.65053;3216706.454;213;1796.686833
-568.2825279;4.066895833;269;1824.795539;19990.68719;3209677.931;211;-574.7859779;4.053079613;271;1820.704797;19990.65053;3216706.454;213;-601.7366548;4.066076793;281;19993.51281;3210983.393;223;1788.919014
-574.7859779;4.053079613;271;1820.704797;19990.65053;3216706.454;213;-601.7366548;4.066076793;281;1796.686833;19993.51281;3210983.393;223;-610.4753521;4.061951705;284;19988.66584;3198061.55;226;1777.152249
-601.7366548;4.066076793;281;1796.686833;19993.51281;3210983.393;223;-610.4753521;4.061951705;284;1788.919014;19988.66584;3198061.55;226;-625.8788927;4.054625463;289;19990.96886;3202237.493;231;1757.05
-610.4753521;4.061951705;284;1788.919014;19988.66584;3198061.55;226;-625.8788927;4.054625463;289;1777.152249;19990.96886;3202237.493;231;-647.2833333;4.026307518;300;19987.28381;3203617.935;242;1746.788961
-625.8788927;4.054625463;289;1777.152249;19990.96886;3202237.493;231;-647.2833333;4.026307518;300;1757.05;19987.28381;3203617.935;242;-655.0487013;4.045379876;308;19984.194;3204941.329;250;1740.952681
-647.2833333;4.026307518;300;1757.05;19987.28381;3203617.935;242;-655.0487013;4.045379876;308;1746.788961;19984.194;3204941.329;250;-660.8170347;4.058985894;317;19983.8292;3196851.289;259;1729.907121
-655.0487013;4.045379876;308;1746.788961;19984.194;3204941.329;250;-660.8170347;4.058985894;317;1740.952681;19983.8292;3196851.289;259;-669.1671827;4.053824192;323;19973.27912;3209139.061;265;1721.407295
-660.8170347;4.058985894;317;1740.952681;19983.8292;3196851.289;259;-669.1671827;4.053824192;323;1729.907121;19973.27912;3209139.061;265;-679.5683891;4.046487708;329;19911.49274;3210135.93;271;1709.295522
-669.1671827;4.053824192;323;1729.907121;19973.27912;3209139.061;265;-679.5683891;4.046487708;329;1721.407295;19911.49274;3210135.93;271;-691.4119403;4.069639502;335;19990.5509;3207553.645;277;1695.341108
-679.5683891;4.046487708;329;1721.407295;19911.49274;3210135.93;271;-691.4119403;4.069639502;335;1709.295522;19990.5509;3207553.645;277;-705.0029155;4.054169271;343;19991.67389;3211520.809;285;1692.156522
-691.4119403;4.069639502;335;1709.295522;19990.5509;3207553.645;277;-705.0029155;4.054169271;343;1695.341108;19991.67389;3211520.809;285;-708.8608696;4.036355346;345;19992.35893;3215594.242;287;1675.873596
-705.0029155;4.054169271;343;1695.341108;19991.67389;3211520.809;285;-708.8608696;4.036355346;345;1692.156522;19992.35893;3215594.242;287;-722.7865169;4.028923611;356;19993.01462;3216959.252;298;1670.016575
-708.8608696;4.036355346;345;1692.156522;19992.35893;3215594.242;287;-722.7865169;4.028923611;356;1675.873596;19993.01462;3216959.252;298;-728.3535912;4.074199053;362;19989.09935;3211675.964;304;1664.538251
-722.7865169;4.028923611;356;1675.873596;19993.01462;3216959.252;298;-728.3535912;4.074199053;362;1670.016575;19989.09935;3211675.964;304;-734.2923497;4.07746875;366;19957.80889;3212495.821;308;1653.900538
-728.3535912;4.074199053;362;1670.016575;19989.09935;3211675.964;304;-734.2923497;4.07746875;366;1664.538251;19957.80889;3212495.821;308;-746.3145161;4.091016996;372;19978.74876;3197700.43;314;1640.98153
-734.2923497;4.07746875;366;1664.538251;19957.80889;3212495.821;308;-746.3145161;4.091016996;372;1653.900538;19978.74876;3197700.43;314;-759.1583113;4.105592852;379;19992.49211;3215003.632;321;1634.078329
-746.3145161;4.091016996;372;1653.900538;19978.74876;3197700.43;314;-759.1583113;4.105592852;379;1640.98153;19992.49211;3215003.632;321;-765.2924282;4.091187853;383;19972.60026;3211413.777;325;1624.17602
-759.1583113;4.105592852;379;1640.98153;19992.49211;3215003.632;321;-765.2924282;4.091187853;383;1634.078329;19972.60026;3211413.777;325;-777.1556122;4.07595;392;19976.96252;3205985.138;334;1619.66
-765.2924282;4.091187853;383;1634.078329;19972.60026;3211413.777;325;-777.1556122;4.07595;392;1624.17602;19976.96252;3205985.138;334;-782.845;4.066821209;400;19925.89029;3214347.562;342;1613.449631
-777.1556122;4.07595;392;1624.17602;19976.96252;3205985.138;334;-782.845;4.066821209;400;1619.66;19925.89029;3214347.562;342;-789.3783784;4.093418515;407;19990.28085;3199959.078;349;1609.563415
-782.845;4.066821209;400;1619.66;19925.89029;3214347.562;342;-789.3783784;4.093418515;407;1613.449631;19990.28085;3199959.078;349;-792.9292683;4.086533069;410;19986.86984;3210798.981;352;1600.803783
-789.3783784;4.093418515;407;1613.449631;19990.28085;3199959.078;349;-792.9292683;4.086533069;410;1609.563415;19986.86984;3210798.981;352;-799.1820331;4.09649707;423;19990.06361;3205915.501;365;1608.983871
-792.9292683;4.086533069;410;1609.563415;19986.86984;3210798.981;352;-799.1820331;4.09649707;423;1600.803783;19990.06361;3205915.501;365;-793.1682028;4.074945192;434;19985.79;3208350.971;376;1610.002283
-799.1820331;4.09649707;423;1600.803783;19990.06361;3205915.501;365;-793.1682028;4.074945192;434;1608.983871;19985.79;3208350.971;376;-791.4840183;4.050427557;438;19986.05852;3207141.785;380;1613.456376
-793.1682028;4.074945192;434;1608.983871;19985.79;3208350.971;376;-791.4840183;4.050427557;438;1610.002283;19986.05852;3207141.785;380;-790.3288591;4.052648476;447;19979.48217;3205305.129;389;1613.039648
-791.4840183;4.050427557;438;1610.002283;19986.05852;3207141.785;380;-790.3288591;4.052648476;447;1613.456376;19979.48217;3205305.129;389;-791.246696;4.045273284;454;19980.12832;3193035.107;396;1609.738562
-790.3288591;4.052648476;447;1613.456376;19979.48217;3205305.129;389;-791.246696;4.045273284;454;1613.039648;19980.12832;3193035.107;396;-795.0958606;4.036722977;459;19959.32947;3205748.788;401;1599.274678
-791.246696;4.045273284;454;1613.039648;19980.12832;3193035.107;396;-795.0958606;4.036722977;459;1609.738562;19959.32947;3205748.788;401;-800.3991416;4.019751488;466;19983.14545;3207199.624;408;1599.448637
-795.0958606;4.036722977;459;1609.738562;19959.32947;3205748.788;401;-800.3991416;4.019751488;466;1599.274678;19983.14545;3207199.624;408;-800.9433962;4.035462148;477;19990.73872;3214786.146;419;1609.420082
-800.3991416;4.019751488;466;1599.274678;19983.14545;3207199.624;408;-800.9433962;4.035462148;477;1599.448637;19990.73872;3214786.146;419;-791;4.021712384;488;19990.60123;3208149.708;430;1616.7666
-800.9433962;4.035462148;477;1599.448637;19990.73872;3214786.146;419;-791;4.021712384;488;1609.420082;19990.60123;3208149.708;430;-786.665996;4.001788099;497;19983.33374;3215367.807;439;1620.156746
-791;4.021712384;488;1609.420082;19990.60123;3208149.708;430;-786.665996;4.001788099;497;1616.7666;19983.33374;3215367.807;439;-784.422619;4.003184403;504;19973.44532;3209474.7;446;1622.332681
-786.665996;4.001788099;497;1616.7666;19983.33374;3215367.807;439;-784.422619;4.003184403;504;1620.156746;19973.44532;3209474.7;446;-782.6340509;3.975732083;511;19981.86374;3206670.416;453;1622.818182
-784.422619;4.003184403;504;1620.156746;19973.44532;3209474.7;446;-782.6340509;3.975732083;511;1622.332681;19981.86374;3206670.416;453;-781.7891683;3.982807703;517;19973.61994;3206357.771;459;1621.506667
-782.6340509;3.975732083;511;1622.332681;19981.86374;3206670.416;453;-781.7891683;3.982807703;517;1622.818182;19973.61994;3206357.771;459;-783.1066667;3.972515963;525;19966.6659;3206993.852;467;1623.016949
-781.7891683;3.982807703;517;1622.818182;19973.61994;3206357.771;459;-783.1066667;3.972515963;525;1621.506667;19966.6659;3206993.852;467;-783.7344633;3.967165198;531;19982.84432;3215139.061;473;1623.225326
-783.1066667;3.972515963;525;1621.506667;19966.6659;3206993.852;467;-783.7344633;3.967165198;531;1623.016949;19982.84432;3215139.061;473;-786.1787709;3.962571334;537;19963.30204;3204703.249;479;1616.344891
-783.7344633;3.967165198;531;1623.016949;19982.84432;3215139.061;473;-786.1787709;3.962571334;537;1623.225326;19963.30204;3204703.249;479;-791.0255474;3.974874609;548;19988.99161;3210474.195;490;1614.054348
-786.1787709;3.962571334;537;1623.225326;19963.30204;3204703.249;479;-791.0255474;3.974874609;548;1616.344891;19988.99161;3210474.195;490;-793.1195652;3.972688529;552;19959.06076;3213996.874;494;1609.553763
-791.0255474;3.974874609;548;1616.344891;19988.99161;3210474.195;490;-793.1195652;3.972688529;552;1614.054348;19959.06076;3213996.874;494;-799.2007168;3.993736662;558;19944.57755;3214058.845;500;1606.026549
-793.1195652;3.972688529;552;1614.054348;19959.06076;3213996.874;494;-799.2007168;3.993736662;558;1609.553763;19944.57755;3214058.845;500;-806.100885;4.009383409;565;19983.09375;3212303.194;507;1599.691769
