Lateness_t2;Assembly_t2;Total_t2;CycleTime_t2;Consumab_t2;Material_t2;InDueTotal_t2;Lateness_t1;Assembly_t1;Total_t1;CycleTime_t1;Consumab_t1;Material_t1;InDueTotal_t1;Lateness_t0;Assembly_t0;Total_t0;Consumab_t0;Material_t0;InDueTotal_t0;CycleTime_t0
-574.4341085;4.0430375;387;1833.379845;19984.16856;3186924.016;295;-566.4515306;4.027318266;392;1841.589286;19991.9825;3208359.622;297;-560.1152882;4.014868056;399;19990.38889;3216864.417;303;1860.885366
-566.4515306;4.027318266;392;1841.589286;19991.9825;3208359.622;297;-560.1152882;4.014868056;399;1847.075188;19990.38889;3216864.417;303;-544.9585366;4.01863829;410;19983.10261;3202075.624;310;1873.309353
-560.1152882;4.014868056;399;1847.075188;19990.38889;3216864.417;303;-544.9585366;4.01863829;410;1860.885366;19983.10261;3202075.624;310;-535.1414868;3.994750353;417;19954.88906;3194690.151;314;1876.424528
-544.9585366;4.01863829;410;1860.885366;19983.10261;3202075.624;310;-535.1414868;3.994750353;417;1873.309353;19954.88906;3194690.151;314;-530.9693396;3.956644792;424;19970.97413;3209464.693;321;1880.675991
-535.1414868;3.994750353;417;1873.309353;19954.88906;3194690.151;314;-530.9693396;3.956644792;424;1876.424528;19970.97413;3209464.693;321;-527.4125874;3.965657275;429;19904.6062;3205442.524;326;1893.241458
-530.9693396;3.956644792;424;1876.424528;19970.97413;3209464.693;321;-527.4125874;3.965657275;429;1880.675991;19904.6062;3205442.524;326;-515.4487472;3.95271707;439;19976.39711;3207954.22;331;1896.494407
-527.4125874;3.965657275;429;1880.675991;19904.6062;3205442.524;326;-515.4487472;3.95271707;439;1893.241458;19976.39711;3207954.22;331;-509.7964206;3.933446759;447;19979.46371;3216050.024;339;1907.223195
-515.4487472;3.95271707;439;1893.241458;19976.39711;3207954.22;331;-509.7964206;3.933446759;447;1896.494407;19979.46371;3216050.024;339;-498.7089716;3.91452474;457;19968.12692;3200293.163;344;1916.378495
-509.7964206;3.933446759;447;1896.494407;19979.46371;3216050.024;339;-498.7089716;3.91452474;457;1907.223195;19968.12692;3200293.163;344;-486.9677419;3.906766026;465;19990.754;3215098.061;344;1929.008439
-498.7089716;3.91452474;457;1907.223195;19968.12692;3200293.163;344;-486.9677419;3.906766026;465;1916.378495;19990.754;3215098.061;344;-473.7890295;3.881410196;474;19919.6331;3194577.428;345;1943.923554
-486.9677419;3.906766026;465;1916.378495;19990.754;3215098.061;344;-473.7890295;3.881410196;474;1929.008439;19919.6331;3194577.428;345;-456.3780992;3.864221082;484;19987.36589;3212280.708;345;1949.514228
-473.7890295;3.881410196;474;1929.008439;19919.6331;3194577.428;345;-456.3780992;3.864221082;484;1943.923554;19987.36589;3212280.708;345;-448.9573171;3.865741422;492;19984.2088;3196533.277;348;1955.432
-456.3780992;3.864221082;484;1943.923554;19987.36589;3212280.708;345;-448.9573171;3.865741422;492;1949.514228;19984.2088;3196533.277;348;-443.542;3.835778986;500;19987.17146;3207739.839;355;1959.188867
-448.9573171;3.865741422;492;1949.514228;19984.2088;3196533.277;348;-443.542;3.835778986;500;1955.432;19987.17146;3207739.839;355;-440.4015905;3.826876488;503;19981.12523;3213182.75;356;1971.467836
-443.542;3.835778986;500;1955.432;19987.17146;3207739.839;355;-440.4015905;3.826876488;503;1959.188867;19981.12523;3213182.75;356;-426.7563353;3.861037265;513;19988.43699;3206874.157;356;1982.7842
-440.4015905;3.826876488;503;1959.188867;19981.12523;3213182.75;356;-426.7563353;3.861037265;513;1971.467836;19988.43699;3206874.157;356;-416.7263969;3.830863715;519;19987.44544;3205831.373;356;2000.231203
-426.7563353;3.861037265;513;1971.467836;19988.43699;3206874.157;356;-416.7263969;3.830863715;519;1982.7842;19987.44544;3205831.373;356;-396.6203008;3.837272403;532;19981.6327;3196290.941;356;2004.224299
-416.7263969;3.830863715;519;1982.7842;19987.44544;3205831.373;356;-396.6203008;3.837272403;532;2000.231203;19981.6327;3196290.941;356;-393.3084112;3.831674409;535;19925.33231;3213715.74;356;2007.912477
-396.6203008;3.837272403;532;2000.231203;19981.6327;3196290.941;356;-393.3084112;3.831674409;535;2004.224299;19925.33231;3213715.74;356;-389.5698324;3.820481389;537;19987.93949;3206826.156;356;2023.877064
-393.3084112;3.831674409;535;2004.224299;19925.33231;3213715.74;356;-389.5698324;3.820481389;537;2007.912477;19987.93949;3206826.156;356;-372.3926606;3.8100858;545;19980.14066;3207585.552;356;2048.324421
-389.5698324;3.820481389;537;2007.912477;19987.93949;3206826.156;356;-372.3926606;3.8100858;545;2023.877064;19980.14066;3207585.552;356;-347.6773619;3.786920049;561;19947.16182;3198685.453;356;2060.740741
-372.3926606;3.8100858;545;2023.877064;19980.14066;3207585.552;356;-347.6773619;3.786920049;561;2048.324421;19947.16182;3198685.453;356;-338.3950617;3.81626242;567;19978.7516;3211182.851;356;2070.610435
-347.6773619;3.786920049;561;2048.324421;19947.16182;3198685.453;356;-338.3950617;3.81626242;567;2060.740741;19978.7516;3211182.851;356;-325.8278261;3.783315269;575;19955.01641;3194145.792;356;2086.57094
-338.3950617;3.81626242;567;2060.740741;19978.7516;3211182.851;356;-325.8278261;3.783315269;575;2070.610435;19955.01641;3194145.792;356;-311.0820513;3.781358464;585;19987.82418;3209265.836;356;2096.614213
-325.8278261;3.783315269;575;2070.610435;19955.01641;3194145.792;356;-311.0820513;3.781358464;585;2086.57094;19987.82418;3209265.836;356;-300.5465313;3.802398791;591;19978.95371;3216266.751;356;2109.789386
-311.0820513;3.781358464;585;2086.57094;19987.82418;3209265.836;356;-300.5465313;3.802398791;591;2096.614213;19978.95371;3216266.751;356;-283.9519071;3.782281885;603;19987.30523;3203192.595;356;2118.393148
-300.5465313;3.802398791;591;2096.614213;19978.95371;3216266.751;356;-283.9519071;3.782281885;603;2109.789386;19987.30523;3203192.595;356;-278.0946166;3.760070658;613;19974.6337;3205191.219;360;2118.122977
-283.9519071;3.782281885;603;2109.789386;19987.30523;3203192.595;356;-278.0946166;3.760070658;613;2118.393148;19974.6337;3205191.219;360;-276.894822;3.737861855;618;19967.21884;3208574.033;364;2118.56869
-278.0946166;3.760070658;613;2118.393148;19974.6337;3205191.219;360;-276.894822;3.737861855;618;2118.122977;19967.21884;3208574.033;364;-277.0766773;3.717106863;626;19967.33075;3201920.381;372;2119.21485
-276.894822;3.737861855;618;2118.122977;19967.21884;3208574.033;364;-277.0766773;3.717106863;626;2118.56869;19967.33075;3201920.381;372;-277.0758294;3.736270107;633;19985.81733;3209950.245;379;2120.663043
-277.0766773;3.717106863;626;2118.56869;19967.33075;3201920.381;372;-277.0758294;3.736270107;633;2119.21485;19985.81733;3209950.245;379;-273.576087;3.733895235;644;19969.42871;3208411.176;387;2117.855385
-277.0758294;3.736270107;633;2119.21485;19985.81733;3209950.245;379;-273.576087;3.733895235;644;2120.663043;19969.42871;3208411.176;387;-275.9938462;3.730334162;650;19972.33543;3207424.125;393;2114.496183
-273.576087;3.733895235;644;2120.663043;19969.42871;3208411.176;387;-275.9938462;3.730334162;650;2117.855385;19972.33543;3207424.125;393;-279.8366412;3.744899813;655;19981.72047;3209207.199;398;2110.471299
-275.9938462;3.730334162;650;2117.855385;19972.33543;3207424.125;393;-279.8366412;3.744899813;655;2114.496183;19981.72047;3209207.199;398;-286.0951662;3.738556597;662;19963.13618;3205726.22;405;2101.474627
-279.8366412;3.744899813;655;2114.496183;19981.72047;3209207.199;398;-286.0951662;3.738556597;662;2110.471299;19963.13618;3205726.22;405;-294.2940299;3.727190476;670;19973.56369;3212429.047;413;2096.276219
-286.0951662;3.738556597;662;2110.471299;19963.13618;3205726.22;405;-294.2940299;3.727190476;670;2101.474627;19973.56369;3212429.047;413;-299.9098966;3.73935111;677;19985.32851;3211441.879;420;2091.866373
-294.2940299;3.727190476;670;2101.474627;19973.56369;3212429.047;413;-299.9098966;3.73935111;677;2096.276219;19985.32851;3211441.879;420;-304.0631424;3.741534722;681;19979.61375;3208170.964;424;2080.639769
-299.9098966;3.73935111;677;2096.276219;19985.32851;3211441.879;420;-304.0631424;3.741534722;681;2091.866373;19979.61375;3208170.964;424;-316.6700288;3.750832447;694;19977.33952;3217111.305;437;2076.32618
-304.0631424;3.741534722;681;2091.866373;19979.61375;3208170.964;424;-316.6700288;3.750832447;694;2080.639769;19977.33952;3217111.305;437;-321.2889843;3.752344189;699;19978.83694;3209541.52;442;2074.182336
-316.6700288;3.750832447;694;2080.639769;19977.33952;3217111.305;437;-321.2889843;3.752344189;699;2076.32618;19978.83694;3209541.52;442;-324.7592593;3.788364583;702;19964.25083;3214829.387;445;2063.322034
-321.2889843;3.752344189;699;2076.32618;19978.83694;3209541.52;442;-324.7592593;3.788364583;702;2074.182336;19964.25083;3214829.387;445;-334.1370056;3.774201138;708;19976.79375;3209011.82;451;2054.889045
-324.7592593;3.788364583;702;2074.182336;19964.25083;3214829.387;445;-334.1370056;3.774201138;708;2063.322034;19976.79375;3209011.82;451;-340.7752809;3.802532419;712;19971.45342;3202327.797;455;2047.843575
-334.1370056;3.774201138;708;2063.322034;19976.79375;3209011.82;451;-340.7752809;3.802532419;712;2054.889045;19971.45342;3202327.797;455;-347.6857542;3.825929609;716;19965.15167;3214910.141;459;2038.479945
-340.7752809;3.802532419;712;2054.889045;19971.45342;3202327.797;455;-347.6857542;3.825929609;716;2047.843575;19965.15167;3214910.141;459;-358.2254495;3.833533333;723;19981.24968;3211022.342;466;2025.358799
-347.6857542;3.825929609;716;2047.843575;19965.15167;3214910.141;459;-358.2254495;3.833533333;723;2038.479945;19981.24968;3211022.342;466;-370.5879945;3.827471432;733;19967.97001;3216099.852;476;2018.727027
-358.2254495;3.833533333;723;2038.479945;19981.24968;3211022.342;466;-370.5879945;3.827471432;733;2025.358799;19967.97001;3216099.852;476;-376.6;3.824282271;740;19961.48796;3213840.699;483;2008.554813
-370.5879945;3.827471432;733;2025.358799;19967.97001;3216099.852;476;-376.6;3.824282271;740;2018.727027;19961.48796;3213840.699;483;-384.6109626;3.829099919;748;19952.68146;3209226.409;491;2003.164675
-376.6;3.824282271;740;2018.727027;19961.48796;3213840.699;483;-384.6109626;3.829099919;748;2008.554813;19952.68146;3209226.409;491;-390.1686587;3.830889523;753;19969.67281;3213688.125;496;1993.122368
-384.6109626;3.829099919;748;2008.554813;19952.68146;3209226.409;491;-390.1686587;3.830889523;753;2003.164675;19969.67281;3213688.125;496;-398.7447368;3.832948313;760;19955.429;3211490.692;503;1985.671875
-390.1686587;3.830889523;753;2003.164675;19969.67281;3213688.125;496;-398.7447368;3.832948313;760;1993.122368;19955.429;3211490.692;503;-405.2278646;3.838877653;768;19979.51545;3212487.225;511;1982.502584
-398.7447368;3.832948313;760;1993.122368;19955.429;3211490.692;503;-405.2278646;3.838877653;768;1985.671875;19979.51545;3212487.225;511;-409.6640827;3.828056075;774;19969.31621;3210414.336;517;1974.148666
-405.2278646;3.838877653;768;1985.671875;19979.51545;3212487.225;511;-409.6640827;3.828056075;774;1982.502584;19969.31621;3210414.336;517;-418.2757306;3.830721161;787;19982.04239;3214465.916;530;1970.638539
-409.6640827;3.828056075;774;1982.502584;19969.31621;3210414.336;517;-418.2757306;3.830721161;787;1974.148666;19982.04239;3214465.916;530;-421.4735516;3.831014048;794;19981.93036;3216399.445;537;1966.672909
-418.2757306;3.830721161;787;1974.148666;19982.04239;3214465.916;530;-421.4735516;3.831014048;794;1970.638539;19981.93036;3216399.445;537;-425.6254682;3.830656818;801;19982.76157;3215849.982;544;1963.55198
-421.4735516;3.831014048;794;1970.638539;19981.93036;3216399.445;537;-425.6254682;3.830656818;801;1966.672909;19982.76157;3215849.982;544;-428.9975248;3.820781344;808;19981.70368;3206978.645;551;1959.503667
-425.6254682;3.830656818;801;1966.672909;19982.76157;3215849.982;544;-428.9975248;3.820781344;808;1963.55198;19981.70368;3206978.645;551;-432.1222494;3.819077753;818;19982.70537;3216689.359;561;1957.788647
-428.9975248;3.820781344;808;1963.55198;19981.70368;3206978.645;551;-432.1222494;3.819077753;818;1959.503667;19982.70537;3216689.359;561;-436.2644928;3.817978982;828;19973.19458;3213347.486;571;1955.576048
-432.1222494;3.819077753;818;1959.503667;19982.70537;3216689.359;561;-436.2644928;3.817978982;828;1957.788647;19973.19458;3213347.486;571;-439.3508982;3.824551809;835;19982.09167;3216280.48;578;1951.489869
-436.2644928;3.817978982;828;1957.788647;19973.19458;3213347.486;571;-439.3508982;3.824551809;835;1955.576048;19982.09167;3216280.48;578;-442.7413588;3.809614402;839;19958.45194;3216856.732;582;1944.682409
-439.3508982;3.824551809;835;1955.576048;19982.09167;3216280.48;578;-442.7413588;3.809614402;839;1951.489869;19958.45194;3216856.732;582;-449.772137;3.809691092;847;19978.26365;3217177.132;590;1940.147196
-442.7413588;3.809614402;839;1951.489869;19958.45194;3216856.732;582;-449.772137;3.809691092;847;1944.682409;19978.26365;3217177.132;590;-454.4170561;3.810331553;856;19978.17296;3215512.946;599;1937.868757
-449.772137;3.809691092;847;1944.682409;19978.26365;3217177.132;590;-454.4170561;3.810331553;856;1940.147196;19978.17296;3215512.946;599;-458.1788618;3.818993821;861;19971.73434;3213686.265;604;1931.810842
-454.4170561;3.810331553;856;1940.147196;19978.17296;3215512.946;599;-458.1788618;3.818993821;861;1937.868757;19971.73434;3213686.265;604;-463.5236448;3.832621236;867;19979.04504;3216939.211;610;1924.695652
-458.1788618;3.818993821;861;1937.868757;19971.73434;3213686.265;604;-463.5236448;3.832621236;867;1931.810842;19979.04504;3216939.211;610;-471.173913;3.834207812;874;19960.56551;3211227.861;617;1919.484055
-463.5236448;3.832621236;867;1931.810842;19979.04504;3216939.211;610;-471.173913;3.834207812;874;1924.695652;19960.56551;3211227.861;617;-476.0660592;3.83070334;878;19976.08945;3215185.528;621;1912.562712
-471.173913;3.834207812;874;1924.695652;19960.56551;3211227.861;617;-476.0660592;3.83070334;878;1919.484055;19976.08945;3215185.528;621;-483.580791;3.833020406;885;19981.29818;3213202.772;628;1906.069429
-476.0660592;3.83070334;878;1919.484055;19976.08945;3215185.528;621;-483.580791;3.833020406;885;1912.562712;19981.29818;3213202.772;628;-489.7569989;3.83514126;893;19978.63962;3215868.459;636;1899.071032
-483.580791;3.833020406;885;1912.562712;19981.29818;3213202.772;628;-489.7569989;3.83514126;893;1906.069429;19978.63962;3215868.459;636;-495.5804661;3.825406838;901;19958.40407;3209167.896;644;1892.310989
-489.7569989;3.83514126;893;1906.069429;19978.63962;3215868.459;636;-495.5804661;3.825406838;901;1899.071032;19958.40407;3209167.896;644;-501.3373626;3.828298583;910;19960.1173;3213505.009;653;1889.54655
-495.5804661;3.825406838;901;1899.071032;19958.40407;3209167.896;644;-501.3373626;3.828298583;910;1892.310989;19960.1173;3213505.009;653;-503.8313253;3.846834077;913;19966.76626;3212811.465;656;1884.005423
-501.3373626;3.828298583;910;1892.310989;19960.1173;3213505.009;653;-503.8313253;3.846834077;913;1889.54655;19966.76626;3212811.465;656;-510.2906725;3.838224573;922;19978.8753;3214843.226;665;1879.856223
-503.8313253;3.846834077;913;1889.54655;19966.76626;3212811.465;656;-510.2906725;3.838224573;922;1884.005423;19978.8753;3214843.226;665;-513.861588;3.827850098;932;19975.51822;3207914.413;675;1879.020106
-510.2906725;3.838224573;922;1884.005423;19978.8753;3214843.226;665;-513.861588;3.827850098;932;1879.856223;19975.51822;3207914.413;675;-515.0677249;3.817557574;945;19973.81214;3211940.567;688;1879.949686
-513.861588;3.827850098;932;1879.856223;19975.51822;3207914.413;675;-515.0677249;3.817557574;945;1879.020106;19973.81214;3211940.567;688;-514.1656184;3.810007372;954;19975.66169;3213641.758;697;1882.094595
-515.0677249;3.817557574;945;1879.020106;19973.81214;3211940.567;688;-514.1656184;3.810007372;954;1879.949686;19975.66169;3213641.758;697;-513.7120582;3.798454278;962;19973.98447;3214897.25;705;1881.491736
-514.1656184;3.810007372;954;1879.949686;19975.66169;3213641.758;697;-513.7120582;3.798454278;962;1882.094595;19973.98447;3214897.25;705;-514.7159091;3.788747948;968;19972.01523;3216950.729;711;1879.874227
-513.7120582;3.798454278;962;1882.094595;19973.98447;3214897.25;705;-514.7159091;3.788747948;968;1881.491736;19972.01523;3216950.729;711;-515.943299;3.804034539;970;19971.94817;3213260.692;713;1873.784254
-514.7159091;3.788747948;968;1881.491736;19972.01523;3216950.729;711;-515.943299;3.804034539;970;1879.874227;19971.94817;3213260.692;713;-521.7893661;3.800386116;978;19953.86382;3209548.538;721;1870.535497
-515.943299;3.804034539;970;1879.874227;19971.94817;3213260.692;713;-521.7893661;3.800386116;978;1873.784254;19953.86382;3209548.538;721;-525.6288032;3.804092207;986;19956.54464;3210646.182;729;1867.613454
-521.7893661;3.800386116;978;1873.784254;19953.86382;3209548.538;721;-525.6288032;3.804092207;986;1870.535497;19956.54464;3210646.182;729;-529.0913655;3.804378983;996;19971.88807;3211373.69;739;1871.442688
-525.6288032;3.804092207;986;1870.535497;19956.54464;3210646.182;729;-529.0913655;3.804378983;996;1867.613454;19971.88807;3211373.69;739;-525.8586957;3.795165222;1012;19971.05882;3214220.071;755;1872.753937
-529.0913655;3.804378983;996;1867.613454;19971.88807;3211373.69;739;-525.8586957;3.795165222;1012;1871.442688;19971.05882;3214220.071;755;-524.6545276;3.793124849;1016;19974.75989;3214653.878;758;1872.330724
-525.8586957;3.795165222;1012;1871.442688;19971.05882;3214220.071;755;-524.6545276;3.793124849;1016;1872.753937;19974.75989;3214653.878;758;-525.0636008;3.789548261;1022;19976.76472;3212193.333;764;1872.007775
-524.6545276;3.793124849;1016;1872.753937;19974.75989;3214653.878;758;-525.0636008;3.789548261;1022;1872.330724;19976.76472;3212193.333;764;-525.8814383;3.78926756;1029;19979.03025;3207363.152;771;1870.740097
-525.0636008;3.789548261;1022;1872.330724;19976.76472;3212193.333;764;-525.8814383;3.78926756;1029;1872.007775;19979.03025;3207363.152;771;-527.6521739;3.795799276;1035;19979.04789;3213902.819;777;1869.241811
-525.8814383;3.78926756;1029;1872.007775;19979.03025;3207363.152;771;-527.6521739;3.795799276;1035;1870.740097;19979.04789;3213902.819;777;-529.5452794;3.793618911;1038;19978.9204;3213131.454;780;1862.686724
-527.6521739;3.795799276;1035;1870.740097;19979.04789;3213902.819;777;-529.5452794;3.793618911;1038;1869.241811;19978.9204;3213131.454;780;-535.2148997;3.803106643;1047;19979.37299;3216856.153;789;1856.848628
-529.5452794;3.793618911;1038;1869.241811;19978.9204;3213131.454;780;-535.2148997;3.803106643;1047;1862.686724;19979.37299;3216856.153;789;-539.0274361;3.799967665;1057;19977.50625;3216321.295;799;1856.032833
-535.2148997;3.803106643;1047;1862.686724;19979.37299;3216856.153;789;-539.0274361;3.799967665;1057;1856.848628;19977.50625;3216321.295;799;-541.0562852;3.796658908;1066;19972.79603;3213377.543;808;1853.6676
-539.0274361;3.799967665;1057;1856.848628;19977.50625;3216321.295;799;-541.0562852;3.796658908;1066;1856.032833;19972.79603;3213377.543;808;-542.8954248;3.803375642;1071;19978.97501;3212029.098;813;1848.968635
-541.0562852;3.796658908;1066;1856.032833;19972.79603;3213377.543;808;-542.8954248;3.803375642;1071;1853.6676;19978.97501;3212029.098;813;-548.3763838;3.795334255;1084;19976.86485;3211910.005;826;1848.466851
-542.8954248;3.803375642;1071;1853.6676;19978.97501;3212029.098;813;-548.3763838;3.795334255;1084;1848.968635;19976.86485;3211910.005;826;-549.3222836;3.809454673;1086;19978.00763;3217056.384;828;1845.088828
-548.3763838;3.795334255;1084;1848.968635;19976.86485;3211910.005;826;-549.3222836;3.809454673;1086;1848.466851;19978.00763;3217056.384;828;-553.2765568;3.806133389;1092;19972.99699;3211598.429;834;1842.075523
-549.3222836;3.809454673;1086;1848.466851;19978.00763;3217056.384;828;-553.2765568;3.806133389;1092;1845.088828;19972.99699;3211598.429;834;-557.7233849;3.809067639;1099;19975.11669;3214570.93;841;1837.180995
-553.2765568;3.806133389;1092;1845.088828;19972.99699;3211598.429;834;-557.7233849;3.809067639;1099;1842.075523;19975.11669;3214570.93;841;-561.8208145;3.811141073;1105;19971.28969;3217004.686;847;1832.85894
-557.7233849;3.809067639;1099;1842.075523;19975.11669;3214570.93;841;-561.8208145;3.811141073;1105;1837.180995;19971.28969;3217004.686;847;-567.06469;3.816249383;1113;19972.43953;3218655.976;855;1828.786607
-561.8208145;3.811141073;1105;1837.180995;19971.28969;3217004.686;847;-567.06469;3.816249383;1113;1832.85894;19972.43953;3218655.976;855;-571.4473214;3.82548652;1120;19969.2172;3216945.683;862;1826.713268
-567.06469;3.816249383;1113;1832.85894;19972.43953;3218655.976;855;-571.4473214;3.82548652;1120;1828.786607;19969.2172;3216945.683;862;-573.6099733;3.814931953;1123;19975.08186;3216378.51;865;1819.924779
-571.4473214;3.82548652;1120;1828.786607;19969.2172;3216945.683;862;-573.6099733;3.814931953;1123;1826.713268;19975.08186;3216378.51;865;-579.3336283;3.814093616;1130;19958.20194;3211295.779;872;1817.474934
-573.6099733;3.814931953;1123;1826.713268;19975.08186;3216378.51;865;-579.3336283;3.814093616;1130;1819.924779;19958.20194;3211295.779;872;-582.4863676;3.818211939;1137;19976.9868;3217797.575;879;1813.986957
-579.3336283;3.814093616;1130;1819.924779;19958.20194;3211295.779;872;-582.4863676;3.818211939;1137;1817.474934;19976.9868;3217797.575;879;-586.2878261;3.80546185;1150;19971.96027;3216416.311;892;1812.482282
-582.4863676;3.818211939;1137;1817.474934;19976.9868;3217797.575;879;-586.2878261;3.80546185;1150;1813.986957;19971.96027;3216416.311;892;-587.5324114;3.812513383;1157;19968.69905;3210063.213;899;1810.166236
-586.2878261;3.80546185;1150;1813.986957;19971.96027;3216416.311;892;-587.5324114;3.812513383;1157;1812.482282;19968.69905;3210063.213;899;-588.5874246;3.81199299;1161;19966.9241;3214033.659;903;1807.427962
-587.5324114;3.812513383;1157;1812.482282;19968.69905;3210063.213;899;-588.5874246;3.81199299;1161;1810.166236;19966.9241;3214033.659;903;-592.9522592;3.824889779;1173;19976.60315;3214351.074;915;1805.828814
-588.5874246;3.81199299;1161;1810.166236;19966.9241;3214033.659;903;-592.9522592;3.824889779;1173;1807.427962;19976.60315;3214351.074;915;-595.3677966;3.816764234;1180;19975.18399;3216134.672;922;1803.768581
-592.9522592;3.824889779;1173;1807.427962;19976.60315;3214351.074;915;-595.3677966;3.816764234;1180;1805.828814;19975.18399;3216134.672;922;-597.4881757;3.812558706;1184;19974.55001;3218529.791;926;1800.569992
-595.3677966;3.816764234;1180;1805.828814;19975.18399;3216134.672;922;-597.4881757;3.812558706;1184;1803.768581;19974.55001;3218529.791;926;-601.1517184;3.814761823;1193;19966.14273;3216525.212;935;1796.535
-597.4881757;3.812558706;1184;1803.768581;19974.55001;3218529.791;926;-601.1517184;3.814761823;1193;1800.569992;19966.14273;3216525.212;935;-604.2166667;3.811973514;1200;19969.24087;3215736.504;942;1793.557214
-601.1517184;3.814761823;1193;1800.569992;19966.14273;3216525.212;935;-604.2166667;3.811973514;1200;1796.535;19969.24087;3215736.504;942;-607.3159204;3.807833712;1206;19976.21349;3215244.781;948;1790.023102
-604.2166667;3.811973514;1200;1796.535;19969.24087;3215736.504;942;-607.3159204;3.807833712;1206;1793.557214;19976.21349;3215244.781;948;-611.3044554;3.81735812;1212;19965.68618;3216753.42;954;1786.541427
-1427.25;5.273965774;12;1039.666667;19371.34841;3123507.288;12;-1294.863636;5.009808594;22;1160.772727;19967.90304;3149298.013;22;-1167.7;4.948846065;30;19943.47512;3096130.819;30;1281.473684
-1294.863636;5.009808594;22;1160.772727;19967.90304;3149298.013;22;-1167.7;4.948846065;30;1265.9;19943.47512;3096130.819;30;-1132.315789;4.753459375;38;19882.2437;3170941.341;38;1329.510638
-1167.7;4.948846065;30;1265.9;19943.47512;3096130.819;30;-1132.315789;4.753459375;38;1281.473684;19882.2437;3170941.341;38;-1075.702128;4.713500947;47;19673.04436;3135235.909;47;1350.884615
-1132.315789;4.753459375;38;1281.473684;19882.2437;3170941.341;38;-1075.702128;4.713500947;47;1329.510638;19673.04436;3135235.909;47;-1070.057692;4.560179687;52;19967.36491;3161638.455;52;1337.446429
-1075.702128;4.713500947;47;1329.510638;19673.04436;3135235.909;47;-1070.057692;4.560179687;52;1350.884615;19967.36491;3161638.455;52;-1081.660714;4.464728365;56;19982.43782;3103224.067;56;1319.106061
-1070.057692;4.560179687;52;1350.884615;19967.36491;3161638.455;52;-1081.660714;4.464728365;56;1337.446429;19982.43782;3103224.067;56;-1088.924242;4.456028274;66;19919.46823;3164049.111;66;1359.857143
-1081.660714;4.464728365;56;1337.446429;19982.43782;3103224.067;56;-1088.924242;4.456028274;66;1319.106061;19919.46823;3164049.111;66;-1050.545455;4.364782639;77;19903.73739;3184002.26;77;1463.344444
-1088.924242;4.456028274;66;1319.106061;19919.46823;3164049.111;66;-1050.545455;4.364782639;77;1359.857143;19903.73739;3184002.26;77;-957.2777778;4.355736979;90;19974.57136;3169965.75;90;1470.163043
-1050.545455;4.364782639;77;1359.857143;19903.73739;3184002.26;77;-957.2777778;4.355736979;90;1463.344444;19974.57136;3169965.75;90;-951.423913;4.362670956;92;19989.27702;3197522.075;92;1525.446602
-957.2777778;4.355736979;90;1463.344444;19974.57136;3169965.75;90;-951.423913;4.362670956;92;1470.163043;19989.27702;3197522.075;92;-903.1067961;4.324414931;103;19989.60717;3158573.895;103;1613.869565
-951.423913;4.362670956;92;1470.163043;19989.27702;3197522.075;92;-903.1067961;4.324414931;103;1525.446602;19989.60717;3158573.895;103;-832.8608696;4.229519737;115;19962.49259;3160507.123;115;1624.737705
-903.1067961;4.324414931;103;1525.446602;19989.60717;3158573.895;103;-832.8608696;4.229519737;115;1613.869565;19962.49259;3160507.123;115;-806.942623;4.190440104;122;19888.07652;3202329.463;122;1638.007937
-832.8608696;4.229519737;115;1613.869565;19962.49259;3160507.123;115;-806.942623;4.190440104;122;1624.737705;19888.07652;3202329.463;122;-796.8809524;4.132501984;126;19964.56635;3185318.342;126;1638.932331
-806.942623;4.190440104;122;1624.737705;19888.07652;3202329.463;122;-796.8809524;4.132501984;126;1638.007937;19964.56635;3185318.342;126;-790.8120301;4.162379261;133;19724.4926;3168365.036;133;1637.423358
-796.8809524;4.132501984;126;1638.007937;19964.56635;3185318.342;126;-790.8120301;4.162379261;133;1638.932331;19724.4926;3168365.036;133;-794.1021898;4.226391304;137;19992.49841;3199022.804;137;1611.8
-790.8120301;4.162379261;133;1638.932331;19724.4926;3168365.036;133;-794.1021898;4.226391304;137;1637.423358;19992.49841;3199022.804;137;-814.5586207;4.195036458;145;19986.48358;3185780.592;145;1590.902597
-794.1021898;4.226391304;137;1637.423358;19992.49841;3199022.804;137;-814.5586207;4.195036458;145;1611.8;19986.48358;3185780.592;145;-833.8571429;4.23631125;154;19956.78207;3196694.201;154;1575.382716
-814.5586207;4.195036458;145;1611.8;19986.48358;3185780.592;145;-833.8571429;4.23631125;154;1590.902597;19956.78207;3196694.201;154;-847.3518519;4.220250401;162;19991.83528;3204189.473;162;1559.869048
-833.8571429;4.23631125;154;1590.902597;19956.78207;3196694.201;154;-847.3518519;4.220250401;162;1575.382716;19991.83528;3204189.473;162;-864.6428571;4.175619985;168;19917.83717;3182757.99;168;1551.116959
-847.3518519;4.220250401;162;1575.382716;19991.83528;3204189.473;162;-864.6428571;4.175619985;168;1559.869048;19917.83717;3182757.99;168;-875.7076023;4.233377604;171;19922.75721;3207724.39;171;1529.38764
-864.6428571;4.175619985;168;1559.869048;19917.83717;3182757.99;168;-875.7076023;4.233377604;171;1551.116959;19922.75721;3207724.39;171;-895.4382022;4.191957256;178;19979.03255;3214020.435;178;1519.340541
