Assembly,OpenOrders,TotalWork,TotalSetup,SumDuration,SumOperations,ProductionOrders,CycleTime
18.279465,10,2.24,5.1,147,15,3,1661
18.279465,10,2.24,5.1,442,45,9,6461
18.279465,10,2.24,5.1,153,15,3,1983
19.841406,11,3.9,9.03,158,15,3,2300
19.841406,11,3.9,9.03,254,25,5,3478
24.07963,11,4.02,9.77,209,20,4,2804
24.07963,11,4.02,9.77,255,25,5,3689
24.07963,11,4.02,9.77,155,15,3,2117
30.313194,9,2.97,6.52,151,15,3,2102
28.398237,8,0.5,1.25,147,15,3,1852
28.398237,8,0.5,1.25,442,45,9,6090
27.074406,9,2.91,8.16,155,15,3,2053
27.074406,9,2.91,8.16,161,15,3,2137
27.074406,9,2.91,8.16,155,15,3,1839
27.75969,11,4.03,9.99,158,15,3,1739
28.15638,10,4.36,11.03,417,40,8,6112
31.885906,11,4.33,10.21,193,20,4,2854
31.885906,11,4.33,10.21,147,15,3,1654
35.315163,10,4.27,10.18,253,25,5,2979
35.315163,10,4.27,10.18,147,15,3,2146
37.413597,10,3.91,8.57,199,20,4,2170
37.132812,9,3,8.03,156,15,3,1847
38.014088,8,2.17,5.09,442,45,9,6146
39.116486,8,3.19,6.36,255,25,5,2821
39.46146,8,1.32,3.55,150,15,3,1986
37.883,6,0.43,0.97,147,15,3,1788
37.883,6,0.43,0.97,255,25,5,2585
37.883,6,0.43,0.97,255,25,5,3237
36.67492,9,2.32,6.31,158,15,3,2243
36.67492,9,2.32,6.31,442,45,9,5744
37.190044,10,5.88,11.22,150,15,3,1906
37.190044,10,5.88,11.22,145,15,3,1554
39.557293,12,5.79,10.85,161,15,3,2282
39.557293,12,5.79,10.85,193,20,4,1970
40.209194,13,5.23,11.69,152,15,3,1645
40.209194,13,5.23,11.69,397,40,8,5429
40.209194,13,5.23,11.69,158,15,3,1601
40.209194,13,5.23,11.69,149,15,3,2018
40.209194,13,5.23,11.69,147,15,3,1619
40.209194,13,5.23,11.69,201,20,4,2259
42.95514,16,4.78,10.72,397,40,8,4011
47.623657,14,7.32,10.86,399,40,8,4064
47.623657,14,7.32,10.86,209,20,4,3090
47.623657,14,7.32,10.86,152,15,3,1876
47.623657,14,7.32,10.86,255,25,5,3630
47.623657,14,7.32,10.86,255,25,5,3184
54.491734,18,6.38,12.01,150,15,3,1532
58.021465,13,6.64,12.27,199,20,4,2687
58.021465,13,6.64,12.27,442,45,9,6228
58.021465,13,6.64,12.27,255,25,5,3282
62.477573,15,6.96,11.3,147,15,3,1900
62.477573,15,6.96,11.3,209,20,4,2455
65.092186,13,6.16,9.49,254,25,5,3235
64.77635,14,4.05,9.4,156,15,3,1824
64.77635,14,4.05,9.4,161,15,3,1890
64.77635,14,4.05,9.4,152,15,3,1748
64.77635,14,4.05,9.4,199,20,4,2569
65.70784,16,3.71,7.34,147,15,3,1978
65.70784,16,3.71,7.34,256,25,5,3517
65.59829,15,4.81,11.73,197,20,4,2384
68.48662,12,4.36,10.88,255,25,5,3124
68.48662,12,4.36,10.88,147,15,3,2040
68.48662,12,4.36,10.88,193,20,4,2308
69.11631,13,4.47,9.17,254,25,5,3472
69.11631,13,4.47,9.17,149,15,3,2044
69.11631,13,4.47,9.17,152,15,3,2131
69.11631,13,4.47,9.17,193,20,4,1977
69.39965,14,5.23,9.79,254,25,5,3730
69.39965,14,5.23,9.79,149,15,3,1700
69.39965,14,5.23,9.79,442,45,9,6366
69.39965,14,5.23,9.79,255,25,5,3006
69.481834,17,5.76,11.26,199,20,4,2252
69.481834,17,5.76,11.26,442,45,9,5598
69.43748,17,6.85,12.5,158,15,3,1850
69.43748,17,6.85,12.5,245,25,5,3603
69.43748,17,6.85,12.5,158,15,3,1597
69.43748,17,6.85,12.5,201,20,4,2366
69.43748,17,6.85,12.5,254,25,5,3300
69.43748,17,6.85,12.5,255,25,5,3654
68.6986,22,7.77,11.38,442,45,9,5150
68.6986,22,7.77,11.38,149,15,3,1994
68.6986,22,7.77,11.38,199,20,4,2251
70.190445,20,8.05,11.31,150,15,3,1880
70.190445,20,8.05,11.31,150,15,3,2196
72.44056,18,7.79,10.77,399,40,8,4660
72.44056,18,7.79,10.77,197,20,4,2567
72.44056,18,7.79,10.77,404,40,8,5004
73.5266,19,7.57,11.65,254,25,5,3662
73.5266,19,7.57,11.65,158,15,3,2306
73.5266,19,7.57,11.65,158,15,3,2214
74.5183,19,7,11.36,442,45,9,4433
74.5183,19,7,11.36,156,15,3,2095
77.231834,19,7.93,11.1,442,45,9,5455
77.231834,19,7.93,11.1,151,15,3,2215
77.231834,19,7.93,11.1,417,40,8,5593
77.699554,19,7.82,11.78,158,15,3,1729
80.56212,17,8.71,10.67,397,40,8,4154
80.56212,17,8.71,10.67,310,30,6,3483
80.56212,17,8.71,10.67,149,15,3,1521
84.45448,18,8.44,11.03,153,15,3,1743
84.45448,18,8.44,11.03,197,20,4,2037
87.8613,18,7,12.17,195,20,4,2380
87.8613,18,7,12.17,156,15,3,2104
87.8613,18,7,12.17,199,20,4,2199
89.54621,18,5.74,12.55,152,15,3,2029
94.243004,15,5.65,12.51,253,25,5,3170
94.243004,15,5.65,12.51,197,20,4,2941
94.91349,15,4.96,10.54,201,20,4,2129
95.39573,13,4.5,9.55,161,15,3,2300
95.39573,13,4.5,9.55,245,25,5,3488
95.39573,13,4.5,9.55,254,25,5,3388
94.49046,14,3.96,9.34,404,40,8,5771
94.49046,14,3.96,9.34,147,15,3,1692
94.077255,13,4.68,12.04,149,15,3,1938
94.077255,13,4.68,12.04,197,20,4,2547
94.077255,13,4.68,12.04,195,20,4,2145
94.077255,13,4.68,12.04,209,20,4,2776
94.42292,15,5.72,11.53,310,30,6,3281
94.094826,14,5.22,11.8,149,15,3,1578
94.094826,14,5.22,11.8,193,20,4,1956
94.094826,14,5.22,11.8,404,40,8,5493
94.094826,14,5.22,11.8,193,20,4,2032
94.094826,14,5.22,11.8,199,20,4,2157
94.094826,14,5.22,11.8,158,15,3,1597
93.351425,17,5.96,11.99,254,25,5,3004
93.791534,16,5.57,12.25,199,20,4,2869
93.791534,16,5.57,12.25,149,15,3,2225
93.791534,16,5.57,12.25,155,15,3,1580
93.78821,18,6.82,12.07,161,15,3,1934
93.78821,18,6.82,12.07,149,15,3,1611
94.07269,15,5.83,10,156,15,3,1979
94.07269,15,5.83,10,158,15,3,1645
94.07269,15,5.83,10,397,40,8,5176
94.418655,14,5.2,12.07,152,15,3,1683
94.85796,14,5.46,12.53,158,15,3,2079
94.726746,13,3.74,10.18,152,15,3,1961
94.726746,13,3.74,10.18,145,15,3,2127
93.83375,11,3.78,7.19,256,25,5,3564
95.03826,8,3.14,7.8,156,15,3,2326
95.03826,8,3.14,7.8,158,15,3,2289
93.7634,9,1.97,4.34,149,15,3,2182
91.98384,6,1.18,2.74,156,15,3,2153
90.757385,7,0.18,0.59,156,15,3,1796
90.757385,7,0.18,0.59,201,20,4,2423
90.150246,9,2.85,6.21,199,20,4,2877
90.150246,9,2.85,6.21,197,20,4,2380
89.49967,8,3.33,8.09,147,15,3,2038
89.49967,8,3.33,8.09,399,40,8,4208
89.696045,8,4.7,10.95,201,20,4,2512
89.696045,8,4.7,10.95,149,15,3,2034
91.82682,9,5.32,11.81,200,20,4,2980
91.82682,9,5.32,11.81,399,40,8,4683
93.217,10,4.6,10.96,193,20,4,2595
93.217,10,4.6,10.96,404,40,8,4859
93.217,10,4.6,10.96,151,15,3,1788
92.91692,12,5.27,11.96,254,25,5,3003
92.91692,12,5.27,11.96,147,15,3,1691
92.91692,12,5.27,11.96,147,15,3,1546
93.22767,13,4.94,10.15,145,15,3,1589
93.22767,13,4.94,10.15,399,40,8,5128
94.11373,13,6.21,11.21,153,15,3,2059
94.11373,13,6.21,11.21,155,15,3,1780
93.867386,14,4.7,11.93,147,15,3,1671
93.867386,14,4.7,11.93,151,15,3,1961
93.867386,14,4.7,11.93,310,30,6,3728
94.084045,14,4.74,11.1,147,15,3,1713
94.084045,14,4.74,11.1,255,25,5,3245
94.592514,14,5.43,11.6,145,15,3,2150
94.592514,14,5.43,11.6,310,30,6,4544
94.592514,14,5.43,11.6,253,25,5,3663
95.01975,15,5,11.35,151,15,3,1698
94.91081,10,4.78,10.98,197,20,4,2382
94.91081,10,4.78,10.98,255,25,5,2913
94.30882,11,4.17,10.16,161,15,3,1924
93.95685,10,2.78,6.55,245,25,5,3410
93.960396,10,2.2,5.88,255,25,5,3486
93.960396,10,2.2,5.88,158,15,3,1845
93.960396,10,2.2,5.88,156,15,3,1616
96.13003,10,3.77,9.56,195,20,4,2799
96.13003,10,3.77,9.56,404,40,8,5349
96.13003,10,3.77,9.56,147,15,3,2192
95.74406,10,3.69,8.07,442,45,9,4460
95.74406,10,3.69,8.07,197,20,4,2883
95.74406,10,3.69,8.07,397,40,8,5636
97.579254,9,5.66,10.48,158,15,3,2064
99.33523,10,4.6,10.95,199,20,4,2500
99.279106,10,2.82,7.38,153,15,3,2063
98.73823,9,2.08,5.36,155,15,3,2192
98.73823,9,2.08,5.36,209,20,4,2495
98.77793,10,2.98,6.15,161,15,3,1998
98.77793,10,2.98,6.15,149,15,3,1908
98.28168,10,2.9,7.79,255,25,5,3237
98.28168,10,2.9,7.79,255,25,5,3772
98.28168,10,2.9,7.79,245,25,5,2731
98.28168,10,2.9,7.79,255,25,5,2678
98.26066,14,4.96,10.6,150,15,3,1806
98.26066,14,4.96,10.6,145,15,3,1509
98.39723,14,5.24,10.55,147,15,3,1776
98.39723,14,5.24,10.55,404,40,8,4794
98.66349,14,6.54,11.09,150,15,3,1570
98.66349,14,6.54,11.09,155,15,3,1948
98.66349,14,6.54,11.09,417,40,8,5563
98.096306,13,6.12,11.99,256,25,5,3794
100.406525,12,5.36,11.75,158,15,3,1842
101.760414,11,4.33,9.97,256,25,5,3036
101.760414,11,4.33,9.97,442,45,9,5455
101.760414,11,4.33,9.97,156,15,3,1935
101.760414,11,4.33,9.97,153,15,3,1701
100.968216,11,5.06,12.43,155,15,3,1893
101.01161,11,5.06,11.21,158,15,3,2004
101.02243,11,4.1,9.2,149,15,3,2155
101.02243,11,4.1,9.2,195,20,4,2127
101.02243,11,4.1,9.2,245,25,5,2782
101.02243,11,4.1,9.2,200,20,4,2403
100.80199,14,5.09,11.57,442,45,9,4690
100.80199,14,5.09,11.57,150,15,3,1594
101.293655,14,5.72,11.73,151,15,3,2097
101.293655,14,5.72,11.73,256,25,5,3527
100.85691,15,4.43,10.99,397,40,8,4872
100.85691,15,4.43,10.99,199,20,4,2239
101.19379,13,5.9,11.6,195,20,4,2656
100.90271,11,4.04,10.58,199,20,4,2480
100.90271,11,4.04,10.58,255,25,5,2909
101.59051,12,4.67,10.56,158,15,3,1603
101.48854,11,3.68,8.81,209,20,4,2972
100.78922,10,2.7,7.3,161,15,3,1772
100.78922,10,2.7,7.3,147,15,3,2079
18.391369,9,4.53,11.27,158,15,3,2366
18.391369,9,4.53,11.27,145,15,3,2118
18.391369,9,4.53,11.27,310,30,6,3644
22.908594,12,5.05,11.19,149,15,3,1502
22.908594,12,5.05,11.19,195,20,4,2238
27.475925,13,5.28,11.35,147,15,3,2108
31.138636,10,3.73,8.72,253,25,5,3121
31.138636,10,3.73,8.72,151,15,3,2057
29.657118,10,1.77,2.75,151,15,3,1595
29.265705,9,2.98,4.18,161,15,3,1828
29.265705,9,2.98,4.18,255,25,5,3391
29.087946,10,2.02,4.56,149,15,3,2106
31.782778,10,3.25,8.6,158,15,3,2161
31.782778,10,3.25,8.6,153,15,3,1703
31.782778,10,3.25,8.6,153,15,3,1683
31.782778,10,3.25,8.6,152,15,3,1878
31.782778,10,3.25,8.6,197,20,4,2106
31.782778,10,3.25,8.6,200,20,4,2079
31.938932,15,4.92,7.7,199,20,4,2293
31.938932,15,4.92,7.7,253,25,5,3055
31.938932,15,4.92,7.7,155,15,3,1878
40.829052,14,6.12,11.94,417,40,8,5000
40.829052,14,6.12,11.94,161,15,3,2330
43.519955,11,5.17,12.29,199,20,4,2495
42.750626,10,4.12,8.32,195,20,4,2799
42.750626,10,4.12,8.32,156,15,3,2130
42.24206,7,3.34,7.74,197,20,4,2095
42.24206,7,3.34,7.74,404,40,8,5063
42.533333,9,3.71,9.57,155,15,3,2027
42.533333,9,3.71,9.57,158,15,3,1856
45.58859,11,4.08,8.6,149,15,3,1613
45.58859,11,4.08,8.6,156,15,3,1976
45.58859,11,4.08,8.6,147,15,3,1682
45.58859,11,4.08,8.6,149,15,3,1667
47.279774,13,4.06,9.46,201,20,4,2723
47.279774,13,4.06,9.46,158,15,3,1646
48.501167,14,5.41,11.4,442,45,9,6245
48.501167,14,5.41,11.4,158,15,3,2340
51.7625,13,5.31,11.59,404,40,8,4077
51.7625,13,5.31,11.59,254,25,5,2870
51.7625,13,5.31,11.59,399,40,8,4846
51.7625,13,5.31,11.59,254,25,5,3686
53.724304,14,6.69,11.88,150,15,3,1537
53.724304,14,6.69,11.88,417,40,8,5234
57.05461,12,6.76,12.12,153,15,3,1823
57.05461,12,6.76,12.12,156,15,3,2089
57.05461,12,6.76,12.12,201,20,4,2505
57.05461,12,6.76,12.12,442,45,9,5050
63.336998,15,7.64,12.06,254,25,5,2851
63.336998,15,7.64,12.06,199,20,4,2902
64.483055,16,7.85,11.3,145,15,3,1887
70.01875,15,5.59,11.12,193,20,4,2376
70.01875,15,5.59,11.12,199,20,4,2530
70.01875,15,5.59,11.12,209,20,4,3003
69.059746,13,2.66,7.07,145,15,3,2138
69.059746,13,2.66,7.07,195,20,4,1976
68.89714,12,3.29,7.85,442,45,9,4645
68.89714,12,3.29,7.85,195,20,4,2381
68.89714,12,3.29,7.85,149,15,3,1792
68.04913,14,4.51,10.84,193,20,4,2893
68.04913,14,4.51,10.84,195,20,4,2709
67.44983,14,4.47,11.41,150,15,3,1914
66.1466,13,3.52,9.25,256,25,5,3455
66.1466,13,3.52,9.25,156,15,3,1585
65.94658,10,4.3,10.76,149,15,3,1650
65.94658,10,4.3,10.76,201,20,4,2512
65.94658,10,4.3,10.76,200,20,4,2815
67.25934,11,4.11,10.29,197,20,4,2593
67.25934,11,4.11,10.29,155,15,3,2141
68.81062,12,3.93,9.57,147,15,3,2037
70.18082,8,2.48,5.19,158,15,3,1588
70.18082,8,2.48,5.19,404,40,8,4338
70.110985,10,2.92,7.43,199,20,4,2039
71.191895,9,3.53,7.83,256,25,5,3481
71.191895,9,3.53,7.83,158,15,3,1831
69.18209,5,3.34,8.24,200,20,4,2132
68.04844,6,2.86,7.4,404,40,8,5557
68.04844,6,2.86,7.4,150,15,3,2109
68.04844,6,2.86,7.4,417,40,8,5245
68.25081,9,4.51,11.42,152,15,3,2011
68.92646,8,2.52,6.97,158,15,3,1699
68.92646,8,2.52,6.97,145,15,3,1752
71.41735,9,3.73,8.8,253,25,5,3592
73.38612,7,2.69,6.47,310,30,6,4022
73.38612,7,2.69,6.47,156,15,3,2183
73.82466,6,2.5,6.01,199,20,4,2951
73.82466,6,2.5,6.01,158,15,3,2346
72.77392,8,1.81,5.4,156,15,3,1648
71.47521,9,1.98,4.29,404,40,8,5769
71.47521,9,1.98,4.29,245,25,5,3318
73.24785,10,2.27,6.22,254,25,5,3283
73.24785,10,2.27,6.22,197,20,4,2623
73.24785,10,2.27,6.22,256,25,5,3575
73.24785,10,2.27,6.22,199,20,4,2602
75.0499,10,4.3,9.53,404,40,8,5302
75.80379,10,5.55,12.03,417,40,8,5979
77.72708,9,4.4,8.38,161,15,3,2052
76.512596,10,0.52,1.36,255,25,5,3278
76.512596,10,0.52,1.36,404,40,8,5676
78.0769,8,3.92,10.01,199,20,4,2699
78.0769,8,3.92,10.01,150,15,3,1670
77.32603,10,3.47,8.59,417,40,8,5368
76.02702,9,1.38,3.1,199,20,4,2322
74.940926,9,0.65,2.18,310,30,6,3858
75.12157,8,2.55,6.64,256,25,5,3455
74.61933,7,2.68,6.86,152,15,3,2110
74.61933,7,2.68,6.86,145,15,3,1954
74.61933,7,2.68,6.86,155,15,3,1763
74.501144,10,2.34,5.8,156,15,3,1651
75.78508,9,1.77,4.73,153,15,3,1871
75.78508,9,1.77,4.73,310,30,6,3866
74.227005,7,3.45,7.26,152,15,3,1687
74.227005,7,3.45,7.26,404,40,8,5499
73.56991,5,4.58,11.02,404,40,8,4861
73.56991,5,4.58,11.02,145,15,3,1855
75.2099,5,3.68,9.95,442,45,9,5341
75.2099,5,3.68,9.95,152,15,3,2143
76.18089,7,2.29,6.6,147,15,3,1500
75.67164,6,0.07,0.01,253,25,5,3341
75.67164,6,0.07,0.01,149,15,3,1753
75.67164,6,0.07,0.01,149,15,3,1730
75.67164,6,0.07,0.01,147,15,3,2201
75.67164,6,0.07,0.01,161,15,3,1669
75.67164,6,0.07,0.01,254,25,5,2764
77.57974,10,6.04,11.65,417,40,8,5670
78.28269,11,4.88,11.28,417,40,8,4810
78.28269,11,4.88,11.28,161,15,3,2178
78.28269,11,4.88,11.28,195,20,4,2343
78.28269,11,4.88,11.28,150,15,3,2236
78.84452,14,4.98,10.56,156,15,3,2158
78.84452,14,4.98,10.56,417,40,8,4566
78.84452,14,4.98,10.56,253,25,5,2718
80.78915,12,5.83,10.21,397,40,8,5147
80.78915,12,5.83,10.21,156,15,3,1781
83.25079,12,4.9,9.97,442,45,9,5206
83.25079,12,4.9,9.97,149,15,3,1572
83.25079,12,4.9,9.97,153,15,3,1620
84.86926,13,5.53,12.19,149,15,3,2140
84.86926,13,5.53,12.19,158,15,3,2255
84.86926,13,5.53,12.19,147,15,3,1811
85.71434,13,5.07,10.93,310,30,6,3145
86.29777,11,3.34,8.41,199,20,4,2517
86.29777,11,3.34,8.41,158,15,3,2247
86.29777,11,3.34,8.41,200,20,4,2807
86.04888,13,3.15,6.47,404,40,8,4104
86.04888,13,3.15,6.47,245,25,5,3366
89.68441,10,4.55,9.84,149,15,3,2115
89.68441,10,4.55,9.84,195,20,4,2278
89.68441,10,4.55,9.84,149,15,3,1640
89.68441,10,4.55,9.84,153,15,3,2170
89.66129,13,4.26,11.19,404,40,8,4819
89.13156,14,4.86,11.2,147,15,3,1856
88.48311,12,3.03,7.3,199,20,4,2481
88.48311,12,3.03,7.3,158,15,3,1812
88.57684,10,3.51,9,158,15,3,1991
88.57684,10,3.51,9,197,20,4,2051
88.57684,10,3.51,9,200,20,4,2398
88.3449,9,2.88,7.8,145,15,3,1652
88.3449,9,2.88,7.8,195,20,4,2347
88.3449,9,2.88,7.8,397,40,8,5271
88.60753,10,4.41,10.59,158,15,3,2340
88.3466,8,3.01,8.01,147,15,3,1501
87.70285,6,1.1,3.08,253,25,5,3290
87.70285,6,1.1,3.08,404,40,8,4689
87.59969,8,4.45,11.38,200,20,4,2323
87.59969,8,4.45,11.38,197,20,4,2345
87.59969,8,4.45,11.38,152,15,3,1993
87.18966,8,4.32,9.82,151,15,3,1886
88.07409,8,3.54,9.67,155,15,3,1776
90.153114,9,3.73,7.66,201,20,4,2421
90.105576,10,2.05,5.16,147,15,3,1748
90.105576,10,2.05,5.16,201,20,4,3003
89.49326,10,2.13,6.06,147,15,3,1819
89.49326,10,2.13,6.06,199,20,4,2025
89.49326,10,2.13,6.06,152,15,3,1563
89.54249,8,3.9,9.12,255,25,5,3379
89.54249,8,3.9,9.12,156,15,3,1979
89.55399,7,1.25,3.38,145,15,3,1680
89.03325,5,2.15,5.31,200,20,4,2194
88.29743,5,0.25,0.62,147,15,3,1534
88.29743,5,0.25,0.62,152,15,3,1581
87.74341,6,2.53,6.88,442,45,9,5757
87.74341,6,2.53,6.88,256,25,5,3486
87.74341,6,2.53,6.88,200,20,4,2345
87.74341,6,2.53,6.88,152,15,3,1863
87.34309,9,4.25,9.7,397,40,8,4247
87.34309,9,4.25,9.7,245,25,5,2859
87.34309,9,4.25,9.7,404,40,8,4898
87.34309,9,4.25,9.7,161,15,3,2162
90.517914,10,6.76,12.43,150,15,3,1717
90.517914,10,6.76,12.43,145,15,3,1950
90.517914,10,6.76,12.43,153,15,3,1967
90.517914,10,6.76,12.43,209,20,4,3079
91.72484,13,5.44,10.09,195,20,4,2376
91.72484,13,5.44,10.09,197,20,4,2822
93.31309,14,6.47,11.42,195,20,4,2474
93.31309,14,6.47,11.42,417,40,8,5358
94.581154,15,6.38,11.23,193,20,4,2129
96.73437,14,5.57,12.2,161,15,3,1742
96.73437,14,5.57,12.2,152,15,3,1746
96.73437,14,5.57,12.2,145,15,3,1891
96.73437,14,5.57,12.2,310,30,6,3635
96.73437,14,5.57,12.2,310,30,6,4047
97.34397,16,4.91,10.2,397,40,8,4664
97.34397,16,4.91,10.2,149,15,3,1659
97.34397,16,4.91,10.2,255,25,5,3225
97.827675,18,6.33,11.9,158,15,3,2346
97.98216,18,6.15,11.08,155,15,3,1830
97.98216,18,6.15,11.08,153,15,3,2176
97.98216,18,6.15,11.08,397,40,8,5196
101.06823,15,5.93,12.54,209,20,4,3101
101.06823,15,5.93,12.54,310,30,6,3495
101.06823,15,5.93,12.54,201,20,4,2089
101.06823,15,5.93,12.54,310,30,6,4032
101.06823,15,5.93,12.54,149,15,3,2094
101.4957,18,6.47,11.47,145,15,3,1474
101.4957,18,6.47,11.47,255,25,5,3053
101.4957,18,6.47,11.47,161,15,3,2125
101.32574,18,7.83,10.66,158,15,3,2119
101.17741,19,6.46,11.12,255,25,5,3574
101.17741,19,6.46,11.12,155,15,3,2236
101.17741,19,6.46,11.12,151,15,3,1763
100.92646,19,6.15,11.01,147,15,3,1805
100.92646,19,6.15,11.01,156,15,3,1732
100.92646,19,6.15,11.01,199,20,4,2133
101.209816,18,6.64,11.27,200,20,4,2209
101.209816,18,6.64,11.27,201,20,4,2889
101.209816,18,6.64,11.27,201,20,4,2790
101.37096,18,5.64,11.42,399,40,8,4392
101.37096,18,5.64,11.42,152,15,3,2100
102.66572,16,5.77,11.07,253,25,5,3515
102.66572,16,5.77,11.07,193,20,4,2280
105.84131,14,6.15,12.08,156,15,3,1961
105.84131,14,6.15,12.08,255,25,5,2955
105.84131,14,6.15,12.08,193,20,4,2690
106.92677,15,5.72,11.42,155,15,3,1592
106.92677,15,5.72,11.42,254,25,5,3234
107.453995,14,5.77,11.53,255,25,5,2823
107.453995,14,5.77,11.53,255,25,5,3402
107.575,14,5.5,10.67,158,15,3,2132
107.48882,12,5.28,9.78,199,20,4,2212
107.48882,12,5.28,9.78,442,45,9,5498
107.27877,11,4.06,8.9,155,15,3,1567
107.27877,11,4.06,8.9,397,40,8,4544
107.27877,11,4.06,8.9,156,15,3,2076
107.27877,11,4.06,8.9,149,15,3,1859
107.27877,11,4.06,8.9,199,20,4,2573
107.236336,16,4.88,10,255,25,5,3010
107.80635,14,6.35,11.96,161,15,3,2320
107.80635,14,6.35,11.96,245,25,5,2854
107.86034,14,5.19,11.1,197,20,4,2130
107.86034,14,5.19,11.1,152,15,3,2115
107.86151,13,4.75,11.25,145,15,3,1890
107.991196,10,5.74,11.32,153,15,3,1538
107.73379,11,3.38,9,153,15,3,1765
107.03486,11,1.86,4.42,399,40,8,5233
107.03486,11,1.86,4.42,245,25,5,3006
106.684875,10,3.28,9.57,195,20,4,2652
106.67981,7,3.86,11.08,149,15,3,1656
106.67981,7,3.86,11.08,151,15,3,1738
106.41205,8,2.65,5.85,145,15,3,2049
106.41205,8,2.65,5.85,156,15,3,1594
106.02502,9,3.04,7.4,145,15,3,1981
106.02502,9,3.04,7.4,151,15,3,1773
106.02502,9,3.04,7.4,255,25,5,2955
106.02502,9,3.04,7.4,161,15,3,1702
105.34503,12,4.92,9.69,254,25,5,2943
105.12439,10,4.22,10.31,193,20,4,2872
105.12439,10,4.22,10.31,255,25,5,3001
105.12439,10,4.22,10.31,149,15,3,1795
104.7339,9,4.25,8.52,152,15,3,1999
12.927977,8,3.87,8.47,156,15,3,1785
12.927977,8,3.87,8.47,254,25,5,3529
12.927977,8,3.87,8.47,158,15,3,1988
15.080209,11,4.91,9.75,150,15,3,2080
15.080209,11,4.91,9.75,197,20,4,2336
15.080209,11,4.91,9.75,255,25,5,2591
15.080209,11,4.91,9.75,161,15,3,2138
15.080209,11,4.91,9.75,209,20,4,2483
15.080209,11,4.91,9.75,145,15,3,1851
15.080209,11,4.91,9.75,256,25,5,2791
19.970139,18,5.57,11.58,209,20,4,2222
19.970139,18,5.57,11.58,201,20,4,2647
24.633333,19,7.58,11.64,151,15,3,2022
24.633333,19,7.58,11.64,200,20,4,2205
24.633333,19,7.58,11.64,253,25,5,3429
30.049053,19,6.85,12.08,193,20,4,2053
30.049053,19,6.85,12.08,399,40,8,5742
39.544617,19,7.58,10.88,199,20,4,2573
39.544617,19,7.58,10.88,255,25,5,3542
39.544617,19,7.58,10.88,161,15,3,1672
44.130127,19,6.86,11.01,152,15,3,1707
44.130127,19,6.86,11.01,151,15,3,1899
44.130127,19,6.86,11.01,150,15,3,1584
48.23021,18,6.45,9.4,253,25,5,3003
48.23021,18,6.45,9.4,199,20,4,2877
49.526943,15,6.02,12.38,255,25,5,3458
49.526943,15,6.02,12.38,256,25,5,3649
49.526943,15,6.02,12.38,149,15,3,1958
52.08086,13,7.03,11.45,156,15,3,1748
52.08086,13,7.03,11.45,149,15,3,1981
52.08086,13,7.03,11.45,245,25,5,2881
51.863235,15,5.96,11.66,147,15,3,2123
51.863235,15,5.96,11.66,197,20,4,2077
51.863235,15,5.96,11.66,153,15,3,1699
56.154373,11,4.03,9.81,193,20,4,2142
56.154373,11,4.03,9.81,156,15,3,1564
56.154373,11,4.03,9.81,161,15,3,1738
52.51572,8,2.21,6.02,149,15,3,2017
53.932343,11,2.76,7.72,399,40,8,4156
51.785416,7,3.86,10.24,199,20,4,2527
51.785416,7,3.86,10.24,161,15,3,2062
51.286198,7,3.58,8.69,145,15,3,1600
50.072437,6,1.05,1.92,158,15,3,1967
46.4148,3,0,0,201,20,4,2071
46.4148,3,1.05,1.92,151,15,3,2027
46.4148,3,1.05,1.92,256,25,5,2825
45.830696,6,2.33,7.33,399,40,8,5973
45.830696,6,2.33,7.33,255,25,5,2741
46.807392,7,5.19,10.97,399,40,8,4222
46.807392,7,5.19,10.97,442,45,9,6102
46.807392,7,5.19,10.97,152,15,3,1970
46.807392,7,5.19,10.97,156,15,3,2038
48.135025,10,6.74,11.73,147,15,3,1576
56.124817,9,5.34,10.72,151,15,3,1644
56.124817,9,5.34,10.72,255,25,5,3316
54.63869,11,3.33,8.42,151,15,3,2098
55.913963,7,2.51,6.24,253,25,5,3021
55.913963,7,2.51,6.24,200,20,4,2235
54.442543,8,0.81,1.97,199,20,4,2247
54.442543,8,0.81,1.97,254,25,5,2655
55.78595,10,4.21,8.7,442,45,9,5263
56.818436,10,3.86,10.31,155,15,3,1666
56.818436,10,3.86,10.31,199,20,4,2534
58.66311,11,4.7,11,254,25,5,3615
57.511192,8,3.83,8.73,442,45,9,5119
57.511192,8,3.83,8.73,153,15,3,1650
57.511192,8,3.83,8.73,256,25,5,2978
56.97178,10,3.94,9.3,197,20,4,2733
56.97178,10,3.94,9.3,156,15,3,1663
58.25088,9,4.05,8.76,193,20,4,2782
58.25088,9,4.05,8.76,149,15,3,1945
59.84561,9,2.28,5.44,156,15,3,1641
59.84561,9,2.28,5.44,399,40,8,4972
59.84561,9,2.28,5.44,397,40,8,4822
59.574177,12,3.31,8.33,254,25,5,3336
59.574177,12,3.31,8.33,150,15,3,2109
62.25693,13,5.25,11.3,153,15,3,1772
66.17954,10,5.05,11.18,145,15,3,1847
66.17954,10,5.05,11.18,158,15,3,2177
66.17954,10,5.05,11.18,245,25,5,2779
67.52933,10,3.07,7.09,161,15,3,1618
67.52933,10,3.07,7.09,153,15,3,2082
68.58416,11,2.58,7.31,193,20,4,2388
67.84819,10,3.48,8.38,193,20,4,2834
67.84819,10,3.48,8.38,161,15,3,2232
