Assembly,OpenOrders,TotalWork,TotalSetup,SumDuration,SumOperations,ProductionOrders,CycleTime
68.786575,16,5.24,10.32,201,20,4,2286
68.786575,16,5.24,10.32,256,25,5,3099
71.92393,17,6.14,11.9,158,15,3,2323
71.92393,17,6.14,11.9,310,30,6,3937
71.92393,17,6.14,11.9,145,15,3,1576
74.12571,17,6.26,11.28,155,15,3,2304
74.12571,17,6.26,11.28,245,25,5,3297
73.6676,13,6.04,11.31,442,45,9,4940
73.6676,13,6.04,11.31,399,40,8,5438
72.588005,13,6.17,12.24,255,25,5,3609
79.29693,9,5.26,10.72,245,25,5,3066
79.29693,9,5.26,10.72,404,40,8,5183
80.5329,10,4.38,11.15,151,15,3,1770
80.5329,10,4.38,11.15,310,30,6,3905
81.82443,10,5.54,11.97,404,40,8,6000
81.82443,10,5.54,11.97,397,40,8,4976
81.82443,10,5.54,11.97,404,40,8,5466
82.488434,11,3.7,6.79,145,15,3,2174
82.488434,11,3.7,6.79,147,15,3,1552
80.30102,11,3.57,8.31,397,40,8,5225
80.30102,11,3.57,8.31,255,25,5,3787
79.28442,12,2.91,7.04,256,25,5,2789
77.43606,9,1.38,3.65,145,15,3,1954
77.43606,9,1.38,3.65,195,20,4,2670
77.43606,9,1.38,3.65,156,15,3,2188
76.61262,11,1.75,5,245,25,5,2741
77.497185,11,3.76,9,200,20,4,2142
78.66477,11,4.21,8.5,200,20,4,2548
77.85234,11,2.83,8.91,442,45,9,5497
77.85234,11,2.83,8.91,149,15,3,1941
78.904274,10,3.07,7.97,200,20,4,2830
78.904274,10,3.07,7.97,145,15,3,2055
78.904274,10,3.07,7.97,253,25,5,3461
78.904274,10,3.07,7.97,201,20,4,2803
78.904274,10,3.07,7.97,200,20,4,2034
78.904274,10,3.07,7.97,442,45,9,6199
79.49993,14,4.08,9.72,200,20,4,2196
79.49993,14,4.08,9.72,399,40,8,4816
80.181885,14,6.34,11.41,151,15,3,1883
80.181885,14,6.34,11.41,149,15,3,1515
80.181885,14,6.34,11.41,310,30,6,4448
81.66974,13,6.52,11.24,404,40,8,5837
81.66974,13,6.52,11.24,156,15,3,1721
81.66974,13,6.52,11.24,197,20,4,2722
81.66974,13,6.52,11.24,151,15,3,2059
82.91109,16,6.69,10.67,256,25,5,3823
82.91109,16,6.69,10.67,404,40,8,4069
82.91109,16,6.69,10.67,209,20,4,2905
83.89775,17,6.68,11.24,253,25,5,3104
83.89775,17,6.68,11.24,200,20,4,2380
87.25586,15,6.56,11.15,195,20,4,2545
87.25586,15,6.56,11.15,161,15,3,2378
87.25586,15,6.56,11.15,153,15,3,1579
87.847984,16,7.09,10.95,156,15,3,1917
87.847984,16,7.09,10.95,200,20,4,2586
89.28153,17,5.88,12.07,442,45,9,5084
89.28153,17,5.88,12.07,195,20,4,2016
89.28153,17,5.88,12.07,199,20,4,2813
88.55601,17,4.38,9.66,193,20,4,2146
89.59608,15,3.83,8.27,158,15,3,2036
89.170685,11,2.08,5.15,201,20,4,2709
89.170685,11,2.08,5.15,397,40,8,4953
88.97177,8,3.8,8.58,150,15,3,1779
88.97177,8,3.8,8.58,417,40,8,5606
88.97177,8,3.8,8.58,245,25,5,2571
88.97177,8,3.8,8.58,156,15,3,1627
90.201775,12,4.68,11.13,149,15,3,1643
92.90676,12,4.71,10.19,153,15,3,1594
94.3749,11,4.55,10.29,255,25,5,2828
94.3749,11,4.55,10.29,158,15,3,1652
94.3749,11,4.55,10.29,255,25,5,2598
94.3749,11,4.55,10.29,255,25,5,3270
93.70989,14,4.67,9.79,158,15,3,2049
95.76316,12,5.4,10.06,147,15,3,1890
95.76316,12,5.4,10.06,199,20,4,2692
95.76316,12,5.4,10.06,253,25,5,3214
96.507065,12,4.83,11.48,151,15,3,2208
96.05935,11,5.12,9.4,199,20,4,2691
96.05935,11,5.12,9.4,147,15,3,2031
96.05935,11,5.12,9.4,201,20,4,2809
95.52658,14,4.43,9.38,245,25,5,2596
94.67023,14,3.54,8.07,199,20,4,2588
94.67023,14,3.54,8.07,417,40,8,5543
94.67023,14,3.54,8.07,399,40,8,4615
95.203476,13,5.37,11.18,161,15,3,2171
95.203476,13,5.37,11.18,200,20,4,2816
95.203476,13,5.37,11.18,156,15,3,1753
96.534454,14,5.99,11.06,199,20,4,2205
96.74412,14,5.6,11.41,253,25,5,3713
96.534454,14,5.99,11.06,161,15,3,1953
96.534454,14,5.99,11.06,404,40,8,4558
96.534454,14,5.99,11.06,150,15,3,2181
96.530876,14,5.1,10.74,397,40,8,5694
96.43397,13,6.07,11.81,153,15,3,1643
96.43397,13,6.07,11.81,155,15,3,2069
96.43397,13,6.07,11.81,397,40,8,5544
96.71626,10,3.67,7.75,153,15,3,1573
96.71626,10,3.67,7.75,149,15,3,1922
96.71626,10,3.67,7.75,253,25,5,2929
96.71626,10,3.67,7.75,195,20,4,2390
96.71626,10,3.67,7.75,152,15,3,1764
96.27053,13,2.32,6.05,153,15,3,2022
97.68519,11,4.12,9.4,255,25,5,2917
97.68519,11,4.12,9.4,155,15,3,1998
97.68519,11,4.12,9.4,147,15,3,1621
96.97654,12,3.15,7.93,399,40,8,5706
96.97654,12,3.15,7.93,147,15,3,2164
96.5715,12,3.95,9.1,152,15,3,1804
96.9066,10,3.51,8.45,255,25,5,3717
96.9066,10,3.51,8.45,149,15,3,1649
96.9066,10,3.51,8.45,147,15,3,1860
96.34774,11,3.27,8.38,417,40,8,5024
96.34774,11,3.27,8.38,397,40,8,4884
96.197464,11,5.09,9.51,147,15,3,2170
96.197464,11,5.09,9.51,200,20,4,2558
95.72385,9,4.56,10.87,149,15,3,2205
96.197464,11,5.09,9.51,417,40,8,5847
96.197464,11,5.09,9.51,245,25,5,3134
95.481125,10,4.51,10.4,310,30,6,4638
95.481125,10,4.51,10.4,145,15,3,2087
95.481125,10,4.51,10.4,442,45,9,5398
95.74321,13,5.8,11.16,155,15,3,2039
99.18517,13,4.65,10.44,310,30,6,4394
99.18517,13,4.65,10.44,147,15,3,1576
98.368546,12,4.38,9.65,310,30,6,3102
98.368546,12,4.38,9.65,397,40,8,4184
98.368546,12,4.38,9.65,199,20,4,2840
98.368546,12,4.38,9.65,209,20,4,2929
98.368546,12,4.38,9.65,195,20,4,2137
98.368546,12,4.38,9.65,199,20,4,2899
97.74936,17,5.88,11.58,145,15,3,2020
97.74936,17,5.88,11.58,209,20,4,2271
97.74936,17,5.88,11.58,417,40,8,4212
97.74936,17,5.88,11.58,417,40,8,5147
98.30681,20,6.53,11.45,253,25,5,2751
98.376495,16,6.66,10.9,199,20,4,2824
98.376495,16,6.66,10.9,201,20,4,2900
98.376495,16,6.66,10.9,195,20,4,2897
98.857445,19,6.8,11.16,399,40,8,4148
98.857445,19,6.8,11.16,158,15,3,1628
98.87492,18,5.99,11.04,156,15,3,2044
98.87492,18,5.99,11.04,442,45,9,5289
98.87492,18,5.99,11.04,150,15,3,1664
98.87492,18,5.99,11.04,151,15,3,1666
99.72708,17,6.5,10.27,199,20,4,2448
100.1969,16,5.67,9.96,255,25,5,3470
100.1969,16,5.67,9.96,158,15,3,1643
100.33552,13,5.27,11.84,256,25,5,3066
101.6837,8,4.29,8.29,310,30,6,4258
101.6837,8,4.29,8.29,147,15,3,1857
101.191376,10,2.17,5.86,145,15,3,2005
101.191376,10,2.17,5.86,201,20,4,2367
101.191376,10,2.17,5.86,200,20,4,2200
101.191376,10,2.17,5.86,209,20,4,2339
101.191376,10,2.17,5.86,153,15,3,1553
100.48391,13,4.02,9.25,399,40,8,4475
100.48391,13,4.02,9.25,397,40,8,5839
100.632675,13,5.19,11.46,193,20,4,2812
100.48391,13,4.02,9.25,161,15,3,2141
100.48391,13,4.02,9.25,199,20,4,2832
101.42832,16,6.33,10.86,310,30,6,3503
101.42832,16,6.33,10.86,153,15,3,1998
101.42832,16,6.33,10.86,195,20,4,2340
101.8396,16,6.31,11.42,310,30,6,4070
101.94587,15,5.49,10.8,255,25,5,3120
101.94587,15,5.49,10.8,153,15,3,2053
101.94587,15,5.49,10.8,245,25,5,3350
101.40292,14,6.55,9.82,209,20,4,3050
101.40292,14,6.55,9.82,153,15,3,2186
101.40292,14,6.55,9.82,149,15,3,1789
101.40292,14,6.55,9.82,197,20,4,2276
101.13306,17,5.84,11.38,195,20,4,2691
101.13306,17,5.84,11.38,156,15,3,2337
101.13306,17,5.84,11.38,149,15,3,1988
101.13306,17,5.84,11.38,256,25,5,2688
101.37064,18,6.68,11.15,255,25,5,2761
101.37064,18,6.68,11.15,195,20,4,2292
101.37064,18,6.68,11.15,145,15,3,1845
102.46292,19,6.9,11.08,195,20,4,2181
102.6178,19,6.2,10.94,161,15,3,2412
102.6178,19,6.2,10.94,253,25,5,2719
102.6178,19,6.2,10.94,256,25,5,3732
102.10076,18,5.25,11.04,404,40,8,5475
102.10076,18,5.25,11.04,145,15,3,2034
102.10076,18,5.25,11.04,254,25,5,2678
104.34474,13,6.09,10.66,158,15,3,2290
104.34474,13,6.09,10.66,147,15,3,2131
104.34474,13,6.09,10.66,442,45,9,6274
105.95276,12,5.74,12.73,153,15,3,2112
106.83785,11,5.48,11.38,149,15,3,2229
106.83785,11,5.48,11.38,397,40,8,5600
104.59439,6,0,0,158,15,3,2093
104.59439,6,5.48,11.38,255,25,5,3820
103.97648,6,1.69,4.47,149,15,3,1989
103.97648,6,1.69,4.47,399,40,8,4541
103.5261,8,3.73,8.51,209,20,4,3044
103.5261,8,3.73,8.51,199,20,4,2469
103.91241,10,4.55,9.85,310,30,6,4395
104.11391,10,4.98,9.78,156,15,3,1719
104.129105,10,3.79,9.26,254,25,5,3415
104.05844,10,2.79,5.98,147,15,3,2149
104.05844,10,2.79,5.98,404,40,8,4496
104.05844,10,2.79,5.98,255,25,5,2911
104.05844,10,2.79,5.98,147,15,3,2070
104.05844,10,2.79,5.98,397,40,8,4507
103.51637,15,4.66,10.71,149,15,3,1939
103.51637,15,4.66,10.71,201,20,4,2445
103.51637,15,4.66,10.71,152,15,3,1670
104.368675,16,5.12,10.77,155,15,3,1638
104.368675,16,5.12,10.77,199,20,4,2587
104.368675,16,5.12,10.77,200,20,4,2895
105.08001,15,5.71,11.95,199,20,4,2437
105.08001,15,5.71,11.95,153,15,3,2003
105.76848,17,5.2,10.86,147,15,3,1910
106.03468,16,4.88,11.8,149,15,3,1860
106.03468,16,4.88,11.8,417,40,8,6022
106.03468,16,4.88,11.8,145,15,3,2049
105.783745,15,4.76,9.09,158,15,3,1930
105.783745,15,4.76,9.09,209,20,4,2320
105.783745,15,4.76,9.09,200,20,4,2977
106.97725,12,4.52,10.02,149,15,3,2074
106.97725,12,4.52,10.02,193,20,4,2258
106.97725,12,4.52,10.02,253,25,5,3294
106.97725,12,4.52,10.02,151,15,3,1886
106.97725,12,4.52,10.02,201,20,4,2960
106.97725,12,4.52,10.02,200,20,4,2351
106.97725,12,4.52,10.02,255,25,5,3505
106.87124,16,6.02,11.47,256,25,5,2604
106.87124,16,6.02,11.47,255,25,5,3134
106.87124,16,6.02,11.47,199,20,4,2710
107.27715,17,5.25,10.46,193,20,4,2443
107.27715,17,5.25,10.46,156,15,3,1996
107.30842,16,6.43,10.2,254,25,5,3765
107.38783,16,5.68,12.31,158,15,3,2244
107.38783,16,5.68,12.31,158,15,3,1884
107.53439,15,6.06,11.29,197,20,4,2202
107.53439,15,6.06,11.29,256,25,5,2673
107.53439,15,6.06,11.29,193,20,4,2276
107.37258,16,5.82,11.18,145,15,3,1869
107.37258,16,5.82,11.18,199,20,4,2159
107.37258,16,5.82,11.18,151,15,3,1920
107.37258,16,5.82,11.18,253,25,5,3116
107.37258,16,5.82,11.18,245,25,5,3152
106.93905,19,5.06,10.77,193,20,4,2190
106.93905,19,5.06,10.77,147,15,3,1545
106.93905,19,5.06,10.77,156,15,3,2087
106.79424,17,5.96,11.6,417,40,8,4639
106.79424,17,5.96,11.6,254,25,5,3339
106.73484,16,7.58,11.47,245,25,5,3666
106.73484,16,7.58,11.47,256,25,5,2628
106.92747,16,7.03,11.44,156,15,3,1589
106.92747,16,7.03,11.44,147,15,3,1672
106.92747,16,7.03,11.44,256,25,5,2756
106.92747,16,7.03,11.44,245,25,5,2785
106.51176,16,7.08,11.87,161,15,3,1935
106.51176,16,7.08,11.87,151,15,3,1874
106.51176,16,7.08,11.87,152,15,3,2237
106.51176,16,7.08,11.87,161,15,3,1983
106.51176,16,7.08,11.87,158,15,3,1985
106.51176,16,7.08,11.87,149,15,3,1661
106.61939,19,6.72,10.4,253,25,5,2870
106.61939,19,6.72,10.4,197,20,4,2498
106.61939,19,6.72,10.4,153,15,3,1595
106.61939,19,6.72,10.4,147,15,3,2090
106.709526,19,6.51,11.76,150,15,3,2158
106.84481,20,6.44,11.82,156,15,3,1706
19.172321,10,3.24,7.06,147,15,3,1661
19.172321,10,3.24,7.06,442,45,9,6461
19.172321,10,3.24,7.06,153,15,3,1983
19.657032,11,3.9,10.14,158,15,3,2300
19.657032,11,3.9,10.14,254,25,5,3478
22.900232,11,3.58,9.38,209,20,4,2804
22.900232,11,3.58,9.38,255,25,5,3689
22.900232,11,3.58,9.38,155,15,3,2117
29.956423,9,2.55,5.94,151,15,3,2102
28.114264,8,0.5,1.25,147,15,3,1852
28.114264,8,0.5,1.25,442,45,9,6090
27.212053,9,3.31,9.42,155,15,3,2053
27.212053,9,3.31,9.42,161,15,3,2137
27.212053,9,3.31,9.42,155,15,3,1839
27.6825,11,3.2,8.02,158,15,3,1739
27.851301,10,4.28,8.6,417,40,8,6112
30.612377,11,4.82,11.19,193,20,4,2854
30.612377,11,4.82,11.19,147,15,3,1654
37.041782,10,4.65,11.4,253,25,5,2979
37.041782,10,4.65,11.4,147,15,3,2146
37.929276,10,4.08,9.53,199,20,4,2170
37.651875,9,2.91,7.03,156,15,3,1847
37.797718,8,1.73,4.31,442,45,9,6146
39.049095,8,3.55,7.17,255,25,5,2821
39.396873,8,1.32,3.56,150,15,3,1986
37.821,6,0.43,0.97,147,15,3,1788
37.821,6,0.43,0.97,255,25,5,2585
37.821,6,0.43,0.97,255,25,5,3237
36.997677,9,2.59,6.88,158,15,3,2243
36.997677,9,2.59,6.88,442,45,9,5744
38.09946,10,5.42,11.7,150,15,3,1906
38.09946,10,5.42,11.7,145,15,3,1554
38.959003,12,5.41,11.75,161,15,3,2282
38.959003,12,5.41,11.75,193,20,4,1970
40.41286,13,4.84,11.78,152,15,3,1645
40.41286,13,4.84,11.78,397,40,8,5429
40.41286,13,4.84,11.78,158,15,3,1601
40.41286,13,4.84,11.78,149,15,3,2018
40.41286,13,4.84,11.78,147,15,3,1619
40.41286,13,4.84,11.78,201,20,4,2259
42.84646,16,5.68,12.25,397,40,8,4011
47.392338,14,6.16,11.07,399,40,8,4064
47.392338,14,6.16,11.07,209,20,4,3090
47.392338,14,6.16,11.07,152,15,3,1876
47.392338,14,6.16,11.07,255,25,5,3630
47.392338,14,6.16,11.07,255,25,5,3184
51.57057,18,6.34,11.43,150,15,3,1532
59.530807,13,7.04,11.93,199,20,4,2687
59.530807,13,7.04,11.93,442,45,9,6228
59.530807,13,7.04,11.93,255,25,5,3282
61.738052,15,6.07,12.48,147,15,3,1900
61.738052,15,6.07,12.48,209,20,4,2455
63.813484,13,6.57,11.52,254,25,5,3235
64.686714,14,5.12,11.12,156,15,3,1824
64.686714,14,5.12,11.12,161,15,3,1890
64.686714,14,5.12,11.12,152,15,3,1748
64.686714,14,5.12,11.12,199,20,4,2569
65.18273,16,3.47,7.66,147,15,3,1978
65.18273,16,3.47,7.66,256,25,5,3517
65.37479,15,5.03,10.8,197,20,4,2384
69.235,12,5.21,10.16,255,25,5,3124
69.235,12,5.21,10.16,147,15,3,2040
69.235,12,5.21,10.16,193,20,4,2308
68.98628,13,4.12,8.47,254,25,5,3472
68.98628,13,4.12,8.47,149,15,3,2044
68.98628,13,4.12,8.47,152,15,3,2131
68.98628,13,4.12,8.47,193,20,4,1977
69.75863,14,5.38,10.67,254,25,5,3730
69.75863,14,5.38,10.67,149,15,3,1700
69.75863,14,5.38,10.67,442,45,9,6366
69.75863,14,5.38,10.67,255,25,5,3006
69.530426,17,6.53,11.6,199,20,4,2225
69.530426,17,6.53,11.6,442,45,9,5598
69.29517,17,6.41,12.57,158,15,3,1827
69.29517,17,6.41,12.57,245,25,5,3603
69.29517,17,6.41,12.57,158,15,3,1597
69.29517,17,6.41,12.57,201,20,4,2109
69.29517,17,6.41,12.57,254,25,5,3300
69.29517,17,6.41,12.57,255,25,5,3654
68.65607,22,7.58,11.27,442,45,9,5150
68.65607,22,7.58,11.27,149,15,3,1957
68.65607,22,7.58,11.27,199,20,4,2251
70.641624,20,7.21,11.07,150,15,3,1814
70.641624,20,7.21,11.07,150,15,3,2196
70.350044,18,7.2,11.12,399,40,8,4660
70.350044,18,7.2,11.12,197,20,4,2567
70.350044,18,7.2,11.12,404,40,8,5004
72.00881,19,7.15,11.16,254,25,5,3662
72.00881,19,7.15,11.16,158,15,3,2159
72.00881,19,7.15,11.16,158,15,3,1794
74.17853,18,8.03,10.6,442,45,9,4433
74.17853,18,8.03,10.6,156,15,3,2095
75.54771,19,8,9.75,442,45,9,5455
75.54771,19,8,9.75,151,15,3,2215
75.54771,19,8,9.75,417,40,8,5593
77.087425,19,7.61,10.55,158,15,3,1790
79.56613,17,7.45,10.08,397,40,8,4154
79.56613,17,7.45,10.08,310,30,6,3483
79.56613,17,7.45,10.08,149,15,3,1521
82.67347,16,7.78,10.61,153,15,3,1855
82.67347,16,7.78,10.61,197,20,4,2037
85.88279,18,6.45,10.08,195,20,4,2380
85.88279,18,6.45,10.08,156,15,3,2104
85.88279,18,6.45,10.08,199,20,4,2199
89.39902,19,6.07,11.34,152,15,3,2029
92.50067,15,5.76,10.21,253,25,5,3170
92.50067,15,5.76,10.21,197,20,4,2941
95.01714,15,5.86,11.02,201,20,4,2129
94.96131,13,4.83,10.97,161,15,3,2300
94.96131,13,4.83,10.97,245,25,5,3488
94.96131,13,4.83,10.97,254,25,5,3388
94.38895,14,4.29,10.33,404,40,8,5771
94.38895,14,4.29,10.33,147,15,3,1692
94.400696,13,4.4,10.23,149,15,3,1938
94.400696,13,4.4,10.23,197,20,4,2547
94.400696,13,4.4,10.23,195,20,4,2145
94.400696,13,4.4,10.23,209,20,4,2776
94.09146,15,5.41,9.95,310,30,6,3281
94.104706,14,5.49,11.45,149,15,3,1578
94.104706,14,5.49,11.45,193,20,4,1956
94.104706,14,5.49,11.45,404,40,8,5493
94.104706,14,5.49,11.45,193,20,4,2032
94.104706,14,5.49,11.45,199,20,4,2157
94.104706,14,5.49,11.45,158,15,3,1597
93.41237,17,6.16,11.45,254,25,5,3004
93.93144,16,6.5,11.2,199,20,4,2869
93.93144,16,6.5,11.2,149,15,3,2225
93.93144,16,6.5,11.2,155,15,3,1580
93.67926,18,6.96,10.01,161,15,3,1934
93.67926,18,6.96,10.01,149,15,3,1611
94.48731,15,5.56,10.24,156,15,3,1979
94.48731,15,5.56,10.24,158,15,3,1645
94.48731,15,5.56,10.24,397,40,8,5176
94.18399,14,5.12,11.44,152,15,3,1683
94.897026,14,5.51,11.85,158,15,3,2079
94.603264,13,3.76,8.77,152,15,3,1961
94.603264,13,3.76,8.77,145,15,3,2127
93.88441,11,3.69,8.38,256,25,5,3564
94.53479,8,3.07,8.36,156,15,3,2326
94.53479,8,3.07,8.36,158,15,3,2289
93.70625,9,2.36,4.86,149,15,3,2182
91.92356,6,1.66,3.84,156,15,3,2153
90.697914,7,0.18,0.59,156,15,3,1796
90.697914,7,0.18,0.59,201,20,4,2423
90.09583,9,2.86,6.09,199,20,4,2877
90.09583,9,2.86,6.09,197,20,4,2380
89.427895,8,3,6.65,147,15,3,2038
89.427895,8,3,6.65,399,40,8,4208
89.60844,8,4.76,10.62,201,20,4,2512
89.60844,8,4.76,10.62,149,15,3,2034
92.259705,9,5.2,10.64,200,20,4,2980
92.259705,9,5.2,10.64,399,40,8,4683
92.64453,10,4.99,9.72,193,20,4,2595
92.64453,10,4.99,9.72,404,40,8,4859
92.64453,10,4.99,9.72,151,15,3,1788
92.64666,12,5.06,10.06,254,25,5,3003
92.64666,12,5.06,10.06,147,15,3,1691
92.64666,12,5.06,10.06,147,15,3,1546
93.33679,13,5.85,10.95,145,15,3,1589
93.33679,13,5.85,10.95,399,40,8,5128
94.04275,13,5.74,11.54,153,15,3,2059
94.04275,13,5.74,11.54,155,15,3,1780
93.52832,14,4.41,10.77,147,15,3,1671
93.52832,14,4.41,10.77,151,15,3,1961
93.52832,14,4.41,10.77,310,30,6,3728
93.71429,14,4.03,9.32,147,15,3,1713
93.71429,14,4.03,9.32,255,25,5,3245
93.66594,14,5.07,11.24,145,15,3,2150
93.66594,14,5.07,11.24,310,30,6,4544
93.66594,14,5.07,11.24,253,25,5,3663
94.51116,15,5.6,10.81,151,15,3,1698
94.34743,10,4.07,9.55,197,20,4,2382
94.34743,10,4.07,9.55,255,25,5,2913
94.13801,11,4.6,11.02,161,15,3,1924
93.386765,10,2.9,6.57,245,25,5,3410
93.74296,10,2.31,6.02,255,25,5,3486
93.74296,10,2.31,6.02,158,15,3,1845
93.74296,10,2.31,6.02,156,15,3,1616
95.89508,10,3.48,8.51,195,20,4,2799
95.89508,10,3.48,8.51,404,40,8,5349
95.89508,10,3.48,8.51,147,15,3,2192
95.52987,10,3.58,9.29,442,45,9,4460
95.52987,10,3.58,9.29,197,20,4,2883
95.52987,10,3.58,9.29,397,40,8,5636
98.575775,9,5.84,11.09,158,15,3,2064
99.09181,10,4.06,10.85,199,20,4,2500
99.037544,10,2.94,7.5,153,15,3,2063
98.49746,9,2.13,5.1,155,15,3,2192
98.49746,9,2.13,5.1,209,20,4,2495
98.43343,10,2.64,5.9,161,15,3,1998
98.43343,10,2.64,5.9,149,15,3,1908
98.33828,10,3.19,7.71,255,25,5,3237
98.33828,10,3.19,7.71,255,25,5,3772
98.33828,10,3.19,7.71,245,25,5,2731
98.33828,10,3.19,7.71,255,25,5,2678
98.04154,14,5.07,12.97,150,15,3,1806
98.04154,14,5.07,12.97,145,15,3,1509
98.16921,14,5.58,11.78,147,15,3,1776
98.16921,14,5.58,11.78,404,40,8,4794
98.33867,14,5.51,11.87,150,15,3,1570
98.33867,14,5.51,11.87,155,15,3,1948
98.33867,14,5.51,11.87,417,40,8,5563
97.71427,13,6.1,11.5,256,25,5,3794
99.522644,12,4.72,10.48,158,15,3,1842
101.03671,11,4.73,9.27,256,25,5,3036
101.03671,11,4.73,9.27,442,45,9,5455
101.03671,11,4.73,9.27,156,15,3,1935
101.03671,11,4.73,9.27,153,15,3,1701
100.8565,11,5.31,10.87,155,15,3,1893
100.81108,11,5.28,12.71,158,15,3,2004
100.73249,11,3.95,9.02,149,15,3,2155
100.73249,11,3.95,9.02,195,20,4,2127
100.73249,11,3.95,9.02,245,25,5,2782
100.73249,11,3.95,9.02,200,20,4,2403
100.93685,14,4.99,11.53,442,45,9,4690
100.93685,14,4.99,11.53,150,15,3,1594
100.52314,14,4.92,11.95,151,15,3,2097
100.52314,14,4.92,11.95,256,25,5,3527
100.87533,15,5,11.6,397,40,8,4872
100.87533,15,5,11.6,199,20,4,2239
100.678825,13,5.86,10.84,195,20,4,2656
100.69222,11,4.44,11.38,199,20,4,2480
100.69222,11,4.44,11.38,255,25,5,2909
101.10303,12,4.52,11.56,158,15,3,1603
101.32431,11,4.41,9.69,209,20,4,2972
101.28486,11,3.3,7.55,310,30,6,3614
101.220245,10,3.42,8,397,40,8,4732
100.64614,10,2.88,6.77,161,15,3,1772
100.64614,10,2.88,6.77,147,15,3,2079
100.150116,8,2.27,6.64,149,15,3,1849
100.150116,8,2.27,6.64,256,25,5,2964
99.76366,9,3.03,7.97,200,20,4,2085
99.76366,9,3.03,7.97,193,20,4,2390
99.0481,9,1.46,4.46,209,20,4,2210
99.0481,9,1.46,4.46,255,25,5,3485
99.0481,9,1.46,4.46,255,25,5,2715
99.0481,9,1.46,4.46,310,30,6,3282
99.40344,11,5.18,11.21,155,15,3,1856
99.40344,11,5.18,11.21,199,20,4,2022
99.40344,11,5.18,11.21,158,15,3,2091
100.22364,13,5.19,11.42,209,20,4,2546
100.22364,13,5.19,11.42,151,15,3,1753
100.22364,13,5.19,11.42,155,15,3,1617
100.22364,13,5.19,11.42,442,45,9,5561
100.22364,13,5.19,11.42,151,15,3,1766
100.10574,17,6.54,11.14,151,15,3,1695
100.10574,17,6.54,11.14,193,20,4,2463
100.10574,17,6.54,11.14,200,20,4,2717
100.10982,19,6.75,10.77,197,20,4,2207
100.10982,19,6.75,10.77,404,40,8,4648
100.15213,13,7.58,10.55,404,40,8,4745
100.15213,13,7.58,10.55,254,25,5,2552
100.15213,13,7.58,10.55,199,20,4,2379
100.15213,13,7.58,10.55,199,20,4,2519
100.782425,10,5.38,10.44,404,40,8,4316
100.782425,10,5.38,10.44,147,15,3,1994
101.522995,9,3.36,7.99,253,25,5,3078
101.522995,9,3.36,7.99,199,20,4,2644
101.50046,11,4.51,8.93,254,25,5,2635
101.50046,11,4.51,8.93,417,40,8,5961
102.92684,9,5.04,10.62,399,40,8,4030
102.92684,9,5.04,10.62,255,25,5,2858
103.978836,11,5.06,10.85,193,20,4,2419
103.978836,11,5.06,10.85,253,25,5,3071
103.978836,11,5.06,10.85,156,15,3,2319
103.27766,10,3.16,6.75,158,15,3,1637
102.66623,10,1.62,4.08,158,15,3,1845
102.66623,10,1.62,4.08,145,15,3,1854
102.66623,10,1.62,4.08,147,15,3,1544
102.66623,10,1.62,4.08,153,15,3,1530
102.66623,10,1.62,4.08,254,25,5,3315
102.6249,13,3.7,8.07,152,15,3,1705
102.6249,13,3.7,8.07,149,15,3,1823
102.6249,13,3.7,8.07,417,40,8,4680
102.8673,16,4.84,11.34,153,15,3,1536
103.7002,10,4.08,9.38,156,15,3,2338
103.47457,7,1.76,3.59,156,15,3,1799
102.130455,4,0,0,195,20,4,2603
102.130455,4,1.76,3.59,147,15,3,2150
102.130455,4,1.76,3.59,156,15,3,1903
101.79562,6,1.57,4.09,151,15,3,1727
101.61113,6,2.65,6.45,442,45,9,5812
101.61113,6,2.65,6.45,152,15,3,2074
101.61113,6,2.65,6.45,201,20,4,2413
101.61113,6,2.65,6.45,255,25,5,2969
102.63034,9,5.18,10.69,152,15,3,1625
102.63034,9,5.18,10.69,145,15,3,1690
103.02075,10,4.45,8.6,193,20,4,2568
103.02075,10,4.45,8.6,156,15,3,2199
103.02075,10,4.45,8.6,193,20,4,2676
102.67146,10,3.23,7.78,199,20,4,2325
102.1078,7,2.22,6.17,158,15,3,2337
101.46562,8,0.65,1.14,255,25,5,2971
102.1078,7,2.22,6.17,155,15,3,2023
101.324425,9,4.15,10,254,25,5,3258
101.324425,9,4.15,10,199,20,4,2046
101.8237,9,5.36,9.9,199,20,4,2455
101.8237,9,5.36,9.9,150,15,3,1847
101.8237,9,5.36,9.9,145,15,3,1677
18.235416,13,4.86,10.57,147,15,3,2170
18.235416,13,4.86,10.57,150,15,3,1937
18.235416,13,4.86,10.57,255,25,5,3091
21.49935,16,5.07,11.4,158,15,3,2010
21.49935,16,5.07,11.4,201,20,4,2497
28.271528,17,5.18,10.28,149,15,3,2174
28.80225,13,4.3,8.61,151,15,3,2016
28.80225,13,4.3,8.61,399,40,8,4899
28.80225,13,4.3,8.61,255,25,5,3505
28.80225,13,4.3,8.61,158,15,3,2290
35.900642,8,3.71,8.99,253,25,5,3718
35.900642,8,3.71,8.99,155,15,3,1815
35.900642,8,3.71,8.99,158,15,3,1986
32.61133,6,0.34,0.62,147,15,3,1671
32.61133,6,0.34,0.62,149,15,3,1948
32.61133,6,0.34,0.62,147,15,3,1668
32.61133,6,0.34,0.62,152,15,3,2248
