TotalWork,TotalSetup,SumDuration,SumOperations,ProductionOrders,CycleTime
5.1,11.84,149,15,3,1899
5.1,11.84,201,20,4,2339
5.1,11.84,147,15,3,1966
5.1,11.84,155,15,3,2021
5.1,11.84,195,20,4,2530
6.64,11.35,404,40,8,4564
6.64,11.35,417,40,8,5974
6.64,11.35,209,20,4,2473
7.33,11.98,245,25,5,2745
7.33,11.98,199,20,4,2108
7.33,11.98,310,30,6,3300
8.68,10.58,151,15,3,1947
8.68,10.58,155,15,3,2292
7.38,10.95,209,20,4,2759
7.38,10.95,199,20,4,2887
4.15,8.09,153,15,3,1663
1.93,4.1,442,45,9,5793
1.76,4.06,199,20,4,2634
1.69,4.26,245,25,5,3631
1.02,2.88,149,15,3,1608
1.62,4.5,158,15,3,1760
1.62,4.5,151,15,3,1995
2.15,5.19,201,20,4,2656
0.19,0.31,199,20,4,2965
0.19,0.31,151,15,3,1609
1.44,3.12,149,15,3,1786
3.14,6.76,417,40,8,5457
3.75,7.93,158,15,3,2100
3.75,7.93,442,45,9,5844
3.57,9.18,209,20,4,2233
3.57,9.18,147,15,3,2159
3.57,9.18,147,15,3,1946
3.57,9.18,156,15,3,1890
4.57,11.32,156,15,3,1727
4.2,11.15,193,20,4,2415
4.2,11.15,158,15,3,1923
4.2,11.15,150,15,3,1773
4.2,11.15,153,15,3,2152
4.75,9.95,193,20,4,2803
4.75,9.95,156,15,3,1615
4.75,9.95,253,25,5,2809
4.75,9.95,256,25,5,3362
5.38,11.6,201,20,4,2215
5.38,11.6,150,15,3,2181
5.38,11.6,200,20,4,2500
4.49,9.81,310,30,6,4252
4.6,11.57,255,25,5,3365
4.55,11.3,254,25,5,3144
4.55,11.3,199,20,4,2533
4.26,9.17,147,15,3,1645
4.26,9.17,255,25,5,2570
3.18,8.78,147,15,3,1715
3.18,8.78,193,20,4,2520
3.18,8.78,253,25,5,2854
3.18,8.78,199,20,4,1993
5.44,12.12,253,25,5,3174
5.44,12.12,195,20,4,2421
4.14,8.82,256,25,5,2817
5.54,10.74,399,40,8,5243
5.54,10.74,153,15,3,1799
5.54,10.78,156,15,3,1750
5.54,10.78,153,15,3,2270
5.54,10.78,197,20,4,2902
3.84,9.49,256,25,5,3213
4.39,10.29,147,15,3,1658
4.14,9.06,149,15,3,2186
4.14,9.06,152,15,3,1866
2.74,7.09,150,15,3,1590
2.74,7.09,253,25,5,3071
2.74,7.09,156,15,3,1928
2.74,7.09,149,15,3,1708
2.6,5.32,399,40,8,5349
3.63,9.09,147,15,3,1684
1.38,3.62,147,15,3,2183
1.38,3.62,404,40,8,5509
1.38,3.62,199,20,4,2124
1.38,3.62,199,20,4,2793
1.25,3.65,147,15,3,1774
1.25,3.65,199,20,4,2096
6.54,10.24,200,20,4,2157
6.54,10.24,156,15,3,2106
4.77,9.29,151,15,3,1633
4.77,9.29,145,15,3,1801
4.66,11.05,442,45,9,6000
4.66,11.05,417,40,8,5746
4.66,11.05,151,15,3,2010
6.12,12.35,399,40,8,5091
6.12,12.35,145,15,3,2083
6.78,11.75,193,20,4,2870
6.78,11.75,245,25,5,3369
6.78,11.75,199,20,4,2045
6.56,12.06,201,20,4,2496
4.97,11.12,161,15,3,2164
4.97,11.12,158,15,3,1706
4.97,11.12,245,25,5,3278
4.27,10.77,199,20,4,2822
4.25,10.66,256,25,5,3289
4.25,10.66,153,15,3,1855
4.25,10.66,149,15,3,1644
4.25,10.66,150,15,3,1834
4.7,10.69,152,15,3,1904
4.7,10.69,193,20,4,2396
4.29,10.8,201,20,4,2956
4.29,10.8,200,20,4,2386
4.29,10.8,255,25,5,2587
5.55,11.65,397,40,8,4966
5.5,11.47,253,25,5,3748
5.76,12.62,200,20,4,2952
4.54,10.65,195,20,4,2103
4.54,10.65,310,30,6,3484
4.54,10.65,417,40,8,4746
4.14,9.65,442,45,9,5337
4.14,9.65,156,15,3,1846
5.7,12.93,417,40,8,5297
5.7,12.93,442,45,9,4857
5.57,11.23,151,15,3,2191
5.79,12.45,200,20,4,2604
5.79,12.45,397,40,8,4444
5.79,12.45,199,20,4,2107
6.31,11.77,147,15,3,2110
6.31,11.77,199,20,4,2966
6.31,11.77,149,15,3,2064
4.39,10.85,153,15,3,1876
4.39,10.85,153,15,3,2084
4.23,11.69,193,20,4,2063
4.23,11.69,149,15,3,2112
4.23,11.69,149,15,3,1980
3.06,7.26,149,15,3,1724
3.06,7.26,147,15,3,2068
2.85,6.4,158,15,3,1836
1.6,3.29,161,15,3,1903
1.6,3.29,145,15,3,1742
1.6,3.29,200,20,4,2390
2.91,6.78,156,15,3,2137
2.91,6.78,399,40,8,4935
2.91,6.78,147,15,3,1929
4.35,10.19,156,15,3,2189
4.72,10.62,399,40,8,5096
4.44,9.64,156,15,3,2181
4.44,9.64,199,20,4,2411
4.44,9.64,156,15,3,2317
3.96,9.31,152,15,3,2005
4.16,10.08,397,40,8,4242
4.16,10.08,145,15,3,1481
4.16,10.08,152,15,3,2223
4.16,10.08,150,15,3,1837
4.56,10.25,158,15,3,2369
4.56,10.25,156,15,3,2104
4.26,10.32,193,20,4,2220
4.26,10.32,147,15,3,2055
4.26,10.32,199,20,4,2139
4.26,10.32,151,15,3,1510
4.26,10.32,152,15,3,1873
4.26,10.32,310,30,6,4546
5.41,10.99,245,25,5,2693
5.41,10.99,255,25,5,3150
5.41,10.99,209,20,4,2366
6.54,11.82,150,15,3,1714
6.54,11.82,158,15,3,1686
6.48,10.56,197,20,4,2267
6.48,10.56,147,15,3,1731
5.02,10.7,195,20,4,2895
5.02,10.7,151,15,3,2157
5.02,10.7,404,40,8,5019
5.02,10.7,193,20,4,2165
6.49,11.34,255,25,5,3280
6.74,12.78,158,15,3,1720
6.74,12.78,155,15,3,2314
6.74,12.78,147,15,3,1520
6.74,12.78,310,30,6,4187
6.74,12.78,201,20,4,2724
5.71,10.92,201,20,4,2985
6.72,11.62,404,40,8,4513
6.72,11.62,145,15,3,1709
6.08,12.81,255,25,5,2737
6.08,12.81,245,25,5,3452
5.99,11.91,245,25,5,2533
6.04,10.79,399,40,8,5696
5.45,11.9,201,20,4,2379
5.45,11.9,150,15,3,2153
5.45,11.9,193,20,4,2834
3.76,10.21,156,15,3,2070
3.76,10.21,150,15,3,1882
4.43,9.73,201,20,4,2566
3.98,9.72,147,15,3,2119
3.98,9.72,200,20,4,2477
3.98,9.72,158,15,3,2288
4.7,11.04,150,15,3,1638
4.7,11.04,209,20,4,2843
4.7,11.04,199,20,4,2974
4.7,11.04,200,20,4,2337
4.99,10.5,152,15,3,2160
4.99,10.5,151,15,3,1996
4.73,9.5,193,20,4,2452
4.73,9.5,158,15,3,2266
4.73,9.5,200,20,4,2504
4.73,9.5,209,20,4,2393
5.09,12.23,310,30,6,3190
5.09,12.23,397,40,8,4380
5.09,12.23,310,30,6,4274
5.09,12.23,156,15,3,2169
5.09,12.23,158,15,3,1801
7.05,11.15,149,15,3,2191
5.96,11.62,442,45,9,6099
5.96,11.62,245,25,5,3362
5.96,11.62,156,15,3,1600
5.77,11.5,195,20,4,2026
5.62,10.38,145,15,3,1983
5.62,10.38,255,25,5,3416
5.62,10.38,442,45,9,5918
5.09,12.44,158,15,3,2318
5.09,12.44,147,15,3,1534
5.09,12.44,399,40,8,4189
5.09,12.44,209,20,4,2349
5.09,12.44,156,15,3,2266
5.73,11.83,199,20,4,2170
5.73,11.83,197,20,4,2667
6.86,12.31,417,40,8,5010
6.18,12.56,153,15,3,1556
5.6,11.73,150,15,3,2217
5.6,11.73,156,15,3,2017
3.93,9.12,256,25,5,3495
3.93,9.12,254,25,5,3541
3.93,9.12,253,25,5,2725
3.93,9.12,153,15,3,2157
5.02,9.32,397,40,8,5862
5.02,9.32,404,40,8,5366
5.02,9.32,254,25,5,3518
5.02,9.32,151,15,3,1684
5.02,9.32,200,20,4,2842
6.88,12.21,255,25,5,3781
6.96,11.45,149,15,3,1760
6.96,11.45,209,20,4,2638
4.62,9.72,255,25,5,2688
4.99,9.11,397,40,8,4013
4.99,9.11,200,20,4,2711
4.99,9.11,255,25,5,2629
5.41,12.68,200,20,4,2652
4.42,9.79,161,15,3,2390
4.42,9.79,209,20,4,3057
4.42,9.79,209,20,4,2865
3.62,6.38,197,20,4,2840
3.62,6.38,150,15,3,2052
4.29,8.22,404,40,8,4758
4.29,8.22,397,40,8,4889
5.43,12.04,161,15,3,1860
5.43,12.04,256,25,5,2914
5.43,12.04,254,25,5,2992
5.43,12.04,254,25,5,3170
6.8,11.65,255,25,5,3681
6.8,11.65,255,25,5,2555
6.51,12.38,158,15,3,1905
6.51,12.38,417,40,8,4276
7.21,11.79,245,25,5,2934
7.21,11.79,195,20,4,2613
7.21,11.79,397,40,8,5082
6.23,12.54,158,15,3,2366
6.23,12.54,156,15,3,2244
6.2,12.48,149,15,3,1746
6.2,12.48,404,40,8,5319
5.5,13.45,145,15,3,2149
5.5,13.45,156,15,3,1813
5.5,13.45,255,25,5,3802
4.97,11.54,155,15,3,2060
4.97,11.54,197,20,4,2019
3.14,6.95,147,15,3,2074
3.14,6.95,156,15,3,1808
3.14,6.95,195,20,4,2039
3.14,6.95,153,15,3,2123
4.85,10.7,254,25,5,3419
4.69,11.48,149,15,3,1699
3.36,7.55,158,15,3,1967
3.36,7.55,195,20,4,2012
2.64,6.42,245,25,5,3458
2.64,6.42,195,20,4,2507
4.32,9.21,442,45,9,5433
4.32,9.21,158,15,3,1925
4.32,9.21,255,25,5,2667
5.95,10.99,254,25,5,2955
5.95,10.99,200,20,4,2879
7.36,11.42,149,15,3,1638
7.36,11.42,255,25,5,3644
5.73,11.72,152,15,3,2066
5.73,11.72,245,25,5,3658
5.73,11.72,147,15,3,1718
6.72,11.46,209,20,4,2280
6.2,11.27,147,15,3,1670
6.2,11.27,161,15,3,1851
5.22,11.42,147,15,3,1593
5.22,11.42,150,15,3,1597
5.22,11.42,209,20,4,2252
4.69,10.38,147,15,3,1704
2.28,6.05,156,15,3,1724
3.16,8.98,255,25,5,2851
3.15,7.88,156,15,3,2000
3.88,10.44,397,40,8,4780
2.22,5.35,147,15,3,1561
2.22,5.35,245,25,5,2660
2.81,7.02,245,25,5,2770
2.81,7.02,256,25,5,3089
4.28,10.52,145,15,3,2084
2.01,4.29,195,20,4,1952
1.83,4.69,199,20,4,2394
1.83,4.69,209,20,4,3054
2.1,6.1,199,20,4,2431
2.1,6.1,161,15,3,2246
2.1,6.1,151,15,3,1740
2.41,6.52,151,15,3,1963
2.96,7.24,153,15,3,1572
2.96,7.24,417,40,8,5840
2.96,7.24,200,20,4,2660
2.96,7.24,161,15,3,2276
5.28,10.94,404,40,8,5645
5.28,10.94,149,15,3,1930
1.07,2.38,145,15,3,1635
1.46,4.33,404,40,8,4929
1.46,4.33,147,15,3,1662
1.46,4.33,195,20,4,2890
3.92,9.69,156,15,3,1858
3.92,9.69,145,15,3,1751
3.92,9.69,417,40,8,5412
2.38,6.35,156,15,3,1624
2.38,6.35,209,20,4,2940
5.06,11.31,197,20,4,2906
5.06,11.31,155,15,3,1928
5.06,11.31,156,15,3,2039
5.06,11.31,254,25,5,3243
5.17,11.27,156,15,3,2261
5.17,11.27,147,15,3,1537
5.17,11.27,255,25,5,2575
5.17,11.27,161,15,3,1844
6.22,11.71,197,20,4,2501
6.22,11.71,442,45,9,6185
5.64,12.47,156,15,3,2228
5.64,12.47,161,15,3,2361
5.88,11.44,151,15,3,2228
5.88,11.44,442,45,9,6623
5.88,11.44,156,15,3,2268
5.88,11.44,152,15,3,1908
5.92,12.24,156,15,3,2185
5.92,12.24,147,15,3,1929
5.92,12.24,404,40,8,5126
5.92,12.24,197,20,4,2520
5.92,12.24,153,15,3,2054
5.92,12.24,155,15,3,1562
5.92,12.24,149,15,3,2091
5.92,12.24,149,15,3,2078
6.97,11.62,200,20,4,2292
6.92,12.48,158,15,3,1702
6.95,11.7,310,30,6,3536
2.48,5.31,209,20,4,2436
2.48,5.31,155,15,3,1837
2.48,5.31,255,25,5,3750
3.08,7.86,397,40,8,5670
3.08,7.86,310,30,6,4150
4.8,9.82,254,25,5,3502
4.8,9.82,404,40,8,4733
4.8,9.82,153,15,3,2169
5.93,11.93,255,25,5,2994
4.23,9.43,399,40,8,4973
4.07,9.68,147,15,3,1544
4.07,9.68,156,15,3,1886
3.69,8.14,150,15,3,2243
3.69,8.14,151,15,3,1628
3.69,8.14,147,15,3,1895
3.69,8.14,158,15,3,2125
3.69,8.14,255,25,5,3475
3.85,8.83,201,20,4,2363
3.85,8.83,152,15,3,1953
3.85,8.83,149,15,3,1734
5.03,10.42,199,20,4,2049
3.58,9.3,193,20,4,2289
3.58,9.3,195,20,4,2543
3.58,9.3,254,25,5,2708
4.18,9.41,149,15,3,2010
4.18,9.41,255,25,5,2751
4.26,11.45,156,15,3,1643
4.26,11.45,153,15,3,1576
4.29,9.29,149,15,3,2076
4.29,9.29,152,15,3,1972
4.29,9.29,145,15,3,2054
4.29,9.29,197,20,4,2528
4.92,10.4,256,25,5,3274
4.7,10.78,155,15,3,2037
3.7,8.48,245,25,5,3373
3.51,7.58,397,40,8,4453
3.51,7.58,158,15,3,1965
3.51,7.58,149,15,3,2165
4.54,10.78,245,25,5,2670
4.54,10.78,158,15,3,1602
4.54,10.78,193,20,4,2681
1.84,4.26,256,25,5,2686
1.84,4.26,161,15,3,2113
1.54,3.75,161,15,3,1948
2.08,5.84,199,20,4,2885
2.08,5.84,253,25,5,2990
3.44,8.49,155,15,3,1823
3.44,8.49,161,15,3,2081
4.21,11.66,417,40,8,5464
4.21,11.66,417,40,8,4707
4.59,11.49,161,15,3,2201
4.59,11.49,197,20,4,2140
4.59,11.49,156,15,3,2296
4.59,11.49,209,20,4,2642
4.59,11.49,310,30,6,4128
5.53,12.43,150,15,3,1639
2.27,6.41,158,15,3,2202
0.62,1.06,255,25,5,3197
0.62,1.06,199,20,4,2892
3.81,8.76,199,20,4,2960
3.81,8.76,245,25,5,3259
3.97,9.5,158,15,3,2362
3.97,9.5,156,15,3,1897
3.97,9.5,197,20,4,2470
3.97,9.5,397,40,8,5716
3.97,9.5,156,15,3,2010
5.12,10.74,199,20,4,2610
5.12,10.74,156,15,3,2103
5.12,10.74,147,15,3,1767
5.84,10.98,255,25,5,3286
5.21,10.52,158,15,3,1708
5.21,10.52,155,15,3,2265
5.21,10.52,149,15,3,2067
5.21,10.52,442,45,9,6062
5.21,10.52,147,15,3,1557
5.62,10.96,442,45,9,4507
5.62,10.96,255,25,5,2699
6.84,12,147,15,3,2105
6.84,12,199,20,4,2436
6.84,12,199,20,4,2163
7.45,12.04,417,40,8,4617
7.45,12.04,151,15,3,2240
7.45,12.04,417,40,8,5163
7.45,12.04,254,25,5,3395
7.45,12.04,149,15,3,1979
7.45,12.04,158,15,3,2087
7.54,11.07,155,15,3,1685
7.54,11.07,253,25,5,2534
7.94,11.43,156,15,3,1862
7.94,11.43,197,20,4,2101
6.96,12.35,199,20,4,2342
6.96,12.35,161,15,3,2355
6.96,12.35,199,20,4,2805
6.97,12.02,156,15,3,2296
6.01,11.28,158,15,3,2286
6.01,11.28,310,30,6,3133
5.64,9.86,151,15,3,1781
5.64,9.86,442,45,9,5980
5.64,9.86,200,20,4,2857
6.22,11.31,442,45,9,5576
6.22,11.31,199,20,4,2820
7.43,10.64,151,15,3,1549
7.43,10.64,200,20,4,2162
7.43,10.64,245,25,5,3410
7.43,10.64,256,25,5,2888
6.55,11.71,150,15,3,2195
5.94,12.35,193,20,4,2325
4.31,10.69,161,15,3,1727
4.31,10.69,158,15,3,1989
4.31,10.69,197,20,4,2824
3.88,8.96,152,15,3,1903
3.88,8.96,147,15,3,2121
2.78,5.65,200,20,4,2190
2.78,5.65,195,20,4,2266
2.19,5.64,151,15,3,1599
2.19,5.64,149,15,3,2203
2.19,5.64,158,15,3,1909
2.19,5.64,161,15,3,1914
3.39,9.54,200,20,4,2957
5.32,10.99,147,15,3,2068
5.32,10.99,158,15,3,2055
3.82,8.5,158,15,3,1607
3.82,8.5,310,30,6,4427
4.62,11.08,195,20,4,2517
4.62,11.08,147,15,3,2125
4.09,9.9,201,20,4,2626
1.79,3.73,155,15,3,2078
1.79,3.73,155,15,3,2194
0.77,1.83,195,20,4,2160
2.82,7.08,155,15,3,1827
2.82,7.08,256,25,5,3393
2.82,7.08,209,20,4,2564
2.89,8.19,147,15,3,2067
4.49,11.26,209,20,4,2570
3.71,8.79,156,15,3,2065
3.71,8.79,155,15,3,2196
1.38,3.29,193,20,4,2610
1.38,3.29,158,15,3,1873
3.6,8.58,149,15,3,1841
3.6,8.58,255,25,5,3220
3.6,8.58,404,40,8,4730
3.16,7.02,417,40,8,5632
3.16,7.02,245,25,5,3627
3.16,7.02,245,25,5,3604
3.16,7.02,156,15,3,2262
6.2,12.01,151,15,3,1600
6.16,11.67,197,20,4,2900
6.81,12,397,40,8,4277
6.81,12,253,25,5,3487
6.81,12,149,15,3,1737
6.81,12,254,25,5,3454
5.73,11,147,15,3,1574
5.28,12.82,197,20,4,2599
5.28,12.82,199,20,4,2818
5.28,12.82,199,20,4,2652
5.28,12.82,310,30,6,4217
5.35,11.77,199,20,4,2503
5.35,11.77,253,25,5,2820
6.12,11.6,417,40,8,5242
6.68,11.29,255,25,5,3640
6.68,11.29,397,40,8,4197
6.68,11.29,417,40,8,5027
7.9,11.75,310,30,6,4148
7.9,11.75,161,15,3,2299
7.9,11.75,149,15,3,2019
7.3,11.6,201,20,4,2602
5.86,10.32,199,20,4,2032
4.9,11.33,150,15,3,1751
4.9,11.33,397,40,8,4691
3.22,8.78,255,25,5,3607
3.22,8.78,156,15,3,2150
3.22,8.78,193,20,4,2173
3.22,8.78,149,15,3,1933
5.17,11.99,310,30,6,3143
4.67,9.12,255,25,5,3577
4.67,9.12,145,15,3,1704
4.67,9.12,151,15,3,2209
4.67,9.12,255,25,5,3769
4.67,9.12,199,20,4,2828
3.99,8.36,150,15,3,2117
5.43,11.27,153,15,3,2148
5.43,11.27,195,20,4,2118
3.83,9.88,255,25,5,2849
4.13,9.38,442,45,9,5006
4.13,9.38,149,15,3,1750
3.36,7.7,149,15,3,1561
3.36,7.7,404,40,8,5574
1.01,2.5,149,15,3,1666
1.01,2.5,255,25,5,2848
1.01,2.5,254,25,5,2660
1.01,2.5,156,15,3,1895
1.01,2.5,200,20,4,2806
4.01,9.46,155,15,3,2001
4.01,9.46,147,15,3,1597
4.64,9.69,156,15,3,1618
4.64,9.69,156,15,3,1920
4.64,9.69,399,40,8,5816
4.64,9.69,149,15,3,1979
4.24,10.27,199,20,4,2747
4.24,10.27,254,25,5,3082
4.24,10.27,209,20,4,2849
5.21,10.5,199,20,4,2442
5.21,10.5,200,20,4,2028
5.21,10.5,399,40,8,5574
4.5,10.73,199,20,4,2583
4.5,10.73,199,20,4,2897
5.76,11.3,149,15,3,2064
5.76,11.3,155,15,3,1683
4.51,10.59,158,15,3,2125
4.51,10.59,255,25,5,2768
4.77,11.32,397,40,8,4473
3.7,9.22,255,25,5,2882
3.7,9.22,149,15,3,1497
3.7,9.22,150,15,3,2033
2.96,5.79,156,15,3,1562
2.94,8.31,149,15,3,1752
2.44,6.18,151,15,3,1613
2.44,6.18,256,25,5,3460
1.55,4.53,404,40,8,4251
1.55,4.53,254,25,5,3030
1.55,4.53,156,15,3,1957
1.55,4.53,201,20,4,2157
1.55,4.53,245,25,5,2697
6.31,11.5,195,20,4,2848
6.31,11.5,310,30,6,3742
5.6,11.74,152,15,3,1619
5.6,11.74,156,15,3,1896
5.04,10.77,255,25,5,2847
1.91,4.69,155,15,3,1734
1.91,4.69,201,20,4,2540
1.83,4.52,199,20,4,2004
1.83,4.52,255,25,5,3526
2.73,6.73,253,25,5,3245
2.73,6.73,253,25,5,3634
4.19,9.66,153,15,3,1788
3.69,7.42,150,15,3,1726
3.69,7.42,149,15,3,2129
5.2,11.19,155,15,3,1741
5.2,11.19,147,15,3,1972
5.2,11.19,145,15,3,2002
5.74,11.18,150,15,3,1685
5.38,10.46,147,15,3,1495
5.38,10.46,399,40,8,5930
5.38,10.46,147,15,3,1843
6.93,10.46,195,20,4,2751
6.93,10.46,255,25,5,2910
6.93,10.46,152,15,3,2001
6.34,9.97,155,15,3,1969
6.1,11.07,201,20,4,2185
6.1,11.07,149,15,3,2197
5.05,10.54,149,15,3,1618
5.05,10.54,152,15,3,1718
3.52,8.72,147,15,3,1627
3.52,8.72,149,15,3,1770
3.66,9.02,256,25,5,3306
3.66,9.02,199,20,4,2014
3.66,9.02,442,45,9,5177
4.73,11.57,156,15,3,1835
4.73,11.57,153,15,3,1737
3.34,8.17,442,45,9,4533
3.34,8.17,199,20,4,2778
4.62,11.28,397,40,8,4597
4.62,11.28,200,20,4,2800
4.62,11.28,404,40,8,4625
4.47,8.7,161,15,3,1673
1.88,4.47,156,15,3,2177
1.88,4.47,155,15,3,2018
2.59,4.65,155,15,3,2006
2.59,4.65,149,15,3,1623
2.59,4.65,199,20,4,2570
2.59,4.65,397,40,8,4305
4.68,8.46,158,15,3,1863
4.68,8.46,147,15,3,2035
5,11.74,201,20,4,2678
3.8,8.61,158,15,3,1765
4,9.26,254,25,5,3784
2.46,6.49,310,30,6,4338
2.46,6.49,255,25,5,2799
3.99,10,255,25,5,3450
3.99,10,256,25,5,3053
4.04,9.28,310,30,6,3585
4.04,9.28,253,25,5,3197
3.68,9.33,199,20,4,2335
2.85,5.88,158,15,3,2110
1.47,3.46,255,25,5,3414
1.47,3.46,156,15,3,1958
1.47,3.46,147,15,3,1676
2.72,6.25,147,15,3,1759
2.72,6.25,201,20,4,2946
2.72,6.25,153,15,3,1557
2.72,6.25,442,45,9,6293
3.12,8.24,195,20,4,2915
3.12,8.24,193,20,4,2026
5.72,11.95,156,15,3,1608
5.72,11.95,147,15,3,2089
4.92,11.87,417,40,8,4200
4.92,11.87,201,20,4,2799
5.53,12.33,255,25,5,3651
4.74,12.3,156,15,3,2317
4.74,12.3,417,40,8,4300
4.15,9.68,404,40,8,4423
4.15,9.68,156,15,3,1788
4.15,9.68,397,40,8,5081
4.15,9.68,253,25,5,3692
6.24,11.45,397,40,8,5202
6.88,12.27,147,15,3,2197
6.88,12.27,397,40,8,4074
6.88,12.27,417,40,8,4602
7.12,10.77,417,40,8,5279
7.12,10.77,147,15,3,1610
7.31,11.03,417,40,8,5365
2.47,6.08,161,15,3,2242
2.47,6.08,152,15,3,1890
2.47,6.08,209,20,4,2945
2.47,6.08,255,25,5,3723
2.47,6.08,399,40,8,4393
2.65,6.27,145,15,3,1720
2.65,6.27,245,25,5,3401
3.66,9.27,158,15,3,2125
3.66,9.27,156,15,3,2036
3.66,9.27,255,25,5,3007
3.66,9.27,158,15,3,1703
4.06,9.36,442,45,9,5602
4.06,9.36,245,25,5,2748
4.06,9.36,149,15,3,1753
5.33,11.06,151,15,3,1984
5.33,12.28,442,45,9,5907
5.33,12.28,153,15,3,1832
5.33,12.28,199,20,4,2050
5.33,12.28,193,20,4,2348
5.49,11.47,199,20,4,2249
5.49,11.47,399,40,8,4913
5.49,11.47,161,15,3,1739
5.49,11.47,310,30,6,3736
5.19,11.77,256,25,5,3248
5.95,10.96,151,15,3,1790
5.95,10.96,399,40,8,4419
5.68,12.71,255,25,5,3412
5.81,11.34,417,40,8,4376
5.81,11.34,147,15,3,1933
5.53,12,147,15,3,1724
3.76,9.7,153,15,3,1880
3.76,9.7,197,20,4,2174
3.76,9.7,399,40,8,4741
3.76,9.7,310,30,6,4437
4.34,8.79,158,15,3,1843
4.34,8.79,255,25,5,3264
4.34,8.79,442,45,9,4976
4.83,11.93,199,20,4,2182
4.83,11.93,156,15,3,1841
6.06,12.94,201,20,4,2548
6.06,12.94,158,15,3,2348
5.28,11.1,147,15,3,1960
4.64,11.05,404,40,8,5759
3.69,10.35,310,30,6,3101
3.69,10.35,253,25,5,2747
3.69,10.35,158,15,3,2186
3.69,10.35,161,15,3,2302
4.76,12.12,256,25,5,2784
3.49,8.54,145,15,3,1962
2.78,7.28,442,45,9,5941
2.78,7.28,310,30,6,3533
2.78,7.28,156,15,3,2227
2.78,7.28,155,15,3,1625
2.78,7.28,399,40,8,5071
2.78,7.28,310,30,6,4403
6.21,10.85,442,45,9,5391
5.97,10.68,158,15,3,1787
5.97,10.68,253,25,5,3021
5.97,10.68,151,15,3,1707
3.91,9.2,254,25,5,3404
3.91,9.2,150,15,3,2061
5.12,10.48,152,15,3,1524
5.12,10.48,149,15,3,1979
5.12,10.48,156,15,3,1933
4.95,12.3,161,15,3,1876
4.95,12.3,245,25,5,3528
4.88,11.74,255,25,5,3193
4.88,11.74,149,15,3,1957
4.69,10.86,149,15,3,2181
4.69,10.86,404,40,8,5002
4.69,10.86,161,15,3,1792
4.69,12.83,255,25,5,3774
4.69,12.83,147,15,3,1624
4.69,12.83,310,30,6,3690
4.69,12.83,255,25,5,3629
4.69,12.83,156,15,3,1950
6.8,11.62,245,25,5,2574
6.8,11.62,151,15,3,1606
5.38,11.4,255,25,5,3282
4.65,11.24,153,15,3,1577
3.56,8.21,255,25,5,3612
2.77,6.73,153,15,3,2164
1.73,4.59,149,15,3,1782
2.15,5.85,310,30,6,4359
2.15,5.85,201,20,4,2324
4.04,9.99,151,15,3,1915
4.04,9.99,397,40,8,4625
4.04,9.99,255,25,5,3580
4.3,10.55,200,20,4,2631
4.98,10.9,149,15,3,1499
3.96,8.73,158,15,3,2219
2.19,5.36,158,15,3,2133
2.19,5.36,197,20,4,2939
2.76,6,310,30,6,4140
1.5,3.96,255,25,5,3609
1.99,5.97,255,25,5,3777
1.99,5.97,199,20,4,2198
2.25,6.73,152,15,3,1592
2.25,6.73,397,40,8,5946
2.51,6.97,150,15,3,1879
2.66,7.29,404,40,8,4064
2.66,7.29,149,15,3,2126
0.5,0.97,310,30,6,4249
0.5,0.97,253,25,5,3645
0.85,2.75,158,15,3,1666
0.85,2.75,152,15,3,1631
0.85,2.75,161,15,3,2015
0.85,2.75,147,15,3,1608
0.85,2.75,245,25,5,2853
0.85,2.75,256,25,5,2697
3.94,9.46,310,30,6,4335
3.94,9.46,150,15,3,1785
3.94,9.46,153,15,3,2068
3.94,9.46,147,15,3,1609
6.18,11.59,200,20,4,2475
6.23,12.14,201,20,4,2590
6.23,12.14,156,15,3,1818
6.23,12.14,199,20,4,2705
3.17,7.74,310,30,6,4444
3.17,7.74,253,25,5,3333
3.17,7.74,209,20,4,2198
3.17,7.74,199,20,4,2043
5.23,10.48,156,15,3,2297
5.23,10.48,193,20,4,2499
5.23,10.48,193,20,4,2702
4.34,8.8,417,40,8,4343
4.34,8.8,151,15,3,2161
4.34,8.8,153,15,3,1794
4.34,8.8,255,25,5,3154
4.82,11.66,151,15,3,1728
4.82,11.66,255,25,5,2744
4.71,10.5,417,40,8,6248
3.62,8.77,253,25,5,2901
3.62,8.77,149,15,3,1797
3.62,8.77,147,15,3,1522
1.71,4.96,256,25,5,2621
1.71,4.96,255,25,5,2653
1.71,4.96,161,15,3,1690
1.71,4.96,399,40,8,5109
1.71,4.96,145,15,3,1488
1.71,4.96,193,20,4,2507
6.02,11.83,200,20,4,2164
6.02,11.83,442,45,9,5633
6.02,11.83,149,15,3,2131
6.02,11.83,209,20,4,2333
7.22,11.4,195,20,4,2407
7.22,11.4,199,20,4,2435
7.66,11.36,404,40,8,5631
7.28,11.78,153,15,3,2085
6.46,10.69,209,20,4,2799
5.04,11.35,152,15,3,2073
5.04,11.35,255,25,5,2852
5.04,11.35,149,15,3,1521
5.04,11.35,209,20,4,2124
4.29,8.49,161,15,3,1979
5.04,10.64,149,15,3,2098
5.04,10.64,152,15,3,2015
3.78,8.69,151,15,3,2131
3.78,8.69,404,40,8,5747
3.78,8.69,417,40,8,5186
4.16,9.73,442,45,9,4594
